id,hierarchy,galil,kahal,name,settlement_type,pop,year,region,modern_name,viv,pow,geocode,lat,lon,kahal_id,subunit
4342,,Rus,Komarno,Porzycze,village,9,1765,LWW,Grunt,Rus,Lwow,RUS_KOMARNO,49.7121258,23.7003693,13,
4343,,Rus,Komarno,Zaszkowice,village,16,1765,LWW,Zashkovychi,Rus,Lwow,RUS_KOMARNO,49.68377,23.66197,13,
4344,,Rus,Komarno,Brzeziec,village,5,1765,LWW,Berezets,Rus,Lwow,RUS_KOMARNO,49.59324356,23.6684077,13,
4345,,Rus,Komarno,Nowa Wieś,village,7,1765,LWW,Nove Selo,Rus,Lwow,RUS_KOMARNO,49.5796815,23.6668203,13,
4346,,Rus,Komarno,Andryanow,village,5,1765,LWW,Andriianiv,Rus,Lwow,RUS_KOMARNO,49.6028972,23.721518,13,
4347,,Rus,Komarno,Łowczyce,village,4,1765,LWW,Livchytsi,Rus,Lwow,RUS_KOMARNO,49.5824856,23.7161262,13,
4348,,Rus,Komarno,Tatarynow,village,11,1765,LWW,Tataryniv,Rus,Lwow,RUS_KOMARNO,49.5694458,23.751354,13,
4349,,Rus,Komarno,Powerchrow,village,5,1765,LWW,Poverhiv,Rus,Lwow,RUS_KOMARNO,49.5240117,23.7619312,13,
4350,,Rus,Komarno,Kołodruby,village,9,1765,LWW,Kolodruby,Rus,Lwow,RUS_KOMARNO,49.5056818,23.7966348,13,
4351,,Rus,Komarno,Saska,village,10,1765,LWW,Saska,Rus,Lwow,RUS_KOMARNO,,,13,
4352,,Rus,Komarno,Podwysokie,village,7,1765,LWW,Podvysoke,Rus,Lwow,RUS_KOMARNO,49.55,23.83333,13,
4353,,Rus,Komarno,Rumno,village,19,1765,LWW,Hrimne,Rus,Lwow,RUS_KOMARNO,49.59907,23.77022,13,
4354,,Rus,Komarno,Wołoszcza,village,24,1765,LWW,Voloshcha,Rus,Lwow,RUS_KOMARNO,49.5020352,23.6022474,13,
4355,,Rus,Komarno,Swiniusza,village,4,1765,LWW,Swiniusza,Rus,Lwow,RUS_KOMARNO,,,13,
4356,,Rus,Komarno,Radolice,village,7,1765,LWW,Radelychi,Rus,Lwow,RUS_KOMARNO,49.4743667,23.8537481,13,
4357,,Rus,Komarno,Sajkow,village,5,1765,LWW,Saikiv,Rus,Lwow,RUS_KOMARNO,49.5198524,23.8891832,13,
4358,,Rus,Komarno,Horozunka,village,7,1765,LWW,Mala Horozhanna,Rus,Lwow,RUS_KOMARNO,49.52091819,23.86050224,13,
4359,,Rus,Komarno,Werbiż,village,6,1765,LWW,Verbizh,Rus,Lwow,RUS_KOMARNO,49.5424838,23.8966916,13,
4360,,Rus,Komarno,Uniatycze,village,6,1765,LWW,Honiatychi,Rus,Lwow,RUS_KOMARNO,49.55947748,23.89782142,13,
4361,,Rus,Komarno,Kohojowa,village,11,1765,LWW,Kahuiv,Rus,Lwow,RUS_KOMARNO,49.56853451,23.89371872,13,
4362,,Rus,Komarno,Czerkasy,village,8,1765,LWW,Cherkasy,Rus,Lwow,RUS_KOMARNO,49.5821527,23.9034813,13,
4363,,Rus,Komarno,Orbacz,village,27,1765,LWW,Horbachi,Rus,Lwow,RUS_KOMARNO,49.5942167,23.9100427,13,
4364,,Rus,Komarno,Ruczuhowa,village,10,1765,LWW,Rychahiv,Rus,Lwow,RUS_KOMARNO,49.557,23.86021,13,
4365,,Rus,Komarno,Horozana,village,10,1765,LWW,Velyka Horozhanna,Rus,Lwow,RUS_KOMARNO,49.5789048,23.8194686,13,
4366,,Rus,Komarno,Rutki,village,77,1765,LWW,Rudky,Rus,Lwow,RUS_KOMARNO,49.6522215,23.4865311,13,
4367,,Rus,Komarno,Bienkowa Wisna,village,20,1765,LWW,Vishnya,Rus,Lwow,RUS_KOMARNO,49.6726897,23.4854347,13,
4368,,Rus,Komarno,Wistowice,village,15,1765,LWW,Mikhaylevichi,Rus,Lwow,RUS_KOMARNO,49.6515252,23.4583115,13,
4369,,Rus,Komarno,Nowosielec,village,5,1765,LWW,Novoselki-Gostinnyye,Rus,Lwow,RUS_KOMARNO,49.6318166,23.4622036,13,
4370,,Rus,Komarno,Dolibow,village,8,1765,LWW,Dolobiv,Rus,Lwow,RUS_KOMARNO,49.6045959,23.4382778,13,
4371,,Rus,Komarno,Chłopczyce,village,22,1765,LWW,Khlopchytsi,Rus,Lwow,RUS_KOMARNO,49.6091752,23.4168654,13,
4372,,Rus,Komarno,Koniuszki,village,35,1765,LWW,Koniushky-Tulyholivski,Rus,Lwow,RUS_KOMARNO,49.61541,23.61387,13,
4373,,Rus,Komarno,Ostrow,village,4,1765,LWW,Ostrov,Rus,Lwow,RUS_KOMARNO,49.6244068,23.3454807,13,
4374,,Rus,Komarno,Szeptyce,village,18,1765,LWW,Shcheptitsy,Rus,Lwow,RUS_KOMARNO,49.6542619,23.4108429,13,
4375,,Rus,Komarno,Kubajowice,village,12,1765,LWW,Kolbayevichi,Rus,Lwow,RUS_KOMARNO,49.62454,23.49994,13,
4376,,Rus,Komarno,Czajkowice,village,40,1765,LWW,Chaikovychi,Rus,Lwow,RUS_KOMARNO,49.5960802,23.521986,13,
4377,,Rus,Komarno,Pohorce,village,12,1765,LWW,Pohirtsi,Rus,Lwow,RUS_KOMARNO,49.5944728,23.5545338,13,
4378,,Rus,Komarno,Podolce,village,8,1765,LWW,Podiltsi,Rus,Lwow,RUS_KOMARNO,49.5769847,23.5794251,13,
4379,,Rus,Komarno,Hołodowka,village,8,1765,LWW,Peremozhnoye,Rus,Lwow,RUS_KOMARNO,49.63246,23.66242,13,
4380,,Rus,Komarno,Tuligłowy,village,17,1765,LWW,Tulyholove,Rus,Lwow,RUS_KOMARNO,49.59709,23.6416,13,
4381,,Rus,Komarno,Koniuszki Królewskie,village,7,1765,LWW,Koniushky-Korolivski,Rus,Lwow,RUS_KOMARNO,49.6124863,23.6023358,13,
4382,,Rus,Komarno,Podhajczyki,village,7,1765,LWW,Pidhaichyky,Rus,Lwow,RUS_KOMARNO,49.64769,23.51277,13,
4383,,Rus,Komarno,Michałowice,village,16,1765,LWW,Mikhaylevichi,Rus,Lwow,RUS_KOMARNO,49.66104,23.43555,13,
4384,,Rus,Komarno,Jaremkow,village,3,1765,LWW,Yaremkuv,Rus,Lwow,RUS_KOMARNO,49.6765405,23.4580135,13,
4385,,Rus,Komarno,Oszany,village,11,1765,LWW,Voshchantsy,Rus,Lwow,RUS_KOMARNO,49.66667,23.41667,13,
4386,,Rus,Komarno,Jalwin,village,9,1765,LWW,Yaseniv,Rus,Lwow,RUS_KOMARNO,49.57986,23.6566,13,
4387,,Rus,Komarno,Milczyce,village,9,1765,LWW,Mil’chitsy,Rus,Lwow,RUS_KOMARNO,49.7220533,23.4565981,13,
4388,,Rus,Komarno,Pikietyce,village,5,1765,LWW,Putyatychi,Rus,Lwow,RUS_KOMARNO,49.7409636,23.4849508,13,
4389,,Rus,Komarno,Dobrzany,village,7,1765,LWW,Dobriany,Rus,Lwow,RUS_KOMARNO,49.745417,23.5240223,13,
4390,,Rus,Komarno,Dubanowice,village,10,1765,LWW,Dubanevychi,Rus,Lwow,RUS_KOMARNO,49.6976591,23.5074386,13,
4391,,Rus,Komarno,Koropuz,village,11,1765,LWW,Koropuzh,Rus,Lwow,RUS_KOMARNO,49.6807603,23.5797767,13,
4392,,Rus,Komarno,Kiszowice,village,4,1765,LWW,Khyshevychi,Rus,Lwow,RUS_KOMARNO,49.6768846,23.6040309,13,
4393,,Rus,Komarno,Małpa,village,3,1765,LWW,Malyniv,Rus,Lwow,RUS_KOMARNO,49.58615,23.61972,13,
4394,,Rus,Komarno,Susułow,village,7,1765,LWW,Susoliv,Rus,Lwow,RUS_KOMARNO,49.5601,23.62776,13,
4395,,Rus,Komarno,Mosty,village,8,1765,LWW,Mosty,Rus,Lwow,RUS_KOMARNO,49.5396451,23.6525437,13,
4396,,Rus,Komarno,Uherce,village,9,1765,LWW,Uherce,Rus,Lwow,RUS_KOMARNO,,,13,
4397,,Rus,Komarno,Oszczany,village,4,1765,LWW,Voshchantsy,Rus,Lwow,RUS_KOMARNO,49.6728,23.40697,13,
4398,,Rus,Komarno,Jachimczyce,village,3,1765,LWW,Yakimchitsy,Rus,Lwow,RUS_KOMARNO,49.6422063,23.7362806,13,
4399,,Rus,Komarno,Jastrubka,village,14,1765,LWW,Sokoliwka,Rus,Lwow,RUS_KOMARNO,49.6371278,23.7658868,13,
4400,,Rus,Komarno,Sroki,village,3,1765,LWW,Sokoliwka,Rus,Lwow,RUS_KOMARNO,49.63476975,23.78432839,13,
4401,,Rus,Komarno,Mikuskowice,village,6,1765,LWW,Nykonkovychi,Rus,Lwow,RUS_KOMARNO,49.64171,23.8059,13,
4402,,Rus,Komarno,Lesniowice,village,12,1765,LWW,Lesnevichi,Rus,Lwow,RUS_KOMARNO,49.71392,23.89197,13,
4403,,Rus,Komarno,Polanka,village,8,1765,LWW,Polyanka,Rus,Lwow,RUS_KOMARNO,49.7363952,23.8407526,13,
4404,,Rus,Komarno,Mostki,village,6,1765,LWW,Mistky,Rus,Lwow,RUS_KOMARNO,49.7158643,23.8480565,13,
4405,,Rus,Komarno,Dębow,village,5,1765,LWW,Velykyi Liubin,Rus,Lwow,RUS_KOMARNO,49.724124,23.729215,13,
4406,,Rus,Komarno,Lubienie,village,47,1765,LWW,Velykyi Liubin,Rus,Lwow,RUS_KOMARNO,49.724124,23.729215,13,
4407,,Rus,Komarno,Lubienki,village,12,1765,LWW,Velykyi Liubin,Rus,Lwow,RUS_KOMARNO,49.708035,23.7597532,13,
4408,,Rus,Komarno,Romanówka,village,5,1765,LWW,Romanovka,Rus,Lwow,RUS_KOMARNO,49.65724,23.57746,13,
4410,1,Rus,Kozowa,Kozowa,city,261,1765,LWW,Kozova,Rus,Lwow,RUS_KOZOWA,49.4311113,25.1456231,14,
4411,,Rus,Kozowa,Bożykow,village,6,1765,LWW,Bozhykiv,Rus,Lwow,RUS_KOZOWA,49.31628244,24.99578476,14,
4412,,Rus,Kozowa,Wołoszczyzna,village,2,1765,LWW,Bozhykiv,Rus,Lwow,RUS_KOZOWA,49.30867244,25.00728607,14,
4413,,Rus,Kozowa,Litwinów,village,6,1765,LWW,Bozhykiv,Rus,Lwow,RUS_KOZOWA,49.2947434,25.0142362,14,
4414,,Rus,Kozowa,Telacze,village,9,1765,LWW,Myrne,Rus,Lwow,RUS_KOZOWA,49.35265,25.11188,14,
4415,,Rus,Kozowa,Kalne,village,7,1765,LWW,Kalne,Rus,Lwow,RUS_KOZOWA,49.3719627,25.1480316,14,
4416,,Rus,Kozowa,Krzywiec,village,9,1765,LWW,Kryve,Rus,Lwow,RUS_KOZOWA,49.40673,25.09619,14,
4417,,Rus,Kozowa,Litatyn,village,12,1765,LWW,Litiatyn,Rus,Lwow,RUS_KOZOWA,49.3828612,25.0541861,14,
4418,,Rus,Kozowa,Szczepanow,village,8,1765,LWW,Myrne,Rus,Lwow,RUS_KOZOWA,49.3727318,25.109681,14,
4419,,Rus,Kozowa,Słoboda,village,11,1765,LWW,Zolota Sloboda,Rus,Lwow,RUS_KOZOWA,49.4210802,25.2513635,14,
4420,,Rus,Kozowa,Uwsie,village,7,1765,LWW,Vivsia,Rus,Lwow,RUS_KOZOWA,49.375064,25.226949,14,
4422,1,Przemsyl,Krakowiec,Krakowiec,city,301,1765,LWW,Krakovets,Rus,Przemsyl,RUS_KRAKOWIECKI,49.958705,23.1569823,15,
4423,,Przemsyl,Krakowiec,Gnojnice,village,17,1765,LWW,Gnoynitse,Rus,Przemsyl,RUS_KRAKOWIECKI,49.95,23.11667,15,
4424,,Przemsyl,Krakowiec,Gnojnicka Wola,village,17,1765,LWW,Volya Gnoynitska,Rus,Przemsyl,RUS_KRAKOWIECKI,49.93333,23.11667,15,
4425,,Przemsyl,Krakowiec,Budzyn,village,6,1765,LWW,Budzyń,Rus,Przemsyl,RUS_KRAKOWIECKI,49.97651,23.12062,15,
4426,,Przemsyl,Krakowiec,Młyny,village,10,1765,LWW,Młyny,Rus,Przemsyl,RUS_KRAKOWIECKI,49.980594,23.0633991,15,
4427,,Przemsyl,Krakowiec,Morańce,village,6,1765,LWW,Morantsy,Rus,Przemsyl,RUS_KRAKOWIECKI,49.9328811,23.1955719,15,
4428,,Przemsyl,Krakowiec,Przedworze,village,6,1765,LWW,Pshedbozhe,Rus,Przemsyl,RUS_KRAKOWIECKI,49.9598834,23.1995399,15,
4429,,Przemsyl,Krakowiec,Wulka,village,6,1765,LWW,Vul’ka Rosnovska,Rus,Przemsyl,RUS_KRAKOWIECKI,49.93333,23.25,15,
4430,,Przemsyl,Krakowiec,Lubienie,village,13,1765,LWW,Lyubene,Rus,Przemsyl,RUS_KRAKOWIECKI,49.92267,23.20933,15,
4431,,Przemsyl,Krakowiec,Kalnikow,village,13,1765,LWW,Kalników,Rus,Przemsyl,RUS_KRAKOWIECKI,49.919546,23.017321,15,
4432,,Przemsyl,Krakowiec,Chotyniec,village,22,1765,LWW,Chotyniec,Rus,Przemsyl,RUS_KRAKOWIECKI,49.9570905,23.0013561,15,
4433,,Przemsyl,Krakowiec,Chałupy,village,9,1765,LWW,Chałupki Chotynieckie,Rus,Przemsyl,RUS_KRAKOWIECKI,49.9896705,22.9983686,15,
4434,,Przemsyl,Krakowiec,Ruda,village,7,1765,LWW,Ruda-Krakovetskaya,Rus,Przemsyl,RUS_KRAKOWIECKI,49.96945,23.18655,15,
4435,,Przemsyl,Krakowiec,Kochanowka,village,5,1765,LWW,Khuki,Rus,Przemsyl,RUS_KRAKOWIECKI,49.9747621,23.2604836,15,
4436,,Przemsyl,Krakowiec,Sokole,village,7,1765,LWW,Sokolya,Rus,Przemsyl,RUS_KRAKOWIECKI,49.8506003,23.169419,15,
4438,1,Rus,Kulików,Kulików,city,268,1765,LWW,Kulykiv,Rus,Lwow,RUS_KULIKOW,49.980217,24.0778329,16,
4439,,Rus,Kulików,Zaszkow,village,11,1765,LWW,Zashkiv,Rus,Lwow,RUS_KULIKOW,49.9535428,23.9887992,16,
4440,,Rus,Kulików,Zarudce,village,6,1765,LWW,Zarudtsi,Rus,Lwow,RUS_KULIKOW,49.9712114,23.9701891,16,
4441,,Rus,Kulików,Koszczejow,village,5,1765,LWW,Doroshuv Malyy,Rus,Lwow,RUS_KULIKOW,49.94415035,24.0978241,16,
4442,,Rus,Kulików,Grzęda,village,19,1765,LWW,Hryada,Rus,Lwow,RUS_KULIKOW,49.9371546,24.0422835,16,
4443,,Rus,Kulików,Doroszow,village,11,1765,LWW,Velyki Doroshiv,Rus,Lwow,RUS_KULIKOW,49.9499193,24.0579303,16,
4444,,Rus,Kulików,Udnow,village,12,1765,LWW,Sulimuv,Rus,Lwow,RUS_KULIKOW,49.9681638,24.1448607,16,
4445,,Rus,Kulików,Remenow,village,6,1765,LWW,Remeniv,Rus,Lwow,RUS_KULIKOW,49.9515381,24.2077484,16,
4446,,Rus,Kulików,Wisłoboki,village,6,1765,LWW,Visloboki,Rus,Lwow,RUS_KULIKOW,49.9407832,24.1795132,16,
4447,,Rus,Kulików,Nadzicze,village,9,1765,LWW,Nadychi,Rus,Lwow,RUS_KULIKOW,49.9770386,24.0922711,16,
4448,,Rus,Kulików,Nowesioło,village,7,1765,LWW,Nadychi,Rus,Lwow,RUS_KULIKOW,49.9620384,24.1078804,16,
4449,,Rus,Kulików,Podliski,village,13,1765,LWW,Mali Pidlisky,Rus,Lwow,RUS_KULIKOW,49.92016,24.16021,16,
4450,,Rus,Kulików,Miennica,village,7,1765,LWW,Kulykiv,Rus,Lwow,RUS_KULIKOW,49.9910754,24.03935391,16,
4451,,Rus,Kulików,Przemiwołki,village,3,1765,LWW,Pshemivulki,Rus,Lwow,RUS_KULIKOW,50.0109571,24.049406,16,
4452,,Rus,Kulików,Smereków,village,4,1765,LWW,Smerekiv,Rus,Lwow,RUS_KULIKOW,50.0193538,24.048352,16,
4453,,Rus,Kulików,Nahorce,village,9,1765,LWW,Nagortse,Rus,Lwow,RUS_KULIKOW,50.0165,24.10687,16,
4454,,Rus,Kulików,Przedrzymichy,village,6,1765,LWW,Nagortse,Rus,Lwow,RUS_KULIKOW,50.01838092,24.09264101,16,
4455,,Rus,Kulików,Zwertów,village,5,1765,LWW,Zvertiv,Rus,Lwow,RUS_KULIKOW,49.990024,24.1691062,16,
4456,,Rus,Kulików,Artasów,village,7,1765,LWW,Artasiv,Rus,Lwow,RUS_KULIKOW,50.0094578,24.1304056,16,
4458,1,Rus,Lwów,Lwów Miasto,city,1710,1765,LWW,Lviv,Rus,Lwow,RUS_LWOW,49.839683,24.029717,17,
4459,,Rus,Lwów,Lwów Przedmieś.,city,4208,1765,LWW,Lviv,Rus,Lwow,RUS_LWOW,49.839683,24.029717,17,
4460,,Rus,Lwów,Sokolniki,village,27,1765,LWW,Sokilnyky,Rus,Lwow,RUS_LWOW,49.7830461,24.0050842,17,
4461,,Rus,Lwów,Rakowiec,village,19,1765,LWW,Rakovets,Rus,Lwow,RUS_LWOW,49.65268,24.02181,17,
4462,,Rus,Lwów,Podciemno,village,9,1765,LWW,Pidtemnoye,Rus,Lwow,RUS_LWOW,49.6673817,24.0477302,17,
4463,,Rus,Lwów,Gajow,village,6,1765,LWW,Kuhaiv,Rus,Lwow,RUS_LWOW,49.68906593,24.04392242,17,
4464,,Rus,Lwów,Zagorze,village,6,1765,LWW,Zaguzhe,Rus,Lwow,RUS_LWOW,49.7015463,24.04445199,17,
4465,,Rus,Lwów,Wołkow,village,9,1765,LWW,Vovkiv,Rus,Lwow,RUS_LWOW,49.7118951,24.0729826,17,
4466,,Rus,Lwów,Milatycze,village,7,1765,LWW,Milyatyche,Rus,Lwow,RUS_LWOW,49.70876839,24.09980261,17,
4467,,Rus,Lwów,Tołczow,village,12,1765,LWW,Tovshchiv,Rus,Lwow,RUS_LWOW,49.69557943,24.11145537,17,
4468,,Rus,Lwów,Krotoszyn,village,19,1765,LWW,Krotoshyn,Rus,Lwow,RUS_LWOW,49.7488974,24.0925333,17,
4469,,Rus,Lwów,Zubrze,village,7,1765,LWW,Zubra,Rus,Lwow,RUS_LWOW,49.7692976,24.0462243,17,
4470,,Rus,Lwów,Dawidow,village,4,1765,LWW,Davydiv,Rus,Lwow,RUS_LWOW,49.7439903,24.1410851,17,
4471,,Rus,Lwów,Winniki Wielkie,village,11,1765,LWW,Vynnyky,Rus,Lwow,RUS_LWOW,49.8122096,24.1435555,17,
4472,,Rus,Lwów,Mikłaszow,village,17,1765,LWW,Myklashiv,Rus,Lwow,RUS_LWOW,49.8311666,24.2234715,17,
4473,,Rus,Lwów,Lisienice,village,10,1765,LWW,Lisinichi,Rus,Lwow,RUS_LWOW,49.837499,24.1212131,17,
4474,,Rus,Lwów,Kaminopol,village,7,1765,LWW,Kamenopol’,Rus,Lwow,RUS_LWOW,49.8656101,24.1629803,17,
4475,,Rus,Lwów,Podborce,village,11,1765,LWW,Pidbirtsi,Rus,Lwow,RUS_LWOW,49.8448321,24.1494742,17,
4476,,Rus,Lwów,Żydatycze,village,6,1765,LWW,Murovane,Rus,Lwow,RUS_LWOW,49.88333,24.1,17,
4477,,Rus,Lwów,Sroki,village,9,1765,LWW,Soroky-Lvivski,Rus,Lwow,RUS_LWOW,49.87348,24.12286,17,
4478,,Rus,Lwów,Laszki,village,6,1765,LWW,Murovane,Rus,Lwow,RUS_LWOW,49.88333,24.1,17,
4479,,Rus,Lwów,Zboiska,village,5,1765,LWW,Zamarstyniv,Rus,Lwow,RUS_LWOW,49.8692346,24.0493726,17,
4480,,Rus,Lwów,Malechow,village,6,1765,LWW,Malekhiv,Rus,Lwow,RUS_LWOW,49.8812481,24.0767156,17,
4481,,Rus,Lwów,Dublany,village,5,1765,LWW,Dubliany,Rus,Lwow,RUS_LWOW,49.9054766,24.0900525,17,
4482,,Rus,Lwów,Grzybowice Wielkie,village,11,1765,LWW,Velyki Grybovychi,Rus,Lwow,RUS_LWOW,49.9119051,24.0515838,17,
4483,,Rus,Lwów,Grzybowice Małe,village,3,1765,LWW,Gamulets,Rus,Lwow,RUS_LWOW,49.915469,23.9889519,17,
4484,,Rus,Lwów,Brzuchowice,village,10,1765,LWW,Bryukhovychi,Rus,Lwow,RUS_LWOW,49.900535,23.9517484,17,
4485,,Rus,Lwów,Borki,village,7,1765,LWW,Birky,Rus,Lwow,RUS_LWOW,49.911466,23.9141759,17,
4486,,Rus,Lwów,Brodki,village,8,1765,LWW,Brodki,Rus,Lwow,RUS_LWOW,,,17,
4487,,Rus,Lwów,Rokitna,village,8,1765,LWW,Rokytne,Rus,Lwow,RUS_LWOW,49.9411991,23.9085999,17,
4488,,Rus,Lwów,Jaśniska,village,29,1765,LWW,Yasniska,Rus,Lwow,RUS_LWOW,49.927011,23.8678243,17,
4489,,Rus,Lwów,Debna,village,7,1765,LWW,Yasniska,Rus,Lwow,RUS_LWOW,49.9170367,23.8793272,17,
4490,,Rus,Lwów,Łozina,village,33,1765,LWW,Lozyno,Rus,Lwow,RUS_LWOW,49.9464165,23.8098554,17,
4491,,Rus,Lwów,Dąbrowica,village,13,1765,LWW,Dubrovitsa,Rus,Lwow,RUS_LWOW,49.9776146,23.8162702,17,
4492,,Rus,Lwów,Malczyce,village,23,1765,LWW,Mal’chitsy,Rus,Lwow,RUS_LWOW,49.853774,23.77425,17,
4493,,Rus,Lwów,Mszana,village,5,1765,LWW,Mshana,Rus,Lwow,RUS_LWOW,49.8301549,23.7831784,17,
4494,,Rus,Lwów,Suchawola,village,6,1765,LWW,Sukhovolya,Rus,Lwow,RUS_LWOW,49.8290676,23.8380121,17,
4495,,Rus,Lwów,Zimnawoda,village,9,1765,LWW,Zymna Voda,Rus,Lwow,RUS_LWOW,49.8249406,23.888015,17,
4496,,Rus,Lwów,Zimnawódka,village,17,1765,LWW,Zymna Voda,Rus,Lwow,RUS_LWOW,49.8249406,23.888015,17,
4497,,Rus,Lwów,Dobroszyn,village,11,1765,LWW,Dobroszyn,Rus,Lwow,RUS_LWOW,,,17,
4498,,Rus,Lwów,Stawczany,village,14,1765,LWW,Stavchany,Rus,Lwow,RUS_LWOW,49.7644696,23.8423367,17,
4499,,Rus,Lwów,Skniłów,village,4,1765,LWW,Sknyliv,Rus,Lwow,RUS_LWOW,49.7942127,23.9355976,17,
4500,,Rus,Lwów,Zniesienie,village,5,1765,LWW,Znesen’ye,Rus,Lwow,RUS_LWOW,49.85,24.05,17,
4501,,Rus,Lwów,Rzęsna Polska,village,7,1765,LWW,Ryasne,Rus,Lwow,RUS_LWOW,49.8731846,23.946489,17,
4502,,Rus,Lwów,Rzęsna Ruska,village,12,1765,LWW,Ryasne - Rus'ke,Rus,Lwow,RUS_LWOW,49.8750359,23.9007839,17,
4504,1,Rus,Narajów,Narajów,city,265,1765,LWW,Naraiv,Rus,Lwow,RUS_NARAJOW,49.5334995,24.775306,18,
4505,,Rus,Narajów,Baczow,village,6,1765,LWW,Bachiv,Rus,Lwow,RUS_NARAJOW,49.539969,24.6514741,18,
4506,,Rus,Narajów,Podusów,village,6,1765,LWW,Podusiv,Rus,Lwow,RUS_NARAJOW,49.58278253,24.6795845,18,
4507,,Rus,Narajów,Błotnia,village,9,1765,LWW,Bolotnia,Rus,Lwow,RUS_NARAJOW,49.55495049,24.67323303,18,
4509,1,Rus,Nawarya,Nawarya,city,89,1765,LWW,Navariia,Rus,Lwow,RUS_NAWARJA,49.7479799,23.9240561,19,
4510,,Rus,Nawarya,Podsadki,village,7,1765,LWW,Porshna,Rus,Lwow,RUS_NAWARJA,49.7235147,23.9492452,19,
4511,,Rus,Nawarya,Miłoszowice,village,9,1765,LWW,Miloshovitse,Rus,Lwow,RUS_NAWARJA,49.6800159,23.9347487,19,
4512,,Rus,Nawarya,Pustomyty,village,12,1765,LWW,Pustomyty,Rus,Lwow,RUS_NAWARJA,49.7104312,23.9108143,19,
4513,,Rus,Nawarya,Wolica,village,3,1765,LWW,Volitsa,Rus,Lwow,RUS_NAWARJA,49.71667,23.9,19,
4514,,Rus,Nawarya,Glinna,village,7,1765,LWW,Hlynna,Rus,Lwow,RUS_NAWARJA,49.7368015,23.8947002,19,
4515,,Rus,Nawarya,Maliczkowice,village,5,1765,LWW,Malechkovychi,Rus,Lwow,RUS_NAWARJA,49.7531026,23.950135,19,
4516,,Rus,Nawarya,Hodowice,village,3,1765,LWW,Godovytsya,Rus,Lwow,RUS_NAWARJA,49.7632166,23.9162975,19,
4517,,Rus,Nawarya,Basiowka,village,7,1765,LWW,Basivka,Rus,Lwow,RUS_NAWARJA,49.7815055,23.9069788,19,
4519,1,Rus,Podkamień,Podkamień,city,909,1765,LWW,Pidkamin,Rus,Lwow,RUS_PODKAMIEN,49.9424223,25.3225884,21,
4520,,Rus,Podkamień,Pankowce,village,7,1765,LWW,Pan’kovtse,Rus,Lwow,RUS_PODKAMIEN,49.9520349,25.2665987,21,
4521,,Rus,Podkamień,Nakwasza,village,9,1765,LWW,Nakvasha,Rus,Lwow,RUS_PODKAMIEN,49.9744614,25.3201827,21,
4522,,Rus,Podkamień,Czernica,village,11,1765,LWW,Chernytsia,Rus,Lwow,RUS_PODKAMIEN,49.967078,25.2401268,21,
4523,,Rus,Podkamień,Zyborowko,village,5,1765,LWW,Zyborowko,Rus,Lwow,RUS_PODKAMIEN,,,21,
4524,,Rus,Podkamień,Tetylkowce,village,7,1765,LWW,Tetyl'kivtsi,Rus,Lwow,RUS_PODKAMIEN,49.9663757,25.357789,21,
4525,,Rus,Podkamień,Palikrowy,village,6,1765,LWW,Palykorovy,Rus,Lwow,RUS_PODKAMIEN,49.9099629,25.3444565,21,
4526,,Rus,Podkamień,Niemiacz,village,3,1765,LWW,Nemiach,Rus,Lwow,RUS_PODKAMIEN,49.9343914,25.3745944,21,
4527,,Rus,Podkamień,Dudyń,village,8,1765,LWW,Dudyn,Rus,Lwow,RUS_PODKAMIEN,49.9427261,25.4091928,21,
4528,,Rus,Podkamień,Popowce,village,8,1765,LWW,Popivtsi,Rus,Lwow,RUS_PODKAMIEN,49.9592717,25.3852739,21,
4529,,Rus,Podkamień,Wierzbowczyk,village,6,1765,LWW,Verbivchyk,Rus,Lwow,RUS_PODKAMIEN,49.8744246,25.3180457,21,
4530,,Rus,Podkamień,Hozochowczyk,village,6,1765,LWW,Hozochowczyk,Rus,Lwow,RUS_PODKAMIEN,,,21,
4532,1,Rus,Pomorzany,Pomorzany,city,623,1765,LWW,Pomoriany,Rus,Lwow,RUS_POMORZANY,49.6412567,24.9329181,22,
4533,,Rus,Pomorzany,Bohutyn,village,5,1765,LWW,Bohutyn,Rus,Lwow,RUS_POMORZANY,49.6690661,24.9449577,22,
4534,,Rus,Pomorzany,Torkow,village,6,1765,LWW,Torkow,Rus,Lwow,RUS_POMORZANY,,,22,
4535,,Rus,Pomorzany,Machnowce,village,4,1765,LWW,Machnowce,Rus,Lwow,RUS_POMORZANY,,,22,
4536,,Rus,Pomorzany,Horce,village,7,1765,LWW,Ugortse,Rus,Lwow,RUS_POMORZANY,49.68333,24.9,22,
4537,,Rus,Pomorzany,Korobiec,village,11,1765,LWW,Koropets,Rus,Lwow,RUS_POMORZANY,49.6700444,24.8902928,22,
4538,,Rus,Pomorzany,Borszczany,village,5,1765,LWW,Bibshchany,Rus,Lwow,RUS_POMORZANY,49.63128365,24.91321564,22,
4539,,Rus,Pomorzany,Rozhadow,village,11,1765,LWW,Rozghadiv,Rus,Lwow,RUS_POMORZANY,49.6051835,24.9599088,22,
4540,,Rus,Pomorzany,Żabin,village,7,1765,LWW,Zhabin,Rus,Lwow,RUS_POMORZANY,49.64875,25.00207,22,
4541,,Rus,Pomorzany,Kaplence,village,2,1765,LWW,Kaplence,Rus,Lwow,RUS_POMORZANY,,,22,
