name,index_sht,prov,prov_no,dist_no,pale,region,no_jew_count,jew_pop,tot_pop,lat,lon,census,full_name,type,jewpop_flag,comments,total,total_flag,prov_name,dist_name
Rozhanka,0404Rz1,Vilnius,4,4,Pale,Lithuania,0,543,777,53.5333,24.7333,1,Rozhanka,mestechko,,,777,,Vilnius,Lida
Shchuchin,0404Sc1,Vilnius,4,4,Pale,Lithuania,0,1356,1742,53.6167,24.7333,1,Shchuchin,mestechko,,,1742,,Vilnius,Lida
Voronovo,0404Vr1,Vilnius,4,4,Pale,Lithuania,0,1432,1574,54.15,25.3333,1,Voronovo,mestechko,,,1574,,Vilnius,Lida
Vasilishki,0404Vs1,Vilnius,4,4,Pale,Lithuania,0,2081,2781,53.7833,24.85,1,Vasilishki,mestechko,,,2781,,Vilnius,Lida
Bakshty,0405Bk1,Vilnius,4,5,Pale,Lithuania,0,172,1461,53.9333,26.1833,1,Bakshty,selo,,Name of district as it mentioned in census,1461,,Vilnius,Oshmiany
Derevno,0405Dr1,Vilnius,4,5,Pale,Lithuania,0,350,851,53.7,26.5667,1,Derevno (Derevnaia),mestechko,,,851,,Vilnius,Oshmiany
Dzevenishki,0405Dz1,Vilnius,4,5,Pale,Lithuania,0,1225,1710,54.2,25.6167,1,Dzevenishki,mestechko,,,1710,,Vilnius,Oshmiany
Gaviia,0405Gv1,Vilnius,4,5,Pale,Lithuania,1,,,53.85,25.6,0,Gaviia,,,Mentioned in Jewishgen but not in the census,,unknown,Vilnius,Oshmiany
Iv'e,0405Iv1,Vilnius,4,5,Pale,Lithuania,0,573,3653,53.9333,25.7667,1,Iv'e (Ivve) s derevnei Zakostel'tsy I predmest'e okolitsy Muravshchina,mestechko,,,3653,,Vilnius,Oshmiany
Krevo,0405Kr1,Vilnius,4,5,Pale,Lithuania,0,809,2201,54.3167,26.2833,1,Krevo,mestechko,,,2201,,Vilnius,Oshmiany
Lipnishki,0405Lp1,Vilnius,4,5,Pale,Lithuania,0,612,1377,54,25.6167,1,Lipnishki,mestechko,,,1377,,Vilnius,Oshmiany
Nalibok,0405Nl1,Vilnius,4,5,Pale,Lithuania,1,120,1683,53.75,26.45,1,Nalibok (s imeniem Naliboki I vyselkom Podbolot'e),mestechko,at_most,Calculated by subtraction from Total value any other groups mentioned in census for this place,1683,,Vilnius,Oshmiany
Ol'shany,0405Ol1,Vilnius,4,5,Pale,Lithuania,0,1049,2183,54.25,26.0167,1,Ol'shany (Gol'shany) s vladiel'cheskoi usad'boi,mestechko,,,2183,,Vilnius,Oshmiany
Oshmiany,0405Os1,Vilnius,4,5,Pale,Lithuania,0,3803,7214,54.4167,25.9333,1,Oshmiany,Uezdnyi gorod,,,7214,,Vilnius,Oshmiany
Subbotniki,0405Sb1,Vilnius,4,5,Pale,Lithuania,0,91,602,54.08333,25.73333,1,Subbotniki,selo/mestechko,,,602,,Vilnius,Oshmiany
Soly,0405Sl1,Vilnius,4,5,Pale,Lithuania,0,530,981,54.5167,26.1833,1,Soly,mestechko,,,981,,Vilnius,Oshmiany
Smorgon',0405Sm1,Vilnius,4,5,Pale,Lithuania,0,6743,8908,54.4833,26.4,1,Smorgon',mestechko,,,8908,,Vilnius,Oshmiany
Traby,0405Tr1,Vilnius,4,5,Pale,Lithuania,0,634,1183,54.15,25.9167,1,Traby,mestechko,,,1183,,Vilnius,Oshmiany
Volozhin,0405Vl1,Vilnius,4,5,Pale,Lithuania,0,2452,4534,54.0833,26.5333,1,"Volozhin (Volozhino) s imeniem Volozhino I derevniami Bondar', Evlashi, Poniz'e, Sidertsevichi",mestechko,,,4534,,Vilnius,Oshmiany
Vishnev,0405Vs1,Vilnius,4,5,Pale,Lithuania,0,1463,2650,54.1333,26.2333,1,"Vishnev (Vishnevo) s imeniem Vishnevo, s pivo-varennym I medovarennym zavodom I derevniami Gelenovo, Zhukovshchina, Zafinovo-Vishnevskoiu vodianoi mel'nitsei",mestechko,,,2650,,Vilnius,Oshmiany
Yasevichi,0405Ys1,Vilnius,4,5,Pale,Lithuania,1,,,55.0833,27.8667,0,Yasevichi,,,Mentioned in Jewishgen but not in the census,,unknown,Vilnius,Oshmiany
Zhuprany,0405Zp1,Vilnius,4,5,Pale,Lithuania,0,415,824,54.4667,26.0833,1,Zhuprany,mestechko,,,824,,Vilnius,Oshmiany
Daugelishki,0406Dg1,Vilnius,4,6,Pale,Lithuania,1,,,55.3667,26.3,0,Daugelishki,,,Mentioned in Jewishgen but not in the census,,unknown,Vilnius,Sventsiany
Godutishki s kazenoi usad'boi ,0406Gd1,Vilnius,4,6,Pale,Lithuania,0,1373,2247,55.15,26.6,1,Godutishki s kazenoi usad'boi Godutishki I derevnei Godutishki I zheleznodorozhnoi stantsiei Godutishki,mestechko,,Name of district as it mentioned in census,2247,,Vilnius,Sventsiany
Ignalino,0406Ig1,Vilnius,4,6,Pale,Lithuania,1,,,55.35,26.1667,0,Ignalino,,,Mentioned in Jewishgen but not in the census,,unknown,Vilnius,Sventsiany
Kobyl'nik,0406Kb1,Vilnius,4,6,Pale,Lithuania,0,591,1055,54.9333,26.6833,1,Kobyl'nik,mestechko,,,1055,,Vilnius,Sventsiany
Koltyniany,0406Kl1,Vilnius,4,6,Pale,Lithuania,1,,,55.2667,26,0,Koltyniany,,,Mentioned in Jewishgen but not in the census,,unknown,Vilnius,Sventsiany
Kemelishki,0406Km1,Vilnius,4,6,Pale,Lithuania,0,101,507,54.85,25.8833,1,Kemelishki (mestechko Kemelishki),mestechko,,,507,,Vilnius,Sventsiany
Komai,0406Km2,Vilnius,4,6,Pale,Lithuania,0,155,622,,,1,Komai,mestechko,,"JG only has Komai in Kovno, not Vilna (Yannay)",622,,Vilnius,Sventsiany
Lyngmiany s derevnei Lyngmiany,0406Ly1,Vilnius,4,6,Pale,Lithuania,0,297,847,55.3,25.95,1,Lyngmiany s derevnei Lyngmiany I Novosady,mestechko,,,847,,Vilnius,Sventsiany
Lyntupy,0406Ly2,Vilnius,4,6,Pale,Lithuania,0,238,685,55.05,26.3167,1,Lyntupy (mestechko Lyntupy),selo,,,685,,Vilnius,Sventsiany
Melengiany,0406Ml1,Vilnius,4,6,Pale,Lithuania,0,118,517,55.25,26.4333,1,"Melengiany (Melegiany, Megeliany)",selo,,,517,,Vilnius,Sventsiany
Novo-Sventsiany,0406Nv1,Vilnius,4,6,Pale,Lithuania,0,540,1340,55.1667,26,1,"Novo-Sventsiany (solianoi Novo-Sventsiany, selo Novye Sventsiany)",posad,,,1340,,Vilnius,Sventsiany
Podbrodze,0406Pd1,Vilnius,4,6,Pale,Lithuania,1,,,55,25.7833,0,Podbrodze,,,Mentioned in Jewishgen but not in the census,,unknown,Vilnius,Sventsiany
Stoiatsishki,0406St1,Vilnius,4,6,Pale,Lithuania,1,,,55.1833,26.5167,0,Stoiatsishki,,,Mentioned in Jewishgen but not in the census,,unknown,Vilnius,Sventsiany
Sventsiany,0406Sv1,Vilnius,4,6,Pale,Lithuania,0,3172,6025,55.15,26.1667,1,Sventsiany,Uezdnyi gorod,,,6025,,Vilnius,Sventsiany
"Svir' I, II, III",0406Sv2,Vilnius,4,6,Pale,Lithuania,0,1114,1686,54.85,26.4,1,"Svir' I, II, III",mestechko,,,1686,,Vilnius,Sventsiany
Tseikiny,0406Ts1,Vilnius,4,6,Pale,Lithuania,1,,,55.2667,26.2667,0,Tseikiny,,,Mentioned in Jewishgen but not in the census,,unknown,Vilnius,Sventsiany
Birshtany,0407Br1,Vilnius,4,7,Pale,Lithuania,1,,,54.6167,24.0333,0,Birshtany,,,Mentioned in Jewishgen but not in the census,,unknown,Vilnius,Troki
Butrimantsy,0407Bt1,Vilnius,4,7,Pale,Lithuania,0,1919,2394,54.5,24.25,1,Butrimantsy,mestechko,,,2394,,Vilnius,Troki
Daugi,0407Dg1,Vilnius,4,7,Pale,Lithuania,0,511,1288,54.3667,24.3333,1,Daugi,mestechko,,,1288,,Vilnius,Troki
Dekshnia,0407Dk1,Vilnius,4,7,Pale,Lithuania,1,,,54.3667,24.8,0,Dekshnia,,,Mentioned in Jewishgen but not in the census,,unknown,Vilnius,Troki
Dorsunishki,0407Dr1,Vilnius,4,7,Pale,Lithuania,1,,,54.7333,24.1167,0,Dorsunishki,,,Mentioned in Jewishgen but not in the census,,unknown,Vilnius,Troki
Ev'e,0407Ev1,Vilnius,4,7,Pale,Lithuania,0,647,725,54.7667,24.8,1,Ev'e,mestechko,,,725,,Vilnius,Troki
Ezno,0407Ez1,Vilnius,4,7,Pale,Lithuania,0,303,1255,54.6,24.1667,1,Ezno,mestechko,,,1255,,Vilnius,Troki
Ganishushki,0407Gn1,Vilnius,4,7,Pale,Lithuania,0,217,577,54.4833,24.6,1,Ganishushki (Ganushishki),mestechko,,,577,,Vilnius,Troki
Kriuni,0407Kr1,Vilnius,4,7,Pale,Lithuania,0,126,549,54.75,24.23333,1,"Kriuni (Novye Kroni, Kroni)",mestechko,,,549,,Vilnius,Troki
Koshedary,0407Ks1,Vilnius,4,7,Pale,Lithuania,0,317,883,54.8667,24.45,1,Koshedary,posad,,,883,,Vilnius,Troki
Liandvarovo,0407Ln1,Vilnius,4,7,Pale,Lithuania,1,,,54.65,25.05,0,Liandvarovo,,,Mentioned in Jewishgen but not in the census,,unknown,Vilnius,Troki
Leipuny,0407Lp1,Vilnius,4,7,Pale,Lithuania,1,,,54.45,24.75,0,Leipuny,,,Mentioned in Jewishgen but not in the census,,unknown,Vilnius,Troki
Merech',0407Mr1,Vilnius,4,7,Pale,Lithuania,0,1900,2580,54.1667,24.1667,1,Merech',mestechko,,,2580,,Vilnius,Troki
Niemaniuny,0407Nm1,Vilnius,4,7,Pale,Lithuania,1,,,54.5667,24.0833,0,Niemaniuny,,,Mentioned in Jewishgen but not in the census,,unknown,Vilnius,Troki
Niemonoitse,0407Nm2,Vilnius,4,7,Pale,Lithuania,0,361,742,54.3,24.0333,1,Niemonoitse (Niemonaitsy),mestechko,,,742,,Vilnius,Troki
Ol'keniki,0407Ol1,Vilnius,4,7,Pale,Lithuania,0,1126,2619,54.35,24.8333,1,Ol'keniki,mestechko,,,2619,,Vilnius,Troki
Olava,0407Ol2,Vilnius,4,7,Pale,Lithuania,1,,,54.35,24.2,0,Olava,,,Mentioned in Jewishgen but not in the census,,unknown,Vilnius,Troki
Olita,0407Ol3,Vilnius,4,7,Pale,Lithuania,0,753,2010,54.4,24.05,1,Olita,mestechko,,,2010,,Vilnius,Troki
Orany,0407Or1,Vilnius,4,7,Pale,Lithuania,0,1473,2624,54.2167,24.5667,1,Orany,mestechko,,,2624,,Vilnius,Troki
Pananishki,0407Pn1,Vilnius,4,7,Pale,Lithuania,1,,,54.5167,24.7333,0,Pananishki,,,Mentioned in Jewishgen but not in the census,,unknown,Vilnius,Troki
Puni,0407Pn2,Vilnius,4,7,Pale,Lithuania,0,1045,1133,54.5167,24.1,1,Puni,mestechko,,,1133,,Vilnius,Troki
Rotnitsa,0407Rt1,Vilnius,4,7,Pale,Lithuania,0,517,539,54,24.01667,1,"Rotnitsa (Ratnitsa, Novoselki)",mestechko,,,539,,Vilnius,Troki
Sulemishki,0407Sl1,Vilnius,4,7,Pale,Lithuania,0,300,968,54.65,24.65,1,Sulemishki (Sumelishki),selo,,,968,,Vilnius,Troki
Stoklishki,0407St1,Vilnius,4,7,Pale,Lithuania,0,808,2200,54.6,24.3167,1,Stoklishki,mestechko,,,2200,,Vilnius,Troki
Troki,0407Tr1,Vilnius,4,7,Pale,Lithuania,0,1112,3240,54.6333,24.9333,1,Troki,Uezdnyi gorod,,,3240,,Vilnius,Troki
Vysokii dvor,0407Vy1,Vilnius,4,7,Pale,Lithuania,0,309,711,54.5833,24.5333,1,Vysokii dvor,mestechko,,,711,,Vilnius,Troki
Zhosli,0407Zs1,Vilnius,4,7,Pale,Lithuania,0,1325,1955,54.8667,24.6,1,Zhosli,mestechko,,,1955,,Vilnius,Troki
Zhizhmor'e,0407Zz1,Vilnius,4,7,Pale,Lithuania,0,1628,2795,54.8,24.45,1,Zhizhmor'e (Zhizhmory),mestechko,,,2795,,Vilnius,Troki
Ianovichi,0501In1,Vitebsk,5,1,Pale,Lithuania,0,1702,2359,55.3,30.7,1,Ianovichi,mestechko,,,2359,,Vitebsk,Vitebsk
Kolyshki,0501Kl1,Vitebsk,5,1,Pale,Lithuania,0,1127,1568,55.1667,30.9667,1,Kolyshki,mestechko,,,1568,,Vitebsk,Vitebsk
Surazh,0501Sr1,Vitebsk,5,1,Pale,Lithuania,0,1246,2731,55.4167,30.7167,1,Surazh,Zashtatnyi gorod,,,2731,,Vitebsk,Vitebsk
Vitebsk,0501Vt1,Vitebsk,5,1,Pale,Lithuania,0,34440,65871,55.2,30.2,1,Vitebsk,Gubernskii gorod,,,65871,,Vitebsk,Vitebsk
Il'ino,0502Il1,Vitebsk,5,2,Pale,Lithuania,0,1105,1415,55.95,31.6667,1,Il'ino,mestechko,,,1415,,Vitebsk,Velizh
Usviat,0502Us1,Vitebsk,5,2,Pale,Lithuania,0,956,2679,55.75,30.75,1,Usviat,mestechko,,,2679,,Vitebsk,Velizh
Velizh,0502Vl1,Vitebsk,5,2,Pale,Lithuania,0,5989,12193,55.6,31.2,1,Velizh,Uezdnyi gorod,,,12193,,Vitebsk,Velizh
Gorodok,0503Gr1,Vitebsk,5,3,Pale,Lithuania,0,3413,5023,55.4667,30,1,Gorodok,Uezdnyi gorod,,,5023,,Vitebsk,Gorodok
Dagda,0504Dg1,Vitebsk,5,4,Pale,Lithuania,0,1026,1516,56.1,27.5333,1,Dagda,mestechko,,,1516,,Vitebsk,Dvinsk
Dvinsk,0504Dv1,Vitebsk,5,4,Pale,Lithuania,0,32400,69675,55.8833,26.5333,1,Dvinsk,Uezdnyi gorod,,,69675,,Vitebsk,Dvinsk
Glazmanka,0504Gl1,Vitebsk,5,4,Pale,Lithuania,0,1976,2328,56.6167,25.7833,1,Glazmanka,mestechko,,,2328,,Vitebsk,Dvinsk
Kreitsburg,0504Kr1,Vitebsk,5,4,Pale,Lithuania,0,3164,4150,56.5333,25.8833,1,Kreitsburg (s Novoi slobodoi),mestechko,,,4150,,Vitebsk,Dvinsk
Kreslavka,0504Kr2,Vitebsk,5,4,Pale,Lithuania,0,4051,7834,55.9,27.1667,1,Kreslavka (Kreslav),mestechko,,,7834,,Vitebsk,Dvinsk
Livengof,0504Lv1,Vitebsk,5,4,Pale,Lithuania,0,1406,2658,56.3667,26.1833,1,Livengof,mestechko,,,2658,,Vitebsk,Dvinsk
Preli,0504Pr1,Vitebsk,5,4,Pale,Lithuania,0,1375,2104,56.3,26.7167,1,Preli,mestechko,,,2104,,Vitebsk,Dvinsk
Raipol',0504Rp1,Vitebsk,5,4,Pale,Lithuania,0,220,1528,55.9,26.5,1,Raipol',poselok,,Now Staryi Forshtadt,1528,,Vitebsk,Dvinsk
Vyshki,0504Vy1,Vitebsk,5,4,Pale,Lithuania,0,668,959,56.05,26.7833,1,Vyshki,mestechko,,Name of district as it mentioned in census,959,,Vitebsk,Dvinsk
Drissa,0505Dr1,Vitebsk,5,5,Pale,Lithuania,0,2856,4238,55.7833,27.95,1,Drissa,Uezdnyi gorod,,,4238,,Vitebsk,Drissa
Iukhovichi,0505Ik1,Vitebsk,5,5,Pale,Lithuania,0,336,618,56.0333,28.65,1,Iukhovichi,mestechko,,,618,,Vitebsk,Drissa
Nikolaevo,0505Nk1,Vitebsk,5,5,Pale,Lithuania,0,551,749,55.78333,27.91667,1,Nikolaevo (Disno-Nikolaevskaia sloboda),mestechko,,,749,,Vitebsk,Drissa
Osveia,0505Os1,Vitebsk,5,5,Pale,Lithuania,0,1660,2830,56.0167,28.1,1,Osveia (Osvei),mestechko,,,2830,,Vitebsk,Drissa
Pridruisk,0505Pr1,Vitebsk,5,5,Pale,Lithuania,0,561,854,55.8,27.45,1,Pridruisk,mestechko,,,854,,Vitebsk,Drissa
Rositsa,0505Rs1,Vitebsk,5,5,Pale,Lithuania,0,524,755,55.9167,27.75,1,Rositsa,mestechko,,,755,,Vitebsk,Drissa
Volynets,0505Vl1,Vitebsk,5,5,Pale,Lithuania,0,602,985,55.7,28.1833,1,Volynets (Volyntsy),mestechko,,,985,,Vitebsk,Drissa
Bocheikovo,0506Bc1,Vitebsk,5,6,Pale,Lithuania,0,323,722,55.0167,29.15,1,Bocheikovo,mestechko,,,722,,Vitebsk,Lepel'
Beshenkovichi,0506Bs1,Vitebsk,5,6,Pale,Lithuania,0,3182,4423,55.0333,29.4667,1,Beshenkovichi (Bieshenkovichi),mestechko,,,4423,,Vitebsk,Lepel'
Chashniki,0506Cs1,Vitebsk,5,6,Pale,Lithuania,0,3480,4590,54.8667,29.15,1,Chashniki,mestechko,,,4590,,Vitebsk,Lepel'
Kublichi,0506Kb1,Vitebsk,5,6,Pale,Lithuania,0,935,1291,55.1667,28.3333,1,Kublichi,mestechko,,,1291,,Vitebsk,Lepel'
Kamen',0506Km1,Vitebsk,5,6,Pale,Lithuania,0,826,1056,55.0167,28.8833,1,Kamen',mestechko,,,1056,,Vitebsk,Lepel'
Lepel',0506Lp1,Vitebsk,5,6,Pale,Lithuania,0,3379,6284,54.8833,28.7,1,Lepel',Uezdnyi gorod,,,6284,,Vitebsk,Lepel'
Ulla,0506Ul1,Vitebsk,5,6,Pale,Lithuania,0,1539,2485,55.2333,29.25,1,Ulla,mestechko,,,2485,,Vitebsk,Lepel'
Ushach,0506Us1,Vitebsk,5,6,Pale,Lithuania,0,1129,1460,55.1833,28.6,1,Ushach,mestechko,,,1460,,Vitebsk,Lepel'
Korsovka,0507Kr1,Vitebsk,5,7,Pale,Lithuania,0,609,1313,56.7833,27.6667,1,Korsovka,mestechko,,Name of district as it mentioned in census,1313,,Vitebsk,Liutsin
Liutsin,0507Lt1,Vitebsk,5,7,Pale,Lithuania,0,2803,5140,56.55,27.7167,1,Liutsin,Uezdnyi gorod,,,5140,,Vitebsk,Liutsin
Polishcheno,0507Pl1,Vitebsk,5,7,Pale,Lithuania,0,144,599,56.1333,28,1,Polishcheno,selo,,,599,,Vitebsk,Liutsin
Nevel',0508Nv1,Vitebsk,5,8,Pale,Lithuania,0,5836,9349,56.0333,29.9167,1,Nevel',Uezdnyi gorod,,,9349,,Vitebsk,Nevel'
Polotsk,0509Pl1,Vitebsk,5,9,Pale,Lithuania,0,12481,20294,55.4833,28.8,1,Polotsk,Uezdnyi gorod,,,20294,,Vitebsk,Polotsk
Sirotino,0509Sr1,Vitebsk,5,9,Pale,Lithuania,0,1766,1998,55.3833,29.6167,1,Sirotino,mestechko,,,1998,,Vitebsk,Polotsk
Rybinishki,0510Ry1,Vitebsk,5,10,Pale,Lithuania,0,533,584,56.3333,26.8,1,Rybinishki,mestechko,,,584,,Vitebsk,Riezhitsa
Riezhitsa,0510Rz1,Vitebsk,5,10,Pale,Lithuania,0,6478,10795,56.5,27.3167,1,Riezhitsa,Uezdnyi gorod,,,10795,,Vitebsk,Riezhitsa
Veleny,0510Vl1,Vitebsk,5,10,Pale,Lithuania,0,321,774,56.55,26.95,1,Veleny (Veliony),mestechko,,,774,,Vitebsk,Riezhitsa
Varkliany,0510Vr1,Vitebsk,5,10,Pale,Lithuania,0,1365,1810,56.6167,26.7333,1,Varkliany,mestechko,,Name of district as it mentioned in census,1810,,Vitebsk,Riezhitsa
Sebezh,0511Sb1,Vitebsk,5,11,Pale,Lithuania,0,2561,4326,56.2833,28.4833,1,Sebezh,Uezdnyi gorod,,,4326,,Vitebsk,Sebezh
Andrushovka,0801An1,Volhinia,8,1,Pale,South-West,0,430,2682,50.0167,29.0167,1,Andrushovka,mestechko,,,2682,,Volhinia,Zhitomir
Barashi,0801Br1,Volhinia,8,1,Pale,South-West,0,338,2170,50.7167,28.0167,1,Barashi,selo,,,2170,,Volhinia,Zhitomir
Berezovka,0801Br2,Volhinia,8,1,Pale,South-West,0,60,550,50.31667,28.43333,1,Berezovka,derevnia,,,550,,Volhinia,Zhitomir
Bykovka,0801By1,Volhinia,8,1,Pale,South-West,0,92,618,50.2833,27.9833,1,Bykovka,derevnia,,,618,,Volhinia,Zhitomir
Chudnov,0801Cd1,Volhinia,8,1,Pale,South-West,0,4491,5580,50.05,28.1167,1,Chudnov,mestechko,,,5580,,Volhinia,Zhitomir
Cherniakhov,0801Cr1,Volhinia,8,1,Pale,South-West,0,1774,3878,50.45,28.6667,1,Cherniakhov,mestechko,,,3878,,Volhinia,Zhitomir
Chervonnoe,0801Cr2,Volhinia,8,1,Pale,South-West,0,711,2638,49.9667,28.8667,1,Chervonnoe,mestechko,,,2638,,Volhinia,Zhitomir
Goroshki,0801Gr1,Volhinia,8,1,Pale,South-West,0,2018,3228,50.6,28.45,1,Goroshki,mestechko,,,3228,,Volhinia,Zhitomir
Ianushpol',0801In1,Volhinia,8,1,Pale,South-West,0,1251,5085,49.85,28.2167,1,Ianushpol',mestechko,,,5085,,Volhinia,Zhitomir
Ivnitsa,0801Iv1,Volhinia,8,1,Pale,South-West,0,607,3095,50.15,29.05,1,Ivnitsa,mestechko,,,3095,,Volhinia,Zhitomir
Kodnia,0801Kd1,Volhinia,8,1,Pale,South-West,0,688,2564,50.0833,28.7167,1,Kodnia,mestechko,,,2564,,Volhinia,Zhitomir
Krasnopol',0801Kr1,Volhinia,8,1,Pale,South-West,0,374,3344,50.91667,28.48333,1,Krasnopol',selo,,,3344,,Volhinia,Zhitomir
Leshchin,0801Ls1,Volhinia,8,1,Pale,South-West,0,337,1666,50.15,28.83333,1,Leshchin,mestechko,,,1666,,Volhinia,Zhitomir
Levkov,0801Lv1,Volhinia,8,1,Pale,South-West,1,541,3685,50.25,28.8333,1,Levkov,mestechko,at_most,No Jews mentioned at census year; calculated by subtraction from Total value any other groups mentioned in census for this place,3685,,Volhinia,Zhitomir
Ol'shanka,0801Ol1,Volhinia,8,1,Pale,South-West,0,136,761,50.01667,28.13333,1,Ol'shanka,derevnia,,,761,,Volhinia,Zhitomir
Puliny,0801Pl1,Volhinia,8,1,Pale,South-West,0,1168,2736,50.4667,28.2667,1,Puliny,mestechko,,,2736,,Volhinia,Zhitomir
Piatka,0801Pt1,Volhinia,8,1,Pale,South-West,0,836,2703,50.0167,28.3667,1,Piatka,mestechko,,,2703,,Volhinia,Zhitomir
Raigorodok,0801Rg1,Volhinia,8,1,Pale,South-West,0,946,2058,49.8333,28.3833,1,Raigorodok,mestechko,,,2058,,Volhinia,Zhitomir
Sosnovaia-Baliarka,0801Ss1,Volhinia,8,1,Pale,South-West,0,96,712,50.58333,28.23333,1,Sosnovaia-Baliarka,derevnia,,Now Radetskaia Boliarka : http://forum.vgd.ru/?o=1&t=3316&st=0&p=,712,,Volhinia,Zhitomir
Staraia Kotel'nia,0801St1,Volhinia,8,1,Pale,South-West,0,1345,3183,50.08333,28.95,1,Staraia Kotel'nia,mestechko,,,3183,,Volhinia,Zhitomir
Troianov,0801Tr1,Volhinia,8,1,Pale,South-West,0,1469,7224,50.1167,28.55,1,Troianov,mestechko,,,7224,,Volhinia,Zhitomir
Utomir,0801Ut1,Volhinia,8,1,Pale,South-West,0,1754,2381,50.85,28.4667,1,Utomir,mestechko,,,2381,,Volhinia,Zhitomir
Zhitomir,0801Zt1,Volhinia,8,1,Pale,South-West,0,30748,65895,50.25,28.6667,1,Zhitomir,Gubernskii gorod,,,65895,,Volhinia,Zhitomir
Dubechno,0802Db1,Volhinia,8,2,Pale,South-West,1,50,1364,51.55,24.3667,1,Dubechno,selo,at_most,Calculated by subtraction from Total value any other groups mentioned in census for this place,1364,,Volhinia,Vladimir-Volynskii
Druzhkopol',0802Dr1,Volhinia,8,2,Pale,South-West,0,870,1340,50.4333,24.6833,1,Druzhkopol',mestechko,,,1340,,Volhinia,Vladimir-Volynskii
Gorokhov,0802Gr1,Volhinia,8,2,Pale,South-West,0,2571,4699,50.5,24.7667,1,Gorokhov,mestechko,,,4699,,Volhinia,Vladimir-Volynskii
Kupichev,0802Kp1,Volhinia,8,2,Pale,South-West,1,124,1698,51,24.7167,1,Kupichev,selo,at_most,Calculated by subtraction from Total value any other groups mentioned in census for this place,1698,,Volhinia,Vladimir-Volynskii
Kiselik,0802Ks1,Volhinia,8,2,Pale,South-West,0,873,889,50.8667,24.8167,1,Kiselik,mestechko,,Different city is mentioned on site and link (same population),889,,Volhinia,Vladimir-Volynskii
Liuboml',0802Lb1,Volhinia,8,2,Pale,South-West,0,3297,4470,51.2333,24.0333,1,Liuboml',mestechko,,,4470,,Volhinia,Vladimir-Volynskii
Lokachi,0802Lk1,Volhinia,8,2,Pale,South-West,0,1730,2309,50.7333,24.65,1,Lokachi,mestechko,,,2309,,Volhinia,Vladimir-Volynskii
Opalin,0802Op1,Volhinia,8,2,Pale,South-West,0,769,1612,51.2833,23.7,1,Opalin,mestechko,,,1612,,Volhinia,Vladimir-Volynskii
Ozdiutichi,0802Oz1,Volhinia,8,2,Pale,South-West,0,701,701,50.85,24.7167,1,Ozdiutichi,mestechko,,,701,,Volhinia,Vladimir-Volynskii
Ozeriany,0802Oz2,Volhinia,8,2,Pale,South-West,1,40,759,51.0167,24.8,1,Ozeriany,selo,at_most,No Jews mentioned at census year; calculated by subtraction from Total value any other groups mentioned in census for this place,759,,Volhinia,Vladimir-Volynskii
Poritsk,0802Pr1,Volhinia,8,2,Pale,South-West,0,1316,2264,50.6167,24.4667,1,Poritsk,mestechko,,,2264,,Volhinia,Vladimir-Volynskii
Shatsk,0802St1,Volhinia,8,2,Pale,South-West,1,122,2410,51.5,23.95,1,Shatsk,selo,at_most,No Jews mentioned at census year; calculated by subtraction from Total value any other groups mentioned in census for this place,2410,,Volhinia,Vladimir-Volynskii
Sviniukhi,0802Sv1,Volhinia,8,2,Pale,South-West,0,629,1780,50.6333,24.75,1,Sviniukhi,mestechko,,,1780,,Volhinia,Vladimir-Volynskii
Ustilug,0802Us1,Volhinia,8,2,Pale,South-West,0,3212,3590,50.8667,24.15,1,Ustilug,mestechko,,,3590,,Volhinia,Vladimir-Volynskii
Vladimir-Volynskii,0802Vl1,Volhinia,8,2,Pale,South-West,0,5869,9883,50.85,24.3333,1,Vladimir-Volynskii,Uezdnyi gorod,,,9883,,Volhinia,Vladimir-Volynskii
Berestechko,0803Br1,Volhinia,8,3,Pale,South-West,0,2251,4953,50.35,25.1167,1,Berestechko,mestechko,,,4953,,Volhinia,Dubno
Dubno,0803Db1,Volhinia,8,3,Pale,South-West,0,7108,14257,50.4167,25.75,1,Dubno,Uezdnyi gorod,,,14257,,Volhinia,Dubno
Demidovka,0803Dm1,Volhinia,8,3,Pale,South-West,0,679,679,50.4167,25.3333,1,Demidovka,mestechko,,,679,,Volhinia,Dubno
Kozin,0803Kz1,Volhinia,8,3,Pale,South-West,0,972,1820,50.2667,25.4667,1,Kozin,mestechko,,,1820,,Volhinia,Dubno
Lobachevka,0803Lb1,Volhinia,8,3,Pale,South-West,0,193,981,50.41667,24.96667,1,Lobachevka,mestechko,,,981,,Volhinia,Dubno
Mikhailovka,0803Mk1,Volhinia,8,3,Pale,South-West,0,1047,1197,50.4667,25.2,1,Mikhailovka (Boremlia),mestechko,,,1197,,Volhinia,Dubno
Mlynov,0803Ml1,Volhinia,8,3,Pale,South-West,0,672,1105,50.5,25.6,1,Mlynov,mestechko,,,1105,,Volhinia,Dubno
Muravitsa,0803Mr1,Volhinia,8,3,Pale,South-West,0,757,958,50.5167,25.5833,1,Muravitsa,mestechko,,,958,,Volhinia,Dubno
Mizoch',0803Mz1,Volhinia,8,3,Pale,South-West,0,1175,2667,50.4,26.15,1,Mizoch',mestechko,,,2667,,Volhinia,Dubno
Olyka,0803Ol1,Volhinia,8,3,Pale,South-West,0,2606,4210,50.7167,25.8167,1,Olyka,mestechko,,,4210,,Volhinia,Dubno
