name,type,prov,dist,pale,region,jews,total,no_jews,full_name,lat,lon,census,jewish_flag,pop_flag,comments,index_sht
Ganushishki,mestechko,Kovno,Novoaleksandrovsk,Pale,Lithuania,577,617,0,Ganushishki,56.1333,25.5333,1,"","",Number of Jews here is exactly the same as general number of citizens in the town with exactly the same name in neighbour guberniia?,1703Gn1
Iuzhinty,imenie,Kovno,Novoaleksandrovsk,Pale,Lithuania,,,1,Iuzhinty,55.7833,25.6833,0,"","",Not mentioned in census; May be no Jews or less than 500 people,1703Iz1
Komai,mestechko,Kovno,Novoaleksandrovsk,Pale,Lithuania,944,1105,0,Komai,55.8167,25.5,1,"","","",1703Km1
Kvetki,"",Kovno,Novoaleksandrovsk,Pale,Lithuania,,,1,Kvetki,56.1667,25.15,0,"","",Not mentioned in census; May be no Jews or less than 500 people,1703Kv1
Novoaleksandrovsk,Uezdnyi gorod,Kovno,Novoaleksandrovsk,Pale,Lithuania,3348,6359,0,Novoaleksandrovsk,55.7333,26.25,1,"","","",1703Nv1
Okmianitsa,"",Kovno,Novoaleksandrovsk,Pale,Lithuania,,,1,Okmianitsa,55.7,27,0,"","",Not mentioned in census; May be no Jews or less than 500 people,1703Ok1
Oknista,mestechko,Kovno,Novoaleksandrovsk,Pale,Lithuania,458,649,0,Oknista,56.1667,25.75,1,"","","",1703Ok2
Opsa,"",Kovno,Novoaleksandrovsk,Pale,Lithuania,,,1,Opsa,55.5333,26.8333,0,"","",Not mentioned in census; May be no Jews or less than 500 people,1703Op1
Pliusy,"",Kovno,Novoaleksandrovsk,Pale,Lithuania,,,1,Pliusy,55.8167,27.0333,0,"","",Not mentioned in census; Jews were allowed to settle at 1882 : http://ru.wikisource.org/wiki/%D0%95%D0%AD%D0%91%D0%95/%D0%9F%D0%BB%D1%8E%D1%81%D1%8B,1703Pl1
Panemunelis,"",Kovno,Novoaleksandrovsk,Pale,Lithuania,,,1,Panemunelis,55.9167,25.4833,0,"","",Not mentioned in census; May be no Jews or less than 500 people,1703Pn1
Ponediel',mestechko,Kovno,Novoaleksandrovsk,Pale,Lithuania,1131,1190,0,Ponediel',56.0167,25.2167,1,"","","",1703Pn2
Popel',"",Kovno,Novoaleksandrovsk,Pale,Lithuania,,,1,Popel',56.1167,25,0,"","",Not mentioned in census; May be no Jews or less than 500 people,1703Pp1
Redutka,poselok,Kovno,Novoaleksandrovsk,Pale,Lithuania,443,609,0,Redutka (Porakishki),,,1,"","",Jews were allowed to settle in 1903 : http://ru.wikiRakishkisource.org/wiki/%D0%95%D0%AD%D0%91%D0%95/%D0%A0%D0%B5%D0%B4%D1%83%D1%82%D0%BA%D0%B0 Now part of Rakishki,1703Rd1
Rakishki,mestechko,Kovno,Novoaleksandrovsk,Pale,Lithuania,2067,2736,0,Rakishki,55.9667,25.5833,1,"","","",1703Rk1
Rimshan,"",Kovno,Novoaleksandrovsk,Pale,Lithuania,,,1,Rimshan,55.5333,26.4333,0,"","",Not mentioned in census: may be not existed or less than 500 people,1703Rm1
Skopishki,mestechko,Kovno,Novoaleksandrovsk,Pale,Lithuania,1010,1184,0,Skopishki,55.8833,25.2,1,"","","",1703Sk1
Slobodka,derevnia,Kovno,Novoaleksandrovsk,Pale,Lithuania,220,644,0,Slobodka,55.6833,27.1833,1,"","","",1703Sl1
Soloki,mestechko,Kovno,Novoaleksandrovsk,Pale,Lithuania,1582,2386,0,Soloki,55.5833,26.1333,1,"","","",1703Sl2
Suveinishki,mestechko,Kovno,Novoaleksandrovsk,Pale,Lithuania,684,855,0,Suveinishki,56.1667,25.2833,1,"","","",1703Sv1
Tavroginy,mestechko,Kovno,Novoaleksandrovsk,Pale,Lithuania,596,1070,0,Tavroginy,55.45,25.8167,1,"","","",1703Tv1
Vidzy,Zashtatnyi gorod,Kovno,Novoaleksandrovsk,Pale,Lithuania,3480,5103,0,Vidzy,55.4,26.6333,1,"","","",1703Vd1
Zamoshie,"",Kovno,Novoaleksandrovsk,Pale,Lithuania,,,1,Zamoshie,55.5,27.0833,0,"","",Not mentioned in census; May be no Jews or less than 500 people,1703Zm1
Zarachie,"",Kovno,Novoaleksandrovsk,Pale,Lithuania,,,1,Zarachie,55.6333,26.95,0,"","",Not mentioned in census; May be no Jews or less than 500 people,1703Zr1
Birzhi,mestechko,Kovno,Poneviezh,Pale,Lithuania,2510,4413,0,Birzhi,56.2,24.75,1,"","",Name of district as it mentioned in census,1704Br1
Brunovishki,"",Kovno,Poneviezh,Pale,Lithuania,,,1,Brunovishki,56.3667,24.4,0,"","",Not mentioned in census; May be no Jews or less than 500 people,1704Br2
Gelazhai,"",Kovno,Poneviezh,Pale,Lithuania,,,1,Gelazhai,55.8333,24.7,0,"","",Not mentioned in census; May be no Jews or less than 500 people,1704Gl1
Ioganishkeli,mestechko,Kovno,Poneviezh,Pale,Lithuania,136,607,0,Ioganishkeli,56.0333,24.1667,1,"","","",1704Ig1
Konstantinovo,mestechko,Kovno,Poneviezh,Pale,Lithuania,493,883,0,Konstantinovo,56.1667,24.2,1,"","","",1704Kn1
Kirkliai,"",Kovno,Poneviezh,Pale,Lithuania,,,1,Kirkliai,56.2333,24.7,0,"","",Not mentioned in census; May be no Jews or less than 500 people,1704Kr1
Krakinovo,mestechko,Kovno,Poneviezh,Pale,Lithuania,1505,2187,0,Krakinovo,55.55,24.1,1,"","","",1704Kr2
Linkovo,mestechko,Kovno,Poneviezh,Pale,Lithuania,1213,1992,0,Linkovo,56.0833,23.9833,1,"","","",1704Ln1
Mikhalishki,"",Kovno,Poneviezh,Pale,Lithuania,,,1,Mikhalishki,55.9,24.2333,,"","",May be in guberniia Vilno. Nearest town is in Ponevezh (Yannay).,1704Mk1
Novoe-Miesto,mestechko,Kovno,Poneviezh,Pale,Lithuania,298,985,0,Novoe-Miesto,55.6833,24.15,1,"","","",1704Nv1
Pokroi,mestechko,Kovno,Poneviezh,Pale,Lithuania,1093,1545,0,Pokroi,55.9667,23.8667,1,"","","",1704Pk1
Pompiany,mestechko,Kovno,Poneviezh,Pale,Lithuania,1017,1480,0,Pompiany,55.9333,24.35,1,"","","",1704Pm1
Poneviezh,Uezdnyi gorod,Kovno,Poneviezh,Pale,Lithuania,6627,12968,0,Poneviezh,55.7333,24.35,1,"","","",1704Pn1
Posvol',mestechko,Kovno,Poneviezh,Pale,Lithuania,1590,3050,0,Posvol',56.0667,24.4,1,"","","",1704Ps1
Pusholaty,mestechko,Kovno,Poneviezh,Pale,Lithuania,920,1333,0,Pusholaty,55.9167,24.25,1,"","","",1704Ps2
Radzivilishki,mestechko,Kovno,Poneviezh,Pale,Lithuania,181,637,0,Radzivilishki,56.4,24.7667,1,"","","",1704Rd1
Remigola,mestechko,Kovno,Poneviezh,Pale,Lithuania,650,1329,0,Remigola,55.5167,24.3,1,"","","",1704Rm1
Rozalin,mestechko,Kovno,Poneviezh,Pale,Lithuania,265,549,0,Rozalin,55.8833,23.8833,1,"","","",1704Rz1
Salaty,"",Kovno,Poneviezh,Pale,Lithuania,,,1,Salaty,56.2167,24.4,0,"","",Not mentioned in census; May be no Jews or less than 500 people,1704Sl1
Smilgiai,"",Kovno,Poneviezh,Pale,Lithuania,,,1,Smilgiai,55.8,24.0167,0,"","",Not mentioned in census; May be no Jews or less than 500 people,1704Sm1
Staryi Ponevezh,ferma,Kovno,Poneviezh,Pale,Lithuania,296,1420,0,Staryi Ponevezh,54.73333,24.35,1,"","","The oldest part of Ponevezh, Jews were allowed to settle in 1903 : http://ru.wikisource.org/wiki/%D0%95%D0%AD%D0%91%D0%95/%D0%A1%D1%82%D0%B0%D1%80%D1%8B%D0%B9_%D0%9F%D0%BE%D0%BD%D0%B5%D0%B2%D0%B5%D0%B6",1704St1
Vobol'niki,mestechko,Kovno,Poneviezh,Pale,Lithuania,1828,2333,0,Vobol'niki,55.9667,24.75,1,"","","",1704Vb1
Zheimeli,mestechko,Kovno,Poneviezh,Pale,Lithuania,679,1266,0,Zheimeli,56.2833,24,1,"","","",1704Zm1
Aleksandriia,mestechko,Kovno,Rossieny,Pale,Lithuania,1438,2445,0,Aleksandriia (Novoe Miesto),55.3667,21.7,1,"","",Name of district as it mentioned in census,1705Al1
Botoki,"",Kovno,Rossieny,Pale,Lithuania,,,1,Botoki,55.35,22.5167,0,"","",Not mentioned in census; May be no Jews or less than 500 people,1705Bt1
Erzhvilki,mestechko,Kovno,Rossieny,Pale,Lithuania,353,709,0,Erzhvilki,55.2667,22.7167,1,"","","",1705Er1
Girtakol',mestechko,Kovno,Rossieny,Pale,Lithuania,530,648,0,Girtakol',55.3167,23.2167,1,"","","",1705Gr1
Iurburg,mestechko,Kovno,Rossieny,Pale,Lithuania,2350,7391,0,Iurburg,55.0667,22.7667,1,"","","",1705Ir1
Kukechiai,"",Kovno,Rossieny,Pale,Lithuania,,,1,Kukechiai,55.6667,22.9667,0,"","",Not mentioned in census; May be no Jews or less than 500 people,1705Kk1
Kel'my,mestechko,Kovno,Rossieny,Pale,Lithuania,2710,3914,0,Kel'my,55.6333,22.9333,1,"","","",1705Kl1
Koltyniany,mestechko,Kovno,Rossieny,Pale,Lithuania,32,787,1,Koltyniany,55.5667,22.45,1,at_most,"",Calculated by subtraction from Total value any other groups mentioned in census for this place,1705Kl2
Konstantinovo,mestechko,Kovno,Rossieny,Pale,Lithuania,671,1290,0,Konstantinovo (Khveidan'),55.55,22,1,"","","",1705Kn1
Karklenai,"",Kovno,Rossieny,Pale,Lithuania,,,1,Karklenai,55.6667,22.5667,0,"","",Not mentioned in census; May be no Jews or less than 500 people,1705Kr1
Krozhi,mestechko,Kovno,Rossieny,Pale,Lithuania,906,1761,0,Krozhi,55.6,22.7,1,"","","",1705Kr2
Lidoviany,"",Kovno,Rossieny,Pale,Lithuania,,,1,Lidoviany,55.5,23.1,0,"","",Not mentioned in census; May be no Jews or less than 500 people,1705Ld1
Nemokshty,mestechko,Kovno,Rossieny,Pale,Lithuania,954,1180,0,Nemokshty,55.4333,22.7667,1,"","","",1705Nm1
Poiurzhe,mestechko,Kovno,Rossieny,Pale,Lithuania,227,503,0,Poiurzhe,55.45,22.05,1,"","","",1705Pr1
Rossieny,Uezdnyi gorod,Kovno,Rossieny,Pale,Lithuania,3484,7455,0,Rossieny,55.3667,23.1167,1,"","","",1705Rs1
Retovo,mestechko,Kovno,Rossieny,Pale,Lithuania,1397,1750,0,Retovo,55.7333,21.9333,1,"","","",1705Rt1
Shidlovo,mestechko,Kovno,Rossieny,Pale,Lithuania,506,1215,0,Shidlovo,55.5333,23.2333,1,"","","",1705Sd1
Skavdvili,mestechko,Kovno,Rossieny,Pale,Lithuania,1012,1390,0,Skavdvili,55.4167,22.6167,1,"","","",1705Sk1
Skiretymon',derevnia,Kovno,Rossieny,Pale,Lithuania,171,1409,0,Skiretymon',55.1,22.9,1,"","","Skirsnemune, ??????????, according to number of Jews in the country (Pinkas Lita)",1705Sk2
Shileli,mestechko,Kovno,Rossieny,Pale,Lithuania,786,1406,0,Shileli,55.4667,22.2,1,"","","",1705Sl1
Shvekshni,mestechko,Kovno,Rossieny,Pale,Lithuania,974,1819,0,Shvekshni,55.5167,21.6167,1,"","","",1705Sv1
Taurogen,mestechko,Kovno,Rossieny,Pale,Lithuania,3634,6655,0,Taurogen,55.25,22.2833,1,"","","",1705Tr1
Tsitoviany,mestechko,Kovno,Rossieny,Pale,Lithuania,329,1302,0,Tsitoviany,55.6,23.2,1,"","","",1705Ts1
Upina,"",Kovno,Rossieny,Pale,Lithuania,,,1,Upina,55.45,22.45,0,"","",Not mentioned in census; May be no Jews; details about total population from http://lt.wikipedia.org/wiki/Tauj%C4%97nai,1705Up1
Vidukli,mestechko,Kovno,Rossieny,Pale,Lithuania,453,747,0,Vidukli,55.4,22.9,1,"","","",1705Vd1
Voinuty,mestechko,Kovno,Rossieny,Pale,Lithuania,398,1192,0,Voinuty,55.3667,21.8333,1,"","","",1705Vn1
Vevirzhany,"",Kovno,Rossieny,Pale,Lithuania,,,1,Vevirzhany,55.6,21.6,0,"","",Not mentioned in census; May be no Jews or less than 500 people,1705Vv1
Barstichai,"",Kovno,Tel'shi,Pale,Lithuania,,,1,Barstichai,56.1667,21.8667,0,"","",Not mentioned in census: may be not existed or less than 500 people,1706Br1
Dorbiany,mestechko,Kovno,Tel'shi,Pale,Lithuania,1129,2059,0,Dorbiany,56.0167,21.25,1,"","","",1706Dr1
Gorzhdy,mestechko,Kovno,Tel'shi,Pale,Lithuania,1455,2470,0,Gorzhdy,55.7167,21.4,1,"","","",1706Gr1
Illoki,mestechko,Kovno,Tel'shi,Pale,Lithuania,775,1367,0,Illoki,56.2833,21.85,1,"","","",1706Il1
Kal'variia,mestechko,Kovno,Tel'shi,Pale,Lithuania,63,840,1,Kal'variia,56.1167,22.0167,1,at_most,"",Calculated by subtraction from Total value any other groups mentioned in census for this place,1706Kl1
Kuli,mestechko,Kovno,Tel'shi,Pale,Lithuania,181,615,0,Kuli,55.8,21.65,1,"","","",1706Kl2
Kortsiany,mestechko,Kovno,Tel'shi,Pale,Lithuania,90,506,0,"Kortsiany (Kartiana, Kartena)",55.91667,21.46667,1,"","","",1706Kr1
Kretingen,mestechko,Kovno,Tel'shi,Pale,Lithuania,1203,3418,0,Kretingen,55.8833,21.25,1,"","","",1706Kr2
Lavkovo,mestechko,Kovno,Tel'shi,Pale,Lithuania,418,753,0,Lavkovo,55.6167,22.2333,1,"","","",1706Lv1
Masiady,mestechko,Kovno,Tel'shi,Pale,Lithuania,363,904,0,Masiady,56.1667,21.5833,1,"","","",1706Ms1
Nevorany,mestechko,Kovno,Tel'shi,Pale,Lithuania,165,513,0,Nevorany,56.1,22.2833,1,"","","",1706Nv1
Ol'siady,mestechko,Kovno,Tel'shi,Pale,Lithuania,295,1088,0,Ol'siady,56.0333,22.05,1,"","","",1706Ol1
Pikeli,mestechko,Kovno,Tel'shi,Pale,Lithuania,1206,1758,0,Pikeli,56.4167,22.1167,1,"","","",1706Pk1
Ploteli,mestechko,Kovno,Tel'shi,Pale,Lithuania,171,611,0,Ploteli,56.05,21.8167,1,"","","",1706Pl1
Plungiany,mestechko,Kovno,Tel'shi,Pale,Lithuania,2502,4498,0,Plungiany,55.9167,21.85,1,"","","",1706Pl2
Siady,mestechko,Kovno,Tel'shi,Pale,Lithuania,1384,2015,0,Siady,56.1667,22.1,1,"","","",1706Sd1
Shkudy,mestechko,Kovno,Tel'shi,Pale,Lithuania,2292,3814,0,Shkudy,56.2667,21.5333,1,"","","",1706Sk1
Salanty,mestechko,Kovno,Tel'shi,Pale,Lithuania,1106,2449,0,Salanty,56.0667,21.5667,1,"","","",1706Sl1
Tel'shi,Uezdnyi gorod,Kovno,Tel'shi,Pale,Lithuania,3088,6205,0,Tel'shi,55.9833,22.25,1,"","","",1706Tl1
Tvery,mestechko,Kovno,Tel'shi,Pale,Lithuania,173,820,0,Tvery,55.7333,22.15,1,"","","",1706Tv1
Tyrkshle,mestechko,Kovno,Tel'shi,Pale,Lithuania,242,1209,0,Tyrkshle,56.2667,22.3167,1,"","","",1706Ty1
Vorni,mestechko,Kovno,Tel'shi,Pale,Lithuania,1226,3121,0,Vorni,55.75,22.3667,1,"","",Name of district as it mentioned in census,1706Vr1
Zhidyki,mestechko,Kovno,Tel'shi,Pale,Lithuania,914,1243,0,Zhidyki,56.3167,22.0167,1,"","","",1706Zd1
Zhareny,"",Kovno,Tel'shi,Pale,Lithuania,,,1,Zhareny,55.8333,22.2,0,"","",Not mentioned in census; May be no Jews or less than 500 people,1706Zr1
Beisagola,mestechko,Kovno,Shavli,Pale,Lithuania,634,1205,0,Beisagola,55.6333,23.7167,1,"","",Name of district as it mentioned in census,1707Bs1
Grudzi,mestechko,Kovno,Shavli,Pale,Lithuania,482,1160,0,Grudzi,56.1,23.2667,1,"","","",1707Gr1
Ianishki,mestechko,Kovno,Shavli,Pale,Lithuania,2272,4774,0,Ianishki,56.2333,23.6167,1,"","","",1707In1
Klikoli,mestechko,Kovno,Shavli,Pale,Lithuania,582,640,0,Klikoli,56.3667,22.8333,1,"","","",1707Kl1
Kruki,mestechko,Kovno,Shavli,Pale,Lithuania,450,677,0,Kruki,56.3,23.8167,1,"","","",1707Kr1
Kurshany,mestechko,Kovno,Shavli,Pale,Lithuania,1542,3189,0,Kurshany,56,22.9333,1,"","","",1707Kr2
Ligumy,mestechko,Kovno,Shavli,Pale,Lithuania,482,801,0,Ligumy,56,23.65,1,"","","",1707Lg1
Lukniki,mestechko,Kovno,Shavli,Pale,Lithuania,798,1626,0,Lukniki,55.8833,22.5167,1,"","","",1707Lk1
Liatskovo,mestechko,Kovno,Shavli,Pale,Lithuania,830,1176,0,Liatskovo,56.3833,22.25,1,"","","",1707Lt1
Laizhevo,mestechko,Kovno,Shavli,Pale,Lithuania,434,931,0,Laizhevo,56.3833,22.5667,1,"","","",1707Lz1
Mozheiki,poselok,Kovno,Shavli,Pale,Lithuania,435,568,0,Mozheiki,56.3167,22.3333,1,"","","",1707Mz1
Novo-Zhagory,mestechko,Kovno,Shavli,Pale,Lithuania,3814,5602,0,Novo-Zhagory,56.35,23.25,1,"","",Name is not mentioned on site properly; at site it's combined with Starye Zhagory,1707Nv1
Okmiany,mestechko,Kovno,Shavli,Pale,Lithuania,543,1501,0,Okmiany,56.25,22.75,1,"","","",1707Ok1
Podubis,"",Kovno,Shavli,Pale,Lithuania,,,1,Podubis,55.8,23.1333,0,"","",Not mentioned in census; http://www.rujen.ru/index.php/%D0%91%D0%90%D0%97%D0%98%D0%9B%D0%81%D0%9D%D0%AF%D0%99,1707Pd1
Pomushy,"",Kovno,Shavli,Pale,Lithuania,,,1,Pomushy,56.0833,23.6667,0,"","",Not mentioned in census; May be no Jews or less than 500 people,1707Pm1
Popeliany,mestechko,Kovno,Shavli,Pale,Lithuania,965,1877,0,Popeliany,56.15,22.8,1,"","","",1707Pp1
Poshvityn',mestechko,Kovno,Shavli,Pale,Lithuania,435,763,0,Poshvityn',56.15,23.8167,1,"","","",1707Ps1
Potsuneli,"",Kovno,Shavli,Pale,Lithuania,,,1,Potsuneli,55.5667,23.8667,0,"","",Not mentioned in census; May be no Jews or less than 500 people,1707Pt1
Radzivilishki,mestechko,Kovno,Shavli,Pale,Lithuania,676,3955,0,Radzivilishki,55.8167,23.5333,1,"","","",1707Rd1
Shubaichai,"",Kovno,Shavli,Pale,Lithuania,,,1,Shubaichai,55.9167,23.5,0,"","",Not mentioned in census; May be no Jews or less than 500 people,1707Sb1
Shadov,Zashtatnyi gorod,Kovno,Shavli,Pale,Lithuania,2513,4474,0,Shadov,55.7667,23.7667,1,"","","",1707Sd1
Shakina,"",Kovno,Shavli,Pale,Lithuania,,,1,Shakina,56.1833,23.1167,0,"","",Not mentioned in census; May be no Jews or less than 500 people,1707Sk1
Starye Zhagory,mestechko,Kovno,Shavli,Pale,Lithuania,1629,2527,0,Starye Zhagory,56.35,23.25,1,"","",Name is not mentioned on site properly; at site it's combined with Novo-Zhagory,1707St1
Shavkiany,mestechko,Kovno,Shavli,Pale,Lithuania,624,992,0,Shavkiany,55.8,22.8833,1,"","","",1707Sv1
Shavkuty,"",Kovno,Shavli,Pale,Lithuania,,,1,Shavkuty,55.5833,23.4167,0,"","",Not mentioned in census; May be no Jews or less than 500 people,1707Sv2
Shavli,Uezdnyi gorod,Kovno,Shavli,Pale,Lithuania,6990,16128,0,Shavli,55.9333,23.3167,1,"","","",1707Sv3
Shavliany,mestechko,Kovno,Shavli,Pale,Lithuania,547,1034,0,Shavliany,55.6833,23.4,1,"","","",1707Sv4
Trishki,mestechko,Kovno,Shavli,Pale,Lithuania,681,1971,0,Trishki,56.0667,22.5833,1,"","","",1707Tr1
Uzhventy,mestechko,Kovno,Shavli,Pale,Lithuania,330,927,0,Uzhventy,55.7833,22.65,1,"","","",1707Uz1
Vaigovo,mestechko,Kovno,Shavli,Pale,Lithuania,193,530,0,Vaigovo (Vaiguva),55.7,22.75,1,"","","",1707Vg1
Vegeri,mestechko,Kovno,Shavli,Pale,Lithuania,41,617,1,Vegeri,56.4,22.95,1,at_most,"",Calculated by subtraction from Total value any other groups mentioned in census for this place,1707Vg2
Viekshnia,mestechko,Kovno,Shavli,Pale,Lithuania,1646,2951,0,Viekshnia,56.2333,22.5167,1,"","","",1707Vk1
Zheim,"",Kovno,Shavli,Pale,Lithuania,,,1,Zheim,55.9667,23.4167,0,"","",Not mentioned in census; May be no Jews or less than 500 people,1707Zm1
Doblen,mestechko,Courland,Mitava,Beyond,Inner Russia,240,1705,0,Doblen,56.6167,23.2667,1,"","","",1901Db1
Mitava,Gubernskii gorod,Courland,Mitava,Beyond,Inner Russia,5879,35131,0,Mitava,56.65,23.7,1,"","","",1901Mt1
Bausk,Uezdnyi gorod,Courland,Bausk,Beyond,Inner Russia,2745,6544,0,Bausk,56.4,24.1833,1,"","","",1902Bs1
Shenberg,mestechko,Courland,Bausk,Beyond,Inner Russia,429,562,0,Shenberg,56.3833,24.65,1,"","","",1902Sn1
Dundaga,"",Courland,Vindava,Beyond,Inner Russia,,,1,Dundaga,57.5167,22.35,0,"","",Not mentioned in census; May be no Jews or less than 500 people,1903Dn1
Pil'ten,Zashtatnyi gorod,Courland,Vindava,Beyond,Inner Russia,629,1509,0,Pil'ten,57.2167,21.6667,1,"","","",1903Pl1
Vindava,Uezdnyi gorod,Courland,Vindava,Beyond,Inner Russia,1313,7127,0,Vindava,57.3833,21.5667,1,"","",Name of district as it mentioned in census,1903Vn1
Gazenpot,Uezdnyi gorod,Courland,Gazenpot,Beyond,Inner Russia,1170,3340,0,Gazenpot,56.7167,21.6,1,"","","",1904Gz1
Vainode,"",Courland,Gazenpot,Beyond,Inner Russia,,,1,Vainode,56.4333,21.8667,0,"","",Not mentioned in census; May be no Jews or less than 500 people,1904Vn1
Frauenburg,mestechko,Courland,Gol'dingen,Beyond,Inner Russia,1159,3570,0,Frauenburg,56.6667,22.5,1,"","","",1905Fr1
Gol'dingen,Uezdnyi gorod,Courland,Gol'dingen,Beyond,Inner Russia,2543,9720,0,Gol'dingen,56.9667,21.9833,1,"","",Name of district as it mentioned in census,1905Gl1
Durbe,"",Courland,Grobin,Beyond,Inner Russia,,,1,Durbe,56.5833,21.35,0,"","",Not mentioned in census; May be no Jews or less than 500 people,1906Dr1
Grobin,Uezdnyi gorod,Courland,Grobin,Beyond,Inner Russia,370,1490,0,Grobin,56.55,21.1667,1,"","","",1906Gr1
Libava,Portovyi gorod,Courland,Grobin,Beyond,Inner Russia,9454,64489,0,Libava,56.5167,21.0167,1,"","","",1906Lb1
Polangen,mestechko,Courland,Grobin,Beyond,Inner Russia,925,2149,0,Polangen,55.9167,21.05,1,"","","",1906Pl1
Prekul'n,"",Courland,Grobin,Beyond,Inner Russia,,,1,Prekul'n,56.4333,21.5833,0,"","",Not mentioned in census; May be no Jews or less than 500 people,1906Pr1
Borovka,derevnia,Courland,Illukst,Beyond,Inner Russia,285,705,0,Borovka,55.91667,26.98333,1,"","",Name of district as it mentioned in census,1907Br1
Griva,mestechko,Courland,Illukst,Beyond,Inner Russia,3027,8009,0,Griva,55.85,26.5,1,"","","",1907Gr1
Ialovka,"",Courland,Illukst,Beyond,Inner Russia,,,1,Ialovka,55.95,26.1333,0,"","",Not mentioned in census; May be no Jews or less than 500 people,1907Il1
Illukst,Uezdnyi gorod,Courland,Illukst,Beyond,Inner Russia,842,3552,0,Illukst,55.9667,26.3,1,"","","",1907Il2
Subbat,mestechko,Courland,Illukst,Beyond,Inner Russia,978,2047,0,Subbat,56.0167,25.9,1,"","","",1907Sb1
Skrudelina,"",Courland,Illukst,Beyond,Inner Russia,,,1,Skrudelina,55.8167,26.7167,0,"","",Not mentioned in census; May be no Jews or less than 500 people,1907Sk1
Kandava,mestechko,Courland,Tal'sen,Beyond,Inner Russia,620,1843,0,Kandava,57.0333,22.7667,1,"","","",1908Kn1
Popervale,"",Courland,Tal'sen,Beyond,Inner Russia,,,1,Popervale,57.4167,22.5833,0,"","",Not mentioned in census; May be no Jews or less than 500 people,1908Pp1
Sasmaken,mestechko,Courland,Tal'sen,Beyond,Inner Russia,899,1833,0,Sasmaken,57.3667,22.5833,1,"","","",1908Ss1
Tal'sen,mestechko,Courland,Tal'sen,Beyond,Inner Russia,1411,4200,0,Tal'sen,57.25,22.6,1,"","","",1908Tl1
Tsabel'n,mestechko,Courland,Tal'sen,Beyond,Inner Russia,798,1609,0,Tsabel'n,57.05,22.5833,1,"","","",1908Ts1
Autse,"",Courland,Tukkum,Beyond,Inner Russia,,,1,Autse (Al't Auts),56.4667,22.8833,0,"","",Not mentioned in census; May be no Jews or less than 500 people,1909At1
Tukkum,Uezdnyi gorod,Courland,Tukkum,Beyond,Inner Russia,2561,7555,0,Tukkum,56.95,23.15,1,"","","",1909Tk1
Fridrikhshtadt,Uezdnyi gorod,Courland,Fridrikhshtadt,Beyond,Inner Russia,3256,5175,0,Fridrikhshtadt,56.6167,25.0833,1,"","","",1910Fr1
Iakobshtadt,Zashtatnyi gorod,Courland,Fridrikhshtadt,Beyond,Inner Russia,2087,5829,0,Iakobshtadt,56.4833,25.85,1,"","","",1910Ik1
Nereta,"",Courland,Fridrikhshtadt,Beyond,Inner Russia,,,1,Nereta,56.1667,25.3,0,"","",Not mentioned in census; May be no Jews or less than 500 people,1910Nr1
Kokengauzen,"",Livonia,Riga,Beyond,Inner Russia,,,1,Kokengauzen (Kokenuzen),56.65,25.4333,0,"","",Not mentioned in census; May be no Jews or less than 500 people,2101Kk1
Novyi Dubbel'n,kupal'noe mestechko,Livonia,Riga,Beyond,Inner Russia,119,943,0,Novyi Dubbel'n,56.96667,23.75,1,"","","",2101Nv1
Ogre,"",Livonia,Riga,Beyond,Inner Russia,,,1,Ogre (Oger),56.8167,24.6,0,"","",Not mentioned in census; May be no Jews or less than 500 people,2101Og1
Pliavinas,"",Livonia,Riga,Beyond,Inner Russia,,,1,Pliavinas (Stokmangof),56.6167,25.7167,0,"","",Not mentioned in census; May be no Jews or less than 500 people,2101Pl1
Riga,Gubernskii gorod,Livonia,Riga,Beyond,Inner Russia,22115,282230,0,Riga,56.95,24.1,1,"","",Less than 10% of the total population (according to Census&JewishGen),2101Rg1
Shlok,Zashtatnyi gorod,Livonia,Riga,Beyond,Inner Russia,204,2114,0,Shlok,56.95,23.6,1,"","","",2101Sl1
Staryi Dubbel'n,kupal'noe mestechko,Livonia,Riga,Beyond,Inner Russia,141,653,0,Staryi Dubbel'n,56.96667,23.76667,1,"","","",2101St1
Aluksna,"",Livonia,Valk,Beyond,Inner Russia,,,1,Aluksna (Marienburg),57.4167,27.05,0,"","",Not mentioned in census; May be no Jews or less than 500 people,2102Al1
Appengof,"",Livonia,Valk,Beyond,Inner Russia,,,1,Appengof (Ape),57.5333,26.6667,0,"","",Not mentioned in census; May be no Jews or less than 500 people,2102Ap1
Gul'bene,"",Livonia,Valk,Beyond,Inner Russia,,,1,Gul'bene (Shvanenburg),57.1833,26.75,0,"","",Not mentioned in census; May be no Jews or less than 500 people,2102Gl1
Smil'ten,mestechko,Livonia,Valk,Beyond,Inner Russia,60,752,1,Smil'ten,57.4333,25.9,1,at_most,"",Calculated by subtraction from Total value any other groups mentioned in census for this place,2102Sm1
Valk,Uezdnyi gorod,Livonia,Valk,Beyond,Inner Russia,657,10922,1,Valk,57.7667,26.05,1,at_most,"",2 towns separated later; uncorrect numbers at least for one on Jewishgen. The other is -3213847,2102Vl1
Luban,"",Livonia,Venden,Beyond,Inner Russia,,,1,Luban,56.9,26.7167,0,"","",Not mentioned in census; May be no Jews or less than 500 people,2103Lb1
Lazdon,"",Livonia,Venden,Beyond,Inner Russia,,,1,Lazdon,56.8333,26.25,0,"","",Not mentioned in census; May be no Jews or less than 500 people,2103Lz1
