line_id,code,jg_id,name,enc_name,presence_type,year_code,upper_bound,lower_bound,mid_range,prov,dist,area,note,entry_source,ziv_yearcode,enc_page,lat,lon,display_name,osm_id,wikidata_id,name_he,name_sim,match_status
404,GRD_SLN_DVRT,-1942774.0,Dvorets,DWORZEC,first_mention,1566,1566.0,1566.0,1566.0,Grodno,Slonim,Pale,,Ziv,1566,348.0,53.405891,25.570776,"Дварэц, Дзятлаўскі раён, Гродзенская вобласць, Беларусь",242990839.0,Q3918885,,1.0,matched_db_api
405,GLC_LWW_DYNW,-500386.0,Dynów,DYNOW,first_mention,1552,1552.0,1552.0,1552.0,Galicia,Brzozow,Galicia,,Shn,,348.0,49.8134771,22.2338151,"Dynów, powiat rzeszowski, województwo podkarpackie, Polska",506203648.0,Q910985,דינוב,1.0,matched_db_api
406,MNS_MNS_KDNV,-1942832.0,Koidanovo,DZERZHINSK (I),community_present,1765,1765.0,1765.0,1765.0,Minsk,Minsk,Pale,,Ziv,1765,349.0,53.6852149,27.1314539,"Дзяржынск, Дзяржынскі раён, Мінская вобласць, Беларусь",242978932.0,Q200891,דזיארז'ינסק,1.0,matched_refined
407,EKT_BKH_SHCH,-1038441.0,Shcherbinovka,DZERZHINSK (II),jews_arrived,19EX,1939.0,1900.0,1925.0,Ekaterinoslav,Bakhmut,Mainland Russia,,Ziv,18LX,349.0,48.3943714,37.7901336,"Щербинівка, Донецька область, Україна",256613813.0,Q4528953,,1.0,matched_db_api
408,TRD_PRK_DZHN,-1038462.0,Dzhankoi,DZHANKOY,jews_arrived,18XX,1900.0,1800.0,1850.0,Taurida,Perekop,Pale,מושבה חקלאית יהודית,Ziv,18EX,349.0,45.7119746,34.3927394,"Джанкой, Джанкойський район, Республика Крым, 96181, Україна",256579283.0,Q161978,ג'נקוי,1.0,matched_nominatim
409,KLS_VLN_DZLS,-500435.0,Działoszyn,DZIALOSHYN,jews_arrived,16EX,1650.0,1600.0,1625.0,Kalisz,Wielun,Congress Poland,,Shn,,88.0,51.1167859,18.8651624,"Działoszyn, powiat pajęczański, województwo łódzkie, Polska",31806052.0,Q1015152,,1.0,matched_db_api
410,KLC_PNC_DZLS,-500433.0,Działoszyce,DZIALOSZYCE,jews_present,13XX,1400.0,1300.0,1350.0,Kielce,Pinczow,Congress Poland,,Shn,,135.0,50.2630369,20.5611808,"Działoszyce, Wymysłów, gmina Kazimierza Wielka, powiat kazimierski, województwo świętokrzyskie, 28-512, Polska",3009698726.0,,,1.0,matched_nominatim
411,GLC_LWW_DZKW,-500650.0,Dzików Stary,DZIKOW STARY,community_present,18XX,1900.0,1800.0,1850.0,Galicia,Cieszanow,Galicia,,Shn,,350.0,50.2466301,22.929797,"Stary Dzików, powiat lubaczowski, województwo podkarpackie, Polska",31895225.0,Q2653684,,1.0,matched_db_api
412,VLN_DSN_DSN,-1942410.0,Disna,DZISNA,community_present,17LX,1800.0,1775.0,1775.0,Vilna,Disna,Pale,"ציונים, בונד",Ziv,15EX,350.0,55.5332754,28.0889639,"Дзісна, Завуццеўскі сельскі Савет, Мёрскі раён, Віцебская вобласць, Беларусь",565536011.0,Q432399,,1.0,matched_nominatim
413,KIV_BRD_DZNK,-1038512.0,Dziunkov,DZIUNKOV,POP,1765,1765.0,1765.0,1765.0,Kiev,Berdichev,Pale,,Ziv,1765,351.0,49.458389,29.444389,"Дзюньків, Погребищенська міська громада, Вінницький район, Вінницька область, 22232, Україна",337558427.0,Q4160938,,1.0,matched_nominatim
414,POD_LMP_DZHR,-1038486.0,Dzhurin,DZURIN,POP,1765,1765.0,1765.0,1765.0,Podolia,Lampol,Pale,,Ziv,17EX,351.0,48.681271,28.292053,"Джурин, Вінницька область, Україна",337589579.0,Q2065103,דז'ורין,1.0,matched_db_api
415,GLC_STN_DZRK,-1038490.0,Dżurków,DZURKOW,,,,,,Galicia,Kolomyja,Galicia,,Shn,,351.0,48.6345812,25.1975761,"Джурків, Підгайчиківська сільська громада, Коломийський район, Івано-Франківська область, 78252, Україна",337591220.0,Q4160644,,1.0,matched_nominatim
416,GLC_LWW_DZWN,-1038501.0,Dźwinogród,DZWINOGROD,,,,,,Galicia,Bobrka,Galicia,,Shn,,351.0,49.732727,24.251743,"Звенигород, Давидівська сільська громада, Львівський район, Львівська область, Україна",30703130.0,Q2026890,,1.0,matched_nominatim
417,POD_LMP_DZYG,-1038508.0,Dzygovka,DZYGOVKA,POP,1765,1765.0,1765.0,1765.0,Podolia,Lampol,Pale,,Ziv,17EX,351.0,48.353975,28.316277,"Дзиґівка, Вінницька область, Україна",337601064.0,Q2505762,דזיהיבקה,1.0,matched_db_api
418,BSS_KHT_EDNT,-2277636.0,Edintsy,EDINETI,jews_arrived,1820,1820.0,1820.0,1820.0,Bessarabia,Khotin,Pale,יהודים הקימו את העיירה,Ziv,1820,345.0,48.1684275,27.2984813,"Edineț, Moldova",265099147.0,Q1150271,,1.0,matched_db_api
419,CRL_ILL_ILVK,-3208212.0,Ialovka,EGLAINE,,,,,,Courland,Illukst,Mainland Russia,,Ziv,1935,355.0,55.9503998,26.1233239,"Eglaine, Latvija",2069382349.0,Q5348044,,1.0,matched_refined
420,VLN_LDA_ESHS,-2614123.0,Eishishki,EJSZYSZKI,jews_arrived,11XX,1200.0,1100.0,1150.0,Vilna,Lida,Pale,תנועה ציונית פעילה,Ziv,11LX,358.0,54.1686462,25.0001234,"Eišiškės, Eišiškių seniūnija, Vilniaus apskritis, Lietuva",277151877.0,Q58880,איישישוק,0.889,matched_db_api
421,PRU_WST_ELBN,-500718.0,Elbing,ELBING,jews_arrived,1783,1783.0,1783.0,1783.0,Prussia,Elblag,Prussia,,Shn,,359.0,54.1558708,19.4044583,"Elbląg, województwo warmińsko-mazurskie, Polska",31532258.0,Q104712,אלבלונג,1.0,matched_db_api
422,SML_ELN_ILN,-3040811.0,Ielnia,ELNIA,jews_arrived,18LX,1900.0,1875.0,1875.0,Smolensk,Elnia,Mainland Russia,,Ziv,18MX,361.0,54.5764954,33.1891698,"Ельня, Ельнинский муниципальный округ, Смоленская область, Центральный федеральный округ, 216330, Россия",336306252.0,Q102364,,1.0,matched_nominatim
423,VLH_NVG_EMLC,-1059712.0,Emilchik,EMILCHINO,jews_arrived,18EX,1850.0,1800.0,1825.0,Volhynia,Novograd-Volynskii,Pale,,Ziv,18EX,363.0,50.872091,27.8047443,"Ємільчине, Житомирська область, Україна",337514704.0,Q2641633,,0.824,matched_db_api
424,KVN_RSS_ERZH,-2614152.0,Erzhvilki,ERZVILKAS,jews_arrived,18EX,1850.0,1800.0,1825.0,Kovno,Rossieny,Pale,,Ziv,18EX,368.0,55.2625692,22.7061958,"Eržvilkas, Eržvilko seniūnija, Jurbarko rajono savivaldybė, Tauragės apskritis, Lietuva",889244642.0,Q2277462,,0.824,matched_nominatim
425,PRU_OST_EYDT,-2898152.0,Eydtkuhnen,EYDTKUHNEN,community_founded,1870,1870.0,1870.0,1870.0,Prussia,Stolupiany,Prussia,,Shn,,375.0,54.6393711,22.7350233,"Чернышевское, Нестеровский муниципальный округ, Калининградская область, Северо-Западный федеральный округ, Россия",161735601.0,Q655358,,1.0,matched_refined
426,WRS_WRS_FLNC,-500824.0,Falenica,FALENICA,community_founded,1900,1900.0,1900.0,1900.0,Warszawa,Minsk Mazowiecki,Congress Poland,,Shn,,376.0,52.1608783,21.211679,"Warszawa, województwo mazowieckie, Polska",692623002.0,Q3569401,,1.0,matched_db_api
427,BSS_BLT_FLSH,-2276308.0,Foleshty,FALESTI,jews_arrived,16LX,1700.0,1675.0,1675.0,Bessarabia,Bieltsy,Pale,,Ziv,17LX,376.0,47.5735141,27.7068016,"Fălești, Moldova",265099157.0,Q2078085,,0.875,matched_db_api
428,PRU_PMM_FLKN,-539842.0,Falkenburg,FALKENBURG,jews_present,1720,1720.0,1720.0,1720.0,Prussia,Pommern,Prussia,,Shn,,377.0,53.5310477,16.0107245,"Złocieniec, powiat drawski, województwo zachodniopomorskie, Polska",1758659810.0,Q249049,,1.0,matched_db_api
429,KIV_VSL_FSTV,-1038548.0,Fastov,FASTOW,POP,1765,1765.0,1765.0,1765.0,Kiev,Vasilkov,Pale,,Ziv,1765,379.0,50.0799307,29.9162821,"Фастів, Фастівська міська громада, Фастівський район, Київська область, 08500, Україна",337535126.0,Q161984,פסטוב,1.0,matched_nominatim
430,POD_PRS_FLSH,-1040024.0,Felshtin,FELSHTIN,jews_arrived,16XX,1700.0,1600.0,1650.0,Podolia,Proskurov,Pale,,Ziv,16EX,380.0,49.33617,26.70948,"Гвардійське, Хмельницька область, Україна",337562557.0,Q4134452,,0.947,matched_refined
431,GLC_LWW_FLSZ,-1054163.0,Felsztyn,FELSZTYN,jews_present,16EX,1650.0,1600.0,1625.0,Galicia,Stare Miasto,Galicia,,Shn,,380.0,49.537186,22.965303,"Скелівка, Хирівська міська громада, Самбірський район, Львівська область, 82052, Україна",337555637.0,Q4421801,,1.0,matched_nominatim
432,SWL_SVL_FLPV,-500899.0,Filipovo,FILIPOW,jews_arrived,17XX,1800.0,1700.0,1750.0,Suwalki,Suvalki,Congress Poland,,Ziv,17EX,382.0,54.1796287,22.6215914,"Filipów, powiat suwalski, województwo podlaskie, Polska",613353790.0,Q2395193,,0.8,matched_db_api
433,LBL_LBR_FRLJ,-500910.0,Firlej,FIRLEJ,jews_present,15XX,1600.0,1500.0,1550.0,Lublin,Lubartow,Congress Poland,,Shn,,396.0,51.5582926,22.5054567,"Firlej, powiat lubartowski, województwo lubelskie, Polska",1858296190.0,Q2221577,,1.0,matched_db_api
434,PRU_WST_FLTW,-539908.0,Flatow,FLATOW,first_mention,1564,1564.0,1564.0,1564.0,Prussia,Zlotow,Prussia,,Shn,,384.0,53.3631938,17.034694,"Złotów, powiat złotowski, województwo wielkopolskie, Polska",31578422.0,Q249166,,1.0,matched_db_api
435,PRU_PSN_FRDN,-500955.0,Fordon,FORDON,jews_arrived,15EX,1550.0,1500.0,1525.0,Prussia,Bydgoszcz,Prussia,,Shn,,389.0,53.1477778,18.1694444,"Fordon, Stary Fordon, Bydgoszcz, województwo kujawsko-pomorskie, Polska",3009672930.0,,,1.0,matched_nominatim
436,POD_KMN_FRMP,-1043042.0,Frampol,FRAMPOL,jews_present,16EX,1650.0,1600.0,1625.0,Podolia,Kamenets-Podolsk,Pale,,Shn,,390.0,49.095501,26.747589,"Косогірка, Ярмолинецька селищна громада, Хмельницький район, Хмельницька область, 32155, Україна",337572286.0,Q4235146,,0.857,matched_nominatim
437,PRU_PSN_FRST,-537187.0,Fraustadt,FRAUSTADT,community_present,15LX,1600.0,1575.0,1575.0,Prussia,Wschowa,Prussia,,Shn,,400.0,51.8038354,16.3172771,"Wschowa, powiat wschowski, województwo lubuskie, Polska",31782947.0,Q717938,,1.0,matched_db_api
438,TRD_EVP_FRDR,-1048651.0,Fraidorf,FRAYDORF (I),community_founded,1926,1926.0,1926.0,1926.0,Taurida,Evpatoriia,Pale,מושבה חקלאית יהודית,Ziv,1926,401.0,45.4400925,33.5965762,"Новосёловское, Перекопський район, Республика Крым, Україна",337695588.0,Q2090212,,1.0,matched_refined
439,PRU_PMM_FRNW,-496924.0,Freienwalde,FREIENWALDE,jews_present,1705,1705.0,1705.0,1705.0,Prussia,Pommern,Prussia,,Shn,,402.0,53.4663949,15.3314436,"Chociwel, powiat stargardzki, województwo zachodniopomorskie, Polska",31592354.0,Q1021263,,1.0,matched_refined
440,PRU_WST_FRYS,-507757.0,Freystadt,FREYSTADT,community_present,16XX,1700.0,1600.0,1650.0,Prussia,Susz,Prussia,,Shn,,404.0,53.6076054,19.2593923,"Kisielice, powiat iławski, województwo warmińsko-mazurskie, Polska",31588983.0,Q989801,,1.0,matched_refined
441,PRU_OST_FRDL,-2987502.0,Friedland,FRIEDLAND,POP,1880,1880.0,1880.0,1880.0,Prussia,Frydlad,Prussia,,Shn,,404.0,54.4462998,21.0183439,"Правдинск, Правдинский муниципальный округ, Калининградская область, Северо-Западный федеральный округ, Россия",767068249.0,Q183193,,1.0,matched_nominatim
442,KHR_TRS_ZKHR,-1038725.0,Zakharevka,FRUNZOVKA,jews_present,1897,1897.0,1897.0,1897.0,Kherson,Tiraspol,Pale,,Ziv,18LX,406.0,47.3316351,29.758089,"Захарівка, Захарівська селищна громада, Роздільнянський район, Одеська область, Україна",237475433.0,Q2652127,,1.0,matched_nominatim
443,GLC_LWW_FRYS,-501016.0,Frysztak,FRYSZTAK,community_founded,16MX,1675.0,1650.0,1650.0,Galicia,Jaslo,Galicia,,Shn,,406.0,49.8393809,21.6073264,"Frysztak, powiat strzyżowski, województwo podkarpackie, Polska",38404570.0,Q498777,,1.0,matched_db_api
444,LMZ_LMZ_GTSS,-501045.0,Gats-Sokolia צ Lonka,GACH,community_founded,18EX,1850.0,1800.0,1825.0,Lomza,Lomzha,Congress Poland,,Ziv,18EX,412.0,53.2365292,22.4687248,"Gać, Giełczyn, gmina Trzcianne, powiat moniecki, województwo podlaskie, Polska",3009673007.0,Q11699505,,1.0,matched_refined
445,POD_GSN_GVRN,-1038898.0,Gaivoron,GAIVORON,,,,,,Podolia,Gaisin,Pale,,Ziv,18LX,414.0,48.3406905,29.8593204,"Гайворон, Гайворонська міська громада, Голованівський район, Кіровоградська область, 26300, Україна",2449053011.0,Q591848,הייבורון,1.0,matched_nominatim
446,RDM_KZN_GRBT,-501220.0,Garbatka,GARBATKA,,,,,,Radom,Kozienice,Congress Poland,,Shn,,416.0,51.5011706,21.6429551,"Garbatka, Garbatka-Letnisko Północ, Garbatka-Letnisko, gmina Garbatka-Letnisko, powiat kozienicki, województwo mazowieckie, 26-930, Polska",3009702492.0,,,1.0,matched_nominatim
447,KVN_TLS_GRZH,-2614231.0,Gorzhdy,GARGZDAI,jews_arrived,14XX,1500.0,1400.0,1450.0,Kovno,Telshi,Pale,,Ziv,17LX,466.0,55.7175688,21.3950166,"Gargždai, Gargždų seniūnija, Klaipėdos apskritis, Lietuva",32445950.0,Q259272,,0.923,matched_db_api
448,SWL_MRM_GDLV,-2614233.0,Godlevo,GARLIAVA,jews_arrived,18EX,1850.0,1800.0,1825.0,Suwalki,Mariampol,Congress Poland,יהודים היו בין מקימי העיירה,Ziv,18EX,417.0,54.8279294,23.8746799,"Garliava, Garliavos seniūnija, Kauno apskritis, Lietuva",32441785.0,Q1004312,,0.857,matched_db_api
449,PRU_PMM_GRTZ,-1774259.0,Gartz,GARTZ AN DER ODER,first_mention,1481,1481.0,1481.0,1481.0,Prussia,Pommern,Prussia,,Shn,,417.0,53.208577,14.3914352,"Gartz (Oder), Uckermark, Brandenburg, Deutschland",240073960.0,Q571998,,1.0,matched_db_api
450,SDL_GRV_GRWL,-501293.0,Garwolin,GARWOLIN,community_present,16XX,1700.0,1600.0,1650.0,Siedlce,Garwolin,Congress Poland,,Shn,,417.0,51.8973315,21.6149645,"Garwolin, powiat garwoliński, województwo mazowieckie, Polska",1855026517.0,Q583896,,1.0,matched_db_api
451,POD_GSN_GSN,-1038895.0,Gaisin,GAYSIN,POP,1765,1765.0,1765.0,1765.0,Podolia,Gaisin,Pale,,Ziv,17EX,418.0,48.8120874,29.3893874,"Гайсин, Гайсинська міська громада, Гайсинський район, Вінницька область, 23700, Україна",337584871.0,Q574553,,1.0,matched_nominatim
452,PRU_WST_DNZG,-501400.0,Danzig,GDANSK,jews_present,14MX,1475.0,1450.0,1450.0,Prussia,Gdansk,Prussia,,Shn,,419.0,54.3482907,18.6540233,"Gdańsk, województwo pomorskie, Polska",26432122.0,Q1792,גדנסק,1.0,matched_db_api
453,SNP_GDV_GDV,-2908393.0,Gdov,GDOV,jews_arrived,18MX,1875.0,1850.0,1850.0,Sankt-Peterburg,Gdov,Mainland Russia,,Ziv,18MX,420.0,58.7430744,27.8153569,"Гдов, городское поселение Гдов, Гдовский район, Псковская область, Северо-Западный федеральный округ, Россия",304552666.0,Q134396,,1.0,matched_nominatim
454,GLC_CRC_GDW,-501412.0,Gdów,GDOW,POP,1880,1880.0,1880.0,1880.0,Galicia,Wieliczka,Galicia,,Shn,,420.0,49.9085036,20.1996034,"Gdów, powiat wielicki, województwo małopolskie, Polska",463300527.0,,,1.0,matched_db_api
455,PRU_WST_GDNG,-501414.0,Gdingen,GDYNIA,,,,,1921.0,Prussia,Wejherowo,Prussia,,Shn,,420.0,54.5164982,18.5402738,"Gdynia, województwo pomorskie, Polska",26432430.0,Q385,גדיניה,1.0,matched_db_api
456,VLN_VLN_GLVN,-2614335.0,Gelvani,GELVONAI,jews_arrived,16XX,1700.0,1600.0,1650.0,Vilna,Vilnius,Pale,תנועה ציונית פעילה,Ziv,16EX,423.0,55.0666904,24.6922301,"Gelvonai, Gelvonų seniūnija, Širvintų rajono savivaldybė, Vilniaus apskritis, Lietuva",1271387198.0,Q2046850,,0.8,matched_nominatim
457,TRD_MLT_GNCH,-1038918.0,Genichesk,GENICHESK,POP,1897,1897.0,1897.0,1897.0,Taurida,Melitopol,Pale,,Ziv,18EX,425.0,46.1661695,34.8088828,"Генічеськ, Генічеська міська громада, Генічеський район, Херсонська область, 75500-75509, Україна",337691804.0,Q761130,הניצ'סק,1.0,matched_nominatim
458,KIV_KIV_GRMN,-1043535.0,Germanovka,GERMANOWKA,POP,1775,1775.0,1775.0,1775.0,Kiev,Kiev,Pale,,Ziv,1775,426.0,49.99054,30.55847,"Германівка, Обухівська міська громада, Обухівський район, Київська область, 08753, Україна",337537982.0,Q4137286,,1.0,matched_nominatim
459,PTR_NVR_GDL,-501466.0,Gidle,GIDLE,,,,,1921.0,Piotrkow,Noworadomsk,Congress Poland,,Shn,,430.0,50.9640585,19.4684614,"Gidle, gmina Gidle, powiat radomszczański, województwo łódzkie, 97-540, Polska",31902291.0,Q847181,,1.0,matched_nominatim
460,VLN_VLN_GDRT,-2614386.0,Gedroitsy,GIEDRAICIAI,community_founded,18EX,1850.0,1800.0,1825.0,Vilna,Vilnius,Pale,תנועה ציונית פעילה,Ziv,18EX,430.0,55.0734157,25.2612495,"Giedraičiai, Giedraičių seniūnija, Molėtų rajono savivaldybė, Utenos apskritis, Lietuva",307745519.0,Q3068575,,1.0,matched_refined
461,RDM_OPC_GLNW,-501494.0,Gielniów,GIELNIOW,POP,1857,1857.0,1857.0,1857.0,Radom,Opoczno,Congress Poland,,Shn,,430.0,51.3997224,20.4762225,"Gielniów, powiat przysuski, województwo mazowieckie, Polska",31876987.0,Q2441134,,1.0,matched_db_api
462,PRU_OST_GLGN,-498918.0,Gilgenburg,GILGENBURG,POP,1880,1880.0,1880.0,1880.0,Prussia,Ostroda,Prussia,,Shn,,431.0,53.4330094,20.0360833,"Dąbrówno, powiat ostródzki, województwo warmińsko-mazurskie, Polska",31577486.0,Q1272595,,1.0,matched_db_api
463,KVN_RSS_GRTK,-2614469.0,Girtakol,GIRKALNIS,POP,1897,1897.0,1897.0,1897.0,Kovno,Rossieny,Pale,,Ziv,18MX,432.0,55.3113722,23.202031,"Girkalnis, Girkalnio seniūnija, Raseinių rajono savivaldybė, Kauno apskritis, Lietuva",779327116.0,Q2418779,,1.0,matched_nominatim
464,GLC_TRN_GLNN,-1039042.0,Gliniany,GLINIANY,first_mention,1474,1474.0,1474.0,1474.0,Galicia,Przemyslany,Galicia,,Shn,,434.0,49.8220371,24.5165092,"Глиняни, Глинянська міська громада, Львівський район, Львівська область, 80720, Україна",313247874.0,Q997502,הליניאני,1.0,matched_nominatim
465,VLH_RVN_GLNK,-1039024.0,Glinki,GLINKI,,,,,,Volhynia,Rovno,Pale,תנועה ציונית פעילה,Ziv,1474,434.0,50.575562,26.39912,"Глинки, Білокриницька сільська громада, Рівненський район, Рівненська область, 35342, Україна",337519511.0,Q7287119,,1.0,matched_nominatim
466,GLC_LWW_GLNS,-1039037.0,Glińsko,GLINSKO,,,,,,Galicia,Zolkiew,Galicia,,Shn,,434.0,50.062061,23.909487,"Глинськ, Жовківська міська громада, Львівський район, Львівська область, 80351, Україна",337535689.0,Q4139851,,1.0,matched_nominatim
467,GLC_LWW_GLGW,-501819.0,Głogów,GLOGOW,jews_arrived,16LX,1700.0,1675.0,1675.0,Galicia,Rzeszow,Galicia,,Shn,,434.0,50.1511809,21.9627571,"Głogów Małopolski, powiat rzeszowski, województwo podkarpackie, Polska",31894993.0,Q1025309,,1.0,matched_refined
468,RDM_KZN_GLWC,-501834.0,Głowaczów,GLOWACZOW,jews_arrived,15MX,1575.0,1550.0,1550.0,Radom,Kozienice,Congress Poland,,Shn,,435.0,51.6231797,21.3177054,"Głowaczów, powiat kozienicki, województwo mazowieckie, Polska",368033629.0,Q942482,,1.0,matched_db_api
469,PTR_BRZ_GLWN,-501857.0,Głowno,GLOWNO,jews_present,17LX,1800.0,1775.0,1775.0,Piotrkow,Brzeziny,Congress Poland,,Shn,,435.0,51.9660873,19.7135665,"Głowno, powiat zgierski, województwo łódzkie, Polska",31880924.0,Q867358,,1.0,matched_db_api
470,CRN_GLK_GLKH,-1040039.0,Glukhov,GLUKHOV,first_mention,1720,1720.0,1720.0,1720.0,Chernigov,Glukhov,Pale,,Ziv,1720,435.0,51.67831,33.9093,"Глухів, Глухівська міська громада, Шосткинський район, Сумська область, 41400, Україна",197762293.0,Q864827,,1.0,matched_nominatim
471,LBL_LBR_GLSK,-501903.0,Głusk,GLUSK,community_present,18EX,1850.0,1800.0,1825.0,Lublin,Lublin,Congress Poland,,Shn,,436.0,51.1911864,22.5968718,"Lublin, województwo lubelskie, Polska",31876867.0,,,1.0,matched_db_api
472,MNS_BBR_GLSK,-1943079.0,Glusk,GLUSSK,first_mention,16XX,1700.0,1600.0,1650.0,Minsk,Bobruisk,Pale,,Ziv,18EX,436.0,52.8990282,28.6855599,"Глуск, Глускі раён, Магілёўская вобласць, Беларусь",242978953.0,Q2995174,הלוסק,1.0,matched_db_api
473,RDM_KZN_GNWS,-501963.0,Gniewoszów,GNIEWOSZOW,jews_arrived,17LX,1800.0,1775.0,1775.0,Radom,Kozienice,Congress Poland,,Shn,,436.0,51.4743655,21.8125648,"Gniewoszów, powiat kozienicki, województwo mazowieckie, Polska",362655278.0,Q2210366,,1.0,matched_db_api
474,PRU_PSN_GNSN,-501970.0,Gnesen,GNIEZNO,first_mention,11XX,1200.0,1100.0,1150.0,Prussia,Gniezno,Prussia,,Shn,,436.0,52.5359736,17.595889,"Gniezno, powiat gnieźnieński, województwo wielkopolskie, Polska",158801054.0,Q51432,,1.0,matched_db_api
475,POD_VNN_GNVN,-1039133.0,Gnivan,GNIVAN,jews_present,18XX,1900.0,1800.0,1850.0,Podolia,Vinnitsa,Pale,,Ziv,18EX,436.0,49.0933696,28.338343,"Гнівань, Гніванська міська громада, Вінницький район, Вінницька область, 23310, Україна",337572390.0,Q155330,,1.0,matched_nominatim
476,PRU_PSN_GLLN,-502119.0,Gollantsch,GOLANCZ,jews_arrived,1766,1766.0,1766.0,1766.0,Prussia,Wagrowiec,Prussia,,Shn,,438.0,52.9431644,17.2999756,"Gołańcz, powiat wągrowiecki, województwo wielkopolskie, Polska",264534777.0,Q52828,,1.0,matched_db_api
477,TRD_ALS_GLPR,-1039164.0,Golaia pristan,GOLAYA PRISTAN,jews_arrived,18EX,1850.0,1800.0,1825.0,Taurida,Aleshki,Pale,,Ziv,18EX,438.0,46.5320381,32.5345028,"Гола Пристань, Голопристанська міська громада, Скадовський район, Херсонська область, 75600, Україна",337689476.0,Q760224,,1.0,matched_nominatim
478,PRU_OST_GLDP,-502167.0,Goldap,GOLDAP,POP,1843,1843.0,1843.0,1843.0,Prussia,Goldap,Prussia,,Shn,,438.0,54.3077084,22.3018576,"Gołdap, powiat gołdapski, województwo warmińsko-mazurskie, Polska",31524739.0,Q947414,גולדאפ,1.0,matched_db_api
479,KLS_KNN_GLN,-502233.0,Golina,GOLINA,jews_present,17EX,1750.0,1700.0,1725.0,Kalisz,Konin,Congress Poland,,Shn,,439.0,52.24276,18.09534,"Golina, powiat koniński, województwo wielkopolskie, Polska",31623989.0,Q1192513,,1.0,matched_db_api
480,PRU_PMM_GLLN,-502211.0,Gollnow,GOLLNOW,jews_present,1782,1782.0,1782.0,1782.0,Prussia,Pommern,Prussia,,Shn,,439.0,53.5656939,14.8299285,"Goleniów, powiat goleniowski, województwo zachodniopomorskie, Polska",1758659834.0,Q329597,,1.0,matched_db_api
481,GLC_TRN_GLGR,-1039192.0,Gołogóry,GOLOGORY,first_mention,1470,1470.0,1470.0,1470.0,Galicia,Zloczow,Galicia,,Shn,,439.0,49.7524219,24.7226803,"Гологори, Золочівська міська громада, Золочівський район, Львівська область, 80736, Україна",337546576.0,Q4142058,,1.0,matched_nominatim
482,POD_BLT_GLSK,-1039208.0,Goloskov,GOLOSKOV,POP,1897,1897.0,1897.0,1897.0,Podolia,Balta,Pale,,Ziv,18EX,439.0,48.1676232,30.4409659,"Голоскове, Кривоозерська селищна громада, Первомайський район, Миколаївська область, 55123, Україна",337657653.0,Q4142177,,0.941,matched_nominatim
483,POD_BLT_GLVN,-1039211.0,Golovanevsk,GOLOVANEVSK,jews_arrived,17MX,1775.0,1750.0,1750.0,Podolia,Balta,Pale,,Ziv,17MX,439.0,48.3611759,30.4006445,"Голованівськ, Голованівська селищна громада, Голованівський район, Кіровоградська область, 26500, Україна",366337749.0,Q7286416,,1.0,matched_nominatim
484,MGL_MST_GLVC,-1943134.0,Golovchin,GOLOVCHIN,POP,1765,1765.0,1765.0,1765.0,Mogilev,Mstislavl,Pale,,Ziv,1765,439.0,54.0582741,29.9141978,"Галоўчын, Бялыніцкі раён, Магілёўская вобласць, Беларусь",243033652.0,Q1428701,,1.0,matched_db_api
485,PLC_RYP_GLBD,-502272.0,Golub / Dobrzyń,GOLUB-DOBRZYN,community_present,16MX,1675.0,1650.0,1650.0,Plock,Wabrzezno,Congress Poland,,Shn,,439.0,53.1138924,19.0544501,"Golub-Dobrzyń, powiat golubsko-dobrzyński, województwo kujawsko-pomorskie, Polska",31590395.0,Q325251,,0.96,matched_db_api
486,PRU_OST_GMBN,-2913313.0,Gumbinnen,GOMBIN,community_founded,17EX,1750.0,1700.0,1725.0,Prussia,Gabin,Prussia,,Shn,,440.0,54.5921685,22.2014752,"Гусев, Гусевский городской округ, Калининградская область, Северо-Западный федеральный округ, Россия",19338643.0,Q5663,גוסב,1.0,matched_nominatim
487,MGL_GML_GML,-1943559.0,Gomel,GOMEL (I),,,,,,Mogilev,Gomel,Pale,,Ziv,15EX,440.0,52.4238936,31.0131698,"Гомель, Гомельская вобласць, Беларусь",26151301.0,Q2678,הומל,1.0,matched_db_api
488,GRD_BLST_GNND,-502306.0,Goniondz,GONIONDZ,jews_present,16XX,1700.0,1600.0,1650.0,Grodno,Bielostok,Pale,,Ziv,16LX,441.0,53.489222,22.7323721,"Goniądz, powiat moniecki, województwo podlaskie, Polska",31577128.0,Q985386,,1.0,matched_db_api
489,LBL_ZMC_GRJ,-502348.0,Goraj,GORAJ,first_mention,1626,1626.0,1626.0,1626.0,Lublin,Bilgoraj,Congress Poland,,Shn,,441.0,50.6528567,22.8341694,"Goraj, Czarnystok, gmina Radecznica, powiat zamojski, województwo lubelskie, Polska",3009702631.0,,,1.0,matched_nominatim
490,WRS_GRT_GRKL,-502357.0,Góra Kalwaria,GORA KALWARIA,community_founded,1795,1795.0,1795.0,1795.0,Warszawa,Grojec,Congress Poland,,Shn,,441.0,51.9843765,21.2140226,"Góra Kalwaria, powiat piaseczyński, województwo mazowieckie, Polska",31876827.0,Q985642,גורה קלוואריה,1.0,matched_db_api
491,PTR_BRZ_GRWS,,Gora Wisniowa,GORA WISNIOWA,,,,,,Piotrkow,Lodz,Congress Poland,,Shn,,442.0,51.6798376,19.5965311,"Wola Rakowa, powiat łódzki wschodni, województwo łódzkie, Polska",3009714455.0,,,0.75,matched_refined
