line_id,code,jg_id,name,enc_name,presence_type,year_code,upper_bound,lower_bound,mid_range,prov,dist,area,note,entry_source,ziv_yearcode,enc_page,lat,lon,display_name,osm_id,wikidata_id,name_he,name_sim,match_status
1,PSK_OST_PYTL,-2990437.0,Pytalovo,ABRENE,,,,,,Pskov,Ostrov,Mainland Russia,,Ziv,18LX,19.0,57.062908,27.921061,"Пыталово, Пыталовский муниципальный округ, Псковская область, Северо-Западный федеральный округ, 181410, Россия",769891862.0,Q184361,,1.0,matched_nominatim
2,SDL_LKV_ADMW,-492116.0,Adamów,ADAMOW,jews_arrived,18XX,1900.0,1800.0,1850.0,Siedlce,Lukow,Congress Poland,,Shn,,39.0,51.7436921,22.2623567,"Adamów, gmina Adamów, powiat łukowski, województwo lubelskie, 21-412, Polska",362658040.0,Q2035593,,1.0,matched_nominatim
3,CRL_GZN_GZNP,-3206643.0,Gazenpot,AIZPUTE,jews_arrived,15XX,1600.0,1500.0,1550.0,Courland,Gazenpot,Mainland Russia,,Ziv,15EX,24.0,56.7226275,21.6067429,"Aizpute, Latvija",29488931.0,Q411723,אייזפוטה,0.875,matched_db_api
4,KZN_AKH_AKHT,-1034035.0,Akhtyrka,AKHTYRKA,POP,1897,1897.0,1897.0,1897.0,Kharkov,Akhtyrka,Mainland Russia,,Ziv,18LX,25.0,50.3115386,34.8868923,"Охтирка, Охтирська міська громада, Охтирський район, Сумська область, 42700, Україна",337524775.0,Q1013471,אוחטירקה,1.0,matched_nominatim
5,KVN_NVL_OKNS,-3206682.0,Oknista,AKNISTE,community_founded,18MX,1875.0,1850.0,1850.0,Kovno,Novoaleksandrovsk,Pale,,Ziv,18MX,25.0,56.1614742,25.7483539,"Aknīste, Latvija",360624803.0,Q420333,,1.0,matched_db_api
6,VLH_RVN_ALKS,-1034078.0,Aleksandriia,ALEKSANDRIA,first_mention,1648,1648.0,1648.0,1648.0,Volhynia,Rovno,Pale,נחרבה עי חמילנצקי ושוקמה מאוחר יותר,Ziv,16EX,27.0,50.731873,26.3455835,"Олександрія, Олександрійська сільська громада, Рівненський район, Рівненська область, 35320, Україна",337517126.0,Q4061016,,1.0,matched_nominatim
7,PTR_LDZ_ALSK,-492230.0,Aleskandrów,ALEKSANDROW,jews_arrived,1818,1818.0,1818.0,1818.0,Piotrkow,Lodz,Congress Poland,,Shn,,27.0,51.8196533,19.3035375,"Aleksandrów Łódzki, powiat zgierski, województwo łódzkie, Polska",31881622.0,Q664371,,1.0,matched_refined
8,WRS_NSH_ALKS,-492229.0,Aleksandrów,ALEKSANDROW-KUJAWSKI,jews_arrived,18LX,1900.0,1875.0,1875.0,Warszawa,Nieszawa,Congress Poland,,Shn,,28.0,52.8672734,18.6987741,"Aleksandrów Kujawski, powiat aleksandrowski, województwo kujawsko-pomorskie, Polska",3009676685.0,Q118596535,,0.917,matched_db_api
9,BSS_BLT_ALKS,-2275979.0,Aleksandreny,ALEXANDRENI,jews_arrived,18MX,1875.0,1850.0,1850.0,Bessarabia,Bieltsy,Pale,מושבה חקלאית יהודית,Ziv,18MX,28.0,47.8103129,28.0837775,"Alexăndreni, Moldova",281161097.0,Q2448236,,1.0,matched_db_api
10,KHR_ALK_ALKS,-1049208.0,Aleksandriia,ALEXANDRIA,jews_arrived,17LX,1800.0,1775.0,1775.0,Kherson,Aleksandriia,Pale,"נהרסה עי חמילנצקי, נבנתה מחדש במאה ה 19",Ziv,1648,27.0,48.670609,33.1169742,"Олександрія, Олександрійська міська громада, Олександрійський район, Кіровоградська область, Україна",337589760.0,Q156734,אולקסנדריה,1.0,matched_nominatim
11,KIV_CHG_ALKS,-1049206.0,Aleksandrovka,ALEXANDROVKA,jews_arrived,17LX,1800.0,1775.0,1775.0,Kiev,Chigirin,Pale,,Ziv,17LX,29.0,48.9658966,32.2336364,"Олександрівка, Олександрівська селищна громада, Кропивницький район, Кіровоградська область, 27314, Україна",337578545.0,Q1999866,,1.0,matched_nominatim
12,PRU_OST_ALLN,-519859.0,Allenstein,ALLENSTEIN,first_mention,1819,1819.0,1819.0,1819.0,Prussia,Olsztyn,Prussia,,Shn,,29.0,53.7766839,20.476507,"Olsztyn, województwo warmińsko-mazurskie, Polska",32566103.0,Q82765,אולשטין,1.0,matched_db_api
13,VLN_TRK_OLV,-2612619.0,Olava,ALOVE,,,,,,Vilna,Troki,Pale,,Ziv,18LX,31.0,54.3501313,24.1734127,"Alovė, Alovės seniūnija, Alytaus apskritis, Lietuva",944007716.0,Q7297277,,0.8,matched_db_api
14,KVN_TLS_OLSD,-2612624.0,Olsiady,ALSEDZIAI,jews_present,1662,1662.0,1662.0,1662.0,Kovno,Telshi,Pale,,Ziv,1662,31.0,56.0288687,22.048205,"Alsėdžiai, Alsėdžių seniūnija, Telšių apskritis, Lietuva",1550846401.0,Q4735905,אלסיאד,1.0,matched_db_api
15,PRU_PMM_ALTD,-498582.0,Altdamm,ALTDAMM,first_mention,1481,1481.0,1481.0,1481.0,Prussia,Pommern,Prussia,,Shn,,32.0,53.4005206,14.6718496,"Szczecin, województwo zachodniopomorskie, Polska",252419296.0,Q878458,,1.0,matched_db_api
16,CRN_KRL_ALTY,-1034270.0,Altynovka,ALTINOVKA,POP,1897,1897.0,1897.0,1897.0,Chernigov,Krolevets,Pale,,Ziv,1897,34.0,51.4534194,33.1894527,"Алтинівка, Кролевецька міська громада, Конотопський район, Сумська область, 41346, Україна",209397250.0,Q4063057,,1.0,matched_nominatim
17,LVL_VLK_ALKS,-3206721.0,Aluksna,ALUKSNE,jews_arrived,1890,1890.0,1890.0,1890.0,Livland,Valk,Mainland Russia,,Ziv,1890,36.0,57.4204759,27.0505075,"Alūksne, Alūksnes novads, LV-4301, Latvija",180310845.0,Q291333,אלוקסנה,0.857,matched_nominatim
18,KVN_VLK_OVNT,-2612570.0,Ovanta,ALUNTA,community_present,18XX,1900.0,1800.0,1850.0,Kovno,Vilkomir,Pale,,Ziv,18EX,36.0,55.3512359,25.293029,"Duobytė, Alantos seniūnija, Utenos apskritis, Lietuva",436965091.0,Q4708295,,0.833,matched_db_api
19,KHR_ANN_ANNV,-1034285.0,Ananev,ANANEV,community_present,18EX,1850.0,1800.0,1825.0,Kherson,Ananev,Pale,,Ziv,18EX,42.0,47.7161562,29.9634987,"Ананьїв, Ананьївська міська громада, Подільський район, Одеська область, 66422, Україна",337671196.0,Q485891,אננייב,1.0,matched_nominatim
20,VLH_ZHT_ANDR,-1034396.0,Andrushovka,ANDRUSHEVKA,first_mention,17MX,1775.0,1750.0,1750.0,Volhynia,Zhitomir,Pale,,Ziv,17MX,44.0,50.0301392,29.0222111,"Андрушівка, Андрушівська міська громада, Бердичівський район, Житомирська область, 13400-13405, Україна",337536703.0,Q148909,,0.957,matched_nominatim
21,GLC_CRC_ANDR,-492267.0,Andrychów,ANDRYCHOW,jews_arrived,18EX,1850.0,1800.0,1825.0,Galicia,Wadowice,Galicia,,Shn,,44.0,49.8555791,19.3436756,"Andrychów, gmina Andrychów, powiat wadowicki, województwo małopolskie, Polska",2691012.0,Q984857,,1.0,matched_refined
22,LMZ_OST_ANDR,-492271.0,Andruseevo,ANDRZEJEWO,community_founded,18LX,1900.0,1875.0,1875.0,Lomza,Ostrov,Congress Poland,,Ziv,18MX,45.0,52.8305612,22.2006931,"Andrzejewo, gmina Andrzejewo, powiat ostrowski, województwo mazowieckie, 07-305, Polska",692602144.0,Q2265672,,1.0,matched_refined
23,PTR_LDZ_ANDR,-492280.0,Andrzejów,ANDRZEJOW,community_founded,1805,1805.0,1805.0,1805.0,Piotrkow,Brzeziny,Congress Poland,,Shn,,45.0,51.7435866,19.6194327,"Andrzejów, Łódź-Widzew, Łódź, województwo łódzkie, Polska",17607431.0,,,1.0,matched_refined
24,PRU_OST_ANGR,-534627.0,Angerburg,ANGERBURG,jews_present,1843,1843.0,1843.0,1843.0,Prussia,Wegorzewo,Prussia,,Shn,,45.0,54.2138162,21.7416569,"Węgorzewo, powiat węgorzewski, województwo warmińsko-mazurskie, Polska",31518767.0,Q751153,,1.0,matched_db_api
25,PRU_PMM_ANKL,-1740551.0,Anklam,ANKLAM,jews_present,1348,1348.0,1348.0,1348.0,Prussia,Pommern,Prussia,,Shn,,45.0,53.8560526,13.688091,"Anklam, Vorpommern-Greifswald, Mecklenburg-Vorpommern, Deutschland",89777851.0,Q488513,,1.0,matched_db_api
26,VLH_OST_ANNP,-1034425.0,Annopol,ANNOPOL,POP,1765,1765.0,1765.0,1765.0,Volhynia,Ostrog,Pale,,Ziv,17EX,46.0,50.4526337,26.8975265,"Ганнопіль, Ганнопільська сільська громада, Шепетівський район, Хмельницька область, 30030, Україна",360697478.0,Q4066768,,1.0,matched_nominatim
27,LBL_INV_ANNP,-492321.0,Annopol,ANNOPOL-RACHOW,jews_arrived,16EX,1650.0,1600.0,1625.0,Lublin,Janow,Congress Poland,,Shn,,46.0,50.8851655,21.8550836,"Annopol, powiat kraśnicki, województwo lubelskie, Polska",371978037.0,Q567332,,1.0,matched_db_api
28,SWL_MRM_ANTN,-2612699.0,Antanava,ANTANAVAS,,,,,,Suwalki,Mariampol,Congress Poland,,Ziv,18LX,47.0,54.7044383,23.3072325,"Antanavas, Antanavo seniūnija, Marijampolės apskritis, Lietuva",762788548.0,Q5576448,,0.941,matched_db_api
29,VLH_ZSL_ANTN,-1034469.0,Antoniny,ANTONINY,,,,,,Volhynia,Zaslavl,Pale,,Ziv,18LX,47.0,49.81029,26.86466,"Антоніни, Хмельницька область, Україна",337544206.0,Q599421,,1.0,matched_db_api
30,MGL_CHR_ANTN,-149302.0,Antonovka,ANTONOVKA,community_founded,1837,1837.0,1837.0,1837.0,Mogilev,Cherikov,Pale,מושבה חקלאית יהודית,Ziv,1837,48.0,,,,,,,,not_found
31,VLH_RVN_ANTN,-1034509.0,Antonovka,ANTONOWKA,community_founded,1833,1833.0,1833.0,1833.0,Volhynia,Rovno,Pale,מושבה חקלאית יהודית,Ziv,1833,48.0,50.8058627,26.4758562,"Малолюбашанська сільська громада, Рівненська область, Україна",4295225333.0,,,0.889,matched_db_api
32,KVN_VLK_ONKS,-2612735.0,Onikshty,ANYKSCIAI,community_founded,16XX,1700.0,1600.0,1650.0,Kovno,Vilkomir,Pale,,Ziv,16EX,50.0,55.5257935,25.1061247,"Pašventupys, Anykščių seniūnija, Utenos apskritis, Lietuva",251280020.0,Q505416,,0.875,matched_db_api
33,LVL_VLK_APPN,-3206808.0,Appengof,APE,POP,19EX,1935.0,1900.0,1925.0,Livland,Valk,Mainland Russia,,Ziv,18LX,50.0,57.5404485,26.6904607,"Ape, Latvija",560248969.0,Q618119,,1.0,matched_refined
34,KHR_KHR_PKRV,-1034540.0,Pokrovskoe,APOSTOLOVO,,,,,,Kherson,Kherson,Pale,,Ziv,18LX,52.0,47.6617478,33.7180001,"Апостолове, Апостолівська міська громада, Криворізький район, Дніпропетровська область, 53800-53804, Україна",337672588.0,Q475572,,1.0,matched_refined
35,BSS_AKK_STRA,-1034623.0,Staro-Artsiz,ARCIZ,jews_arrived,18MX,1875.0,1850.0,1850.0,Bessarabia,Akkerman,Pale,,Ziv,18MX,54.0,45.9962017,29.431517,"Арциз, Арцизька міська громада, Болградський район, Одеська область, Україна",191255341.0,Q719051,,1.0,matched_refined
36,KVN_KVN_ERGL,-2612768.0,Eirogola,ARIOGALA,community_founded,17XX,1800.0,1700.0,1750.0,Kovno,Kovno,Pale,,Ziv,17EX,54.0,55.2626507,23.4828053,"Ariogala, Ariogalos miesto seniūnija, Kauno apskritis, Lietuva",1874890686.0,Q1004320,אירגולה,1.0,matched_refined
37,TRD_PRK_ARMN,-1034582.0,Armianskii bazar,ARMYIANSK,jews_arrived,18LX,1900.0,1875.0,1875.0,Taurida,Perekop,Pale,תנועה ציונית פעילה,Ziv,18LX,55.0,46.1039146,33.690787,"Армянск, Перекопський район, Республика Крым, 296012, Україна",30716086.0,Q688716,,1.0,matched_refined
38,EKT_BKH_BKHM,-1034612.0,Bakhmut,ARTIOMOVSK,jews_arrived,18EX,1850.0,1800.0,1825.0,Ekaterinoslav,Bakhmut,Mainland Russia,,Ziv,18EX,56.0,48.5894123,38.0020994,"Бахмут, Донецька область, Україна",256613679.0,Q706857,באחמוט,1.0,matched_db_api
39,CRL_TKK_ATS,-3206918.0,Autse,AUCE,jews_arrived,17XX,1800.0,1700.0,1750.0,Courland,Tukkum,Mainland Russia,,Ziv,17EX,61.0,56.4652968,22.8960281,"Auce, Latvija",278826695.0,Q758578,,1.0,matched_db_api
40,SWL_AVG_AVGS,-492452.0,Avgustov,AUGUSTOW,jews_arrived,1564,1564.0,1564.0,1564.0,Suwalki,Avgustov,Congress Poland,"תנועה ציונית התחילה ב 1885, לצידה היו אגודת ישראל והבונד",Ziv,1564,63.0,53.8437331,22.9802357,"Augustów, powiat augustowski, województwo podlaskie, Polska",1755364645.0,Q464763,אוגוסטוב,1.0,matched_db_api
41,VLN_TRK_VYSK,-2612835.0,Vysokii dvor,AUKSTADVARIS,jews_arrived,16XX,1700.0,1600.0,1650.0,Vilna,Troki,Pale,תנועה ציונית פעילה,Ziv,16EX,64.0,54.5804193,24.5279233,"Aukštadvaris, Aukštadvario seniūnija, Vilniaus apskritis, Lietuva",80031267.0,Q2667459,,1.0,matched_refined
42,SWL_MRM_PNMV,-2612858.0,Poniemov,AUKSTOJI-PANEMUNE,POP,1897,1897.0,1897.0,1897.0,Suwalki,Mariampol,Congress Poland,,Ziv,18EX,64.0,54.861111,23.963889,"Kaunas, Kauno miesto savivaldybė, Kauno apskritis, Lietuva",504533209.0,Q7130845,,0.875,matched_db_api
43,PTR_NVR_ARLW,-492476.0,Aurelów,AURELOW,community_present,1918,1918.0,1918.0,1918.0,Piotrkow,Noworadomsk,Congress Poland,,Shn,,64.0,50.9183784,19.3382171,"Aurelów, Kłomnice, gmina Kłomnice, powiat częstochowski, województwo śląskie, 42-270, Polska",31903005.0,,,1.0,matched_nominatim
44,SWL_MRM_DBVB,-2612904.0,Debova Buda,AZUOLU BUDA,jews_present,1899,1899.0,1899.0,1899.0,Suwalki,Mariampol,Congress Poland,תנועה ציונית פעילה,Ziv,18MX,65.0,54.7056225,23.5268884,"Ąžuolų Būda, Kazlų Rūdos seniūnija, Kazlų Rūdos savivaldybė, Marijampolės apskritis, Lietuva",1666720577.0,Q12679079,,0.909,matched_nominatim
45,KIV_UMN_BBNK,-1034731.0,Babanka,BABENKA,POP,1790,1790.0,1790.0,1790.0,Kiev,Uman,Pale,,Ziv,1790,66.0,48.7070412,30.4507396,"Бабанка, Бабанська селищна громада, Уманський район, Черкаська область, 20351, Україна",337588320.0,Q74487,,1.0,matched_nominatim
46,KLS_KLO_BBK,-492488.0,Babiak,BABIAK,jews_present,1857,1857.0,1857.0,1857.0,Kalisz,Kolo,Congress Poland,,Shn,,66.0,52.344523,18.6667068,"Babiak, gmina Babiak, powiat kolski, województwo wielkopolskie, 62-620, Polska",31628019.0,Q797673,,1.0,matched_nominatim
47,MGL_ORS_BBNV,-1940990.0,Babinovichi,BABINOVICHI,POP,1897,1897.0,1897.0,1897.0,Mogilev,Orsha,Pale,,Ziv,18MX,66.0,54.8327502,30.5761621,"Бабінавічы, Лёзненскі раён, Віцебская вобласць, Беларусь",243042608.0,Q1066728,,1.0,matched_db_api
48,KVN_KVN_BBTY,-2612928.0,Bobty,BABTAI,jews_present,18XX,1900.0,1800.0,1850.0,Kovno,Kovno,Pale,,Ziv,18EX,66.0,55.0951974,23.8116598,"Babtai, Babtų seniūnija, Kauno rajono savivaldybė, Kauno apskritis, Lietuva",2346484077.0,Q10954990,,1.0,matched_nominatim
49,SDL_WGR_BCZK,-492601.0,Baczki,BACZKI,jews_arrived,18LX,1900.0,1875.0,1875.0,Siedlce,Wegrow,Congress Poland,,Shn,,68.0,52.5356999,21.7739969,"Baczki, gmina Łochów, powiat węgrowski, województwo mazowieckie, 07-130, Polska",692617388.0,Q4840119,,1.0,matched_nominatim
50,PRU_PMM_PLZN,-523032.0,Polzin,BAD POLZIN,first_mention,1711,1711.0,1711.0,1711.0,Prussia,Pommern,Prussia,,Shn,,76.0,53.7648981,16.0952705,"Połczyn-Zdrój, powiat świdwiński, województwo zachodniopomorskie, Polska",1758659758.0,Q772458,,1.0,matched_refined
51,MGL_GRK_BV,-1941110.0,Baevo,BAEVO,POP,1897,1897.0,1897.0,1897.0,Mogilev,Gorki,Pale,,Ziv,18MX,78.0,54.4874149,31.1081293,"Зарубскі сельскі Савет, Дубровенскі раён, Віцебская вобласць, Беларусь",243044603.0,Q6466447,,1.0,matched_db_api
52,KVN_SHV_BSGL,-2612966.0,Beisagola,BAISOGALA,community_founded,17LX,1800.0,1775.0,1775.0,Kovno,Shavli,Pale,,Ziv,17LX,79.0,55.6389254,23.7231195,"Baisogala, Baisogalos seniūnija, Šiaulių apskritis, Lietuva",863077307.0,Q2317525,,0.889,matched_db_api
53,SWL_SVL_BKLR,-492685.0,Bakalarzhevo,BAKALARZEWO,jews_present,18LX,1900.0,1875.0,1875.0,Suwalki,Suvalki,Congress Poland,,Ziv,18LX,80.0,54.0937511,22.6516364,"Bakałarzewo, powiat suwalski, województwo podlaskie, Polska",1860825685.0,Q804268,,0.87,matched_db_api
54,TRD_SMF_BKHC,-1034817.0,Bakhchisarai,BAKHCHISARAY,jews_present,12EX,1250.0,1200.0,1225.0,Taurida,Simferopol,Pale,קהילה קראית,Ziv,12EX,80.0,44.7451986,33.848728,"Бахчисарай, городское поселение Бахчисарай, Бахчисарайский район, Республика Крым, 98400-98408, Україна",292995540.0,Q158604,,1.0,matched_nominatim
55,CRN_KNT_BKHM,-1034820.0,Bakhmach,BAKHMACH,jews_present,1897,1897.0,1897.0,1897.0,Chernigov,Konotop,Pale,,Ziv,1870,80.0,51.194908,32.76054,"Бахмач, Бахмацька міська громада, Ніжинський район, Чернігівська область, 16503, Україна",337510816.0,Q4079833,,1.0,matched_nominatim
56,VLN_OSH_BKSH,-1941013.0,Bakshty,BAKSZTY,POP,1897,1897.0,1897.0,1897.0,Vilna,Oshmiany,Pale,,Ziv,18MX,80.0,53.9374669,26.1849282,"Бакшты, Іўеўскі раён, Гродзенская вобласць, Беларусь",242994884.0,Q18755585,,1.0,matched_db_api
57,KIV_LPV_BLBN,-1034851.0,Balabanovka,BALABANOVKA,jews_present,17LX,1800.0,1775.0,1775.0,Kiev,Lipovets,Pale,,Ziv,17LX,80.0,49.112659,29.613649,"Балабанівка, Оратівська селищна громада, Вінницький район, Вінницька область, 22653, Україна",337571558.0,Q4076208,,1.0,matched_nominatim
58,TRD_SVS_BLKL,-1034856.0,Balaklava,BALAKLAVA,jews_present,1919,1919.0,1919.0,1919.0,Taurida,Sevastopol,Pale,תנועה ציונית פעילה,Ziv,18LX,80.0,44.5121316,33.5990374,"Балаклава, Балаклавский округ, Балаклавский район, Севастополь, Україна",266318137.0,Q748363,בלקלאווה,1.0,matched_nominatim
59,SWL_MRM_BLVR,-2612996.0,Balverzhishki,BALBIERISKIS,community_founded,16MX,1675.0,1650.0,1650.0,Suwalki,Mariampol,Congress Poland,תנועה ציונית פעילה,Ziv,16MX,81.0,54.5149138,23.8908596,"Geruliai, Balbieriškio seniūnija, Kauno apskritis, Lietuva",1154579904.0,Q2845251,,0.8,matched_db_api
60,GLC_LWW_BLGR,-492736.0,Baligród,BALIGROD,jews_arrived,17LX,1800.0,1775.0,1775.0,Galicia,Lisko,Galicia,,Shn,,81.0,49.3367963,22.2866341,"Baligród, powiat leski, województwo podkarpackie, Polska",692614011.0,Q3496277,,1.0,matched_db_api
61,POD_KMN_BLN,-1034883.0,Balin,BALLIN,jews_arrived,17XX,1800.0,1700.0,1750.0,Podolia,Kamenets-Podolsk,Pale,,Ziv,17EX,82.0,48.877831,26.67721,"Балин, Смотрицька селищна громада, Кам’янець-Подільський район, Хмельницька область, 32440, Україна",337581898.0,Q4076614,,1.0,matched_nominatim
62,KVN_VLK_BLNK,-2613022.0,Bolniki,BALNINKAI,community_founded,17LX,1800.0,1775.0,1775.0,Kovno,Vilkomir,Pale,,Ziv,17EX,82.0,55.2944132,25.121159,"Balninkai, Balninkų seniūnija, Utenos apskritis, Lietuva",418339772.0,Q2126478,,1.0,matched_db_api
63,POD_BLT_BLT,-1034900.0,Balta,BALTA,jews_arrived,15EX,1550.0,1500.0,1525.0,Podolia,Balta,Pale,,Ziv,15EX,82.0,47.9363162,29.6225979,"Балта, Балтська міська громада, Подільський район, Одеська область, 66100-66105, Україна",304715783.0,Q805554,,1.0,matched_nominatim
64,BSS_BLT_BLTS,-2276030.0,Beltsy,BALTI,jews_arrived,17LX,1800.0,1775.0,1775.0,Bessarabia,Bieltsy,Pale,היהודים היו בין מקימי העיירה,Ziv,17LX,82.0,47.7623952,27.9286022,"Bălți, Moldova",266185307.0,Q37801,בלץ,1.0,matched_db_api
65,POD_MGL_BR,-1034926.0,Bar,BAR,jews_arrived,15XX,1600.0,1500.0,1550.0,Podolia,Mogilev,Pale,,Ziv,15EX,86.0,49.077621,27.6813781,"Бар, Вінницька область, Україна",337573492.0,Q737925,,1.0,matched_db_api
66,MGL_ORS_BRN,-1941033.0,Baran,BARAN,jews_present,1929,1929.0,1929.0,1929.0,Mogilev,Orsha,Pale,,Ziv,18LX,86.0,54.4791845,30.315932,"Барань, Аршанскі раён, Віцебская вобласць, Беларусь",242979085.0,Q286964,,1.0,matched_db_api
67,GLC_LWW_BRNW,-492818.0,Baranów,BARANOW (I),community_founded,17XX,1800.0,1700.0,1750.0,Galicia,Tarnobrzeg,Galicia,,Shn,,87.0,50.4994982,21.5417887,"Baranów Sandomierski, powiat tarnobrzeski, województwo podkarpackie, Polska",31899479.0,Q807271,,1.0,matched_refined
68,LBL_PLW_BRNW,-492799.0,Baranów,BARANOW (II),jews_arrived,16XX,1700.0,1600.0,1650.0,Lublin,Pulawy,Congress Poland,,Shn,,88.0,51.5575254,22.1358528,"Baranów, powiat puławski, województwo lubelskie, Polska",1911965509.0,Q2147121,,1.0,matched_db_api
69,MNS_NVG_BRNV,-1941035.0,Baranovichi,BARANOWICZE,jews_arrived,1870,1870.0,1870.0,1870.0,Minsk,Novogrudok,Pale,,Ziv,1870,88.0,53.1322925,26.0184156,"Баранавічы, Брэсцкая вобласць, Беларусь",242978911.0,Q237655,ברנוביץ',1.0,matched_db_api
70,VLH_ZHT_BRSH,-1034965.0,Barashi,BARASHI,first_mention,1752,1752.0,1752.0,1752.0,Volhynia,Zhitomir,Pale,,Ziv,1752,88.0,50.712551,28.029209,"Бараші, Барашівська сільська громада, Звягельський район, Житомирська область, 11255, Україна",337517468.0,Q4077969,,1.0,matched_nominatim
71,KVN_TLS_BRST,-2613110.0,Barstichai,BARSTYCIAI,,,,,,Kovno,Telshi,Pale,,Ziv,18LX,90.0,56.1608372,21.8730004,"Barstyčiai, Barstyčių seniūnija, Klaipėdos apskritis, Lietuva",751829269.0,Q1810033,,0.952,matched_db_api
72,PRU_OST_BRTN,-492966.0,Bartenstein,BARTENSTEIN,first_mention,1737,1737.0,1737.0,1737.0,Prussia,Frydlad,Prussia,,Shn,,91.0,54.2523708,20.8143702,"Bartoszyce, powiat bartoszycki, województwo warmińsko-mazurskie, Polska",31527468.0,Q809585,,1.0,matched_db_api
73,SWL_VLK_BRTN,-2613121.0,Bartniki,BARTININKAI,,,,,,Suwalki,Volkovyshki,Congress Poland,,Ziv,18LX,91.0,54.5030915,23.0271762,"Bartninkai, Bartninkų seniūnija, Marijampolės apskritis, Lietuva",823452210.0,Q2048260,,1.0,matched_db_api
74,GLC_TRN_BRYS,-1035000.0,Barysz,BARYSZ,community_present,18LX,1900.0,1875.0,1875.0,Galicia,Buczacz,Galicia,,Shn,,91.0,49.03129,25.27062,"Бариш, Тернопільська область, Україна",337575334.0,Q736537,,1.0,matched_db_api
75,PLT_PRS_BRYS,-1035001.0,Baryshevka,BARYSZEVKA,POP,1897,1897.0,1897.0,1897.0,Poltava,Pereiaslav,Pale,,Ziv,18EX,91.0,50.3645295,31.3256722,"Баришівка, Київська область, Україна",337523450.0,Q763787,,1.0,matched_db_api
76,KVN_RSS_BTK,-2613151.0,Botoki,BATAKIAI,POP,19EX,1950.0,1900.0,1925.0,Kovno,Rossieny,Pale,,Ziv,18LX,91.0,55.3511799,22.5147203,"Batakiai, Batakių seniūnija, Tauragės apskritis, Lietuva",766719259.0,Q2692069,,1.0,matched_db_api
77,GLC_TRN_BTTY,-1035044.0,Batiatycze,BATIATYCZE,,,,,,Galicia,Kamionka,Galicia,,Shn,,92.0,50.1068908,24.2701156,"Батятичі, Кам'янка-Бузька міська громада, Львівський район, Львівська область, 80423, Україна",337534251.0,Q4079665,,1.0,matched_nominatim
78,CRL_BSK_BSK,-3207144.0,Bausk,BAUSKA,jews_arrived,17LX,1800.0,1775.0,1775.0,Courland,Bausk,Mainland Russia,,Ziv,17LX,92.0,56.4082863,24.1876674,"Bauska, Latvija",343697069.0,Q498256,,0.909,matched_db_api
79,VLH_STR_BZL,-1035073.0,Bazaliia,BAZALIYA,jews_arrived,16LX,1700.0,1675.0,1675.0,Volhynia,Starokonstantinov,Pale,,Ziv,16LX,95.0,49.71382,26.47877,"Базалія, Хмельницька область, Україна",337548269.0,Q2629685,,1.0,matched_db_api
80,VLH_OVR_BZR,-1035076.0,Bazar,BAZAR,jews_present,17LX,1800.0,1775.0,1775.0,Volhynia,Ovruch,Pale,תנועה ציונית פעילה,Ziv,17LX,95.0,51.045311,29.29393,"Базар, Народицька селищна громада, Коростенський район, Житомирська область, 11452, Україна",1078451134.0,Q2022610,,1.0,matched_nominatim
81,KVN_SHV_PDBS,-2617318.0,Podubis,BAZILIONAI,community_present,18XX,1900.0,1800.0,1850.0,Kovno,Shavli,Pale,,Ziv,18EX,95.0,55.7954629,23.1414592,"Bazilionai, Bubių seniūnija, Šiaulių rajono savivaldybė, Šiaulių apskritis, Lietuva",712628343.0,Q2486533,,1.0,matched_refined
82,MNS_BRS_BGML,-1941121.0,Begoml,BEGOML,jews_arrived,18EX,1850.0,1800.0,1825.0,Minsk,Borisov,Pale,,Ziv,18EX,97.0,54.7327468,28.060805,"Бягомль, Докшыцкі раён, Віцебская вобласць, Беларусь",344174228.0,Q2987876,,1.0,matched_db_api
83,KIV_VSL_BLTS,-1035624.0,Bielaia Tserkov,BELAYA TSERKOW,jews_arrived,16EX,1650.0,1600.0,1625.0,Kiev,Vasilkov,Pale,,Ziv,16EX,99.0,49.7969703,30.1158069,"Біла Церква, Київська область, Україна",255259998.0,Q33342,בילה צרקווה,0.966,matched_db_api
84,TLA_BLV_BLV,-2883907.0,Bielev,BELEV,jews_arrived,18LX,1900.0,1875.0,1875.0,Tula,Bielev,Mainland Russia,,Ziv,18LX,100.0,53.811798,36.137001,"Белёв, городское поселение Белёв, Белёвский район, Тульская область, Центральный федеральный округ, 301532, Россия",49293649.0,Q104707,,0.909,matched_nominatim
85,PRU_PMM_BLGR,-493427.0,Belgard,BELGARD,jews_present,16LX,1700.0,1675.0,1675.0,Prussia,Pommern,Prussia,,Shn,,100.0,54.0064367,15.9870974,"Białogard, powiat białogardzki, województwo zachodniopomorskie, Polska",31347663.0,Q161919,,1.0,matched_db_api
86,KIV_BRD_BLLV,-1035165.0,Bielilovka,BELILOVKA,jews_present,17EX,1750.0,1700.0,1725.0,Kiev,Berdichev,Pale,,Ziv,17EX,102.0,49.680519,29.03446,"Білилівка, Ружинська селищна громада, Бердичівський район, Житомирська область, 13642, Україна",337549544.0,Q1994731,,0.947,matched_nominatim
