id,name,name_he,viv,viv_code,powiat,sum_group,value,addition,addition_type,group,geocode,modern_name,lat,lon,galil,galil_id,wikidata,wikipedia,osm_id,text,is_child,parent_id
247,Langforty,,Pomorenia,PMR,,PMR_1,230,,,,PMR_LANGFORTY,"Wrzeszcz, Gdańsk, Pomeranian Voivodeship, Poland",54.3754013,18.6091245,Great Poland,3,Q1792,,2642964,"Langforty, Heiligenbrun, w powiecie Gdańskim",0,
248,Belnow,,Pomorenia,PMR,,PMR_1,51,,,,PMR_BELNOW,"Belno, Świecie County, Kuyavian-Pomeranian Voivodeship, Poland",53.4667332,18.4475239,Great Poland,3,,pl:Belno (województwo kujawsko-pomorskie),3009665731,Belnow w powiecie Swieckim,0,
249,Bukowiec,,Pomorenia,PMR,,PMR_1,140,,,,PMR_BUKOWIEC,"Bukowiec, Świecie County, Kuyavian-Pomeranian Voivodeship, Poland",53.4322372,18.243079,Great Poland,3,,,3009661924,Bukowiec w powiecie tymże,0,
250,Bolszewo,,Pomorenia,PMR,,PMR_1,85,,,,PMR_BOLSZEWO,"Bolszewo, Wejherowo County, Pomeranian Voivodeship, Poland",54.6166099,18.1763711,Great Poland,3,,pl:Bolszewo,3009664170,Bolszewo w powiecie Puckim,0,
251,Grupa,,Pomorenia,PMR,,PMR_1,23,,,,PMR_GRUPA,"Grupa, Świecie County, Kuyavian-Pomeranian Voivodeship, Poland",53.5056768,18.6252125,Great Poland,3,,pl:Grupa (osada),31590117,Grupa w powiecie Świeckim,0,
252,Bochlin,,Pomorenia,PMR,,PMR_1,43,,,,PMR_BOHLIN,"Bochlin, Nowe, Kuyavian-Pomeranian Voivodeship, Poland",53.6779399,18.7235747,Great Poland,3,,,692621313,Bochlin w powiecie Nowskim,0,
253,Osieczno,,Pomorenia,PMR,,PMR_1,5,,,,PMR_OSIEECZNIE,"Wielki Komorsk, Świecie County, Kuyavian-Pomeranian Voivodeship, Poland",53.586683,18.6711545,Great Poland,3,,pl:Wielki Komórsk (gromada),3009667359,W Osiecznie vel w Wielkim Komorze,0,
254,Krokow,,Pomorenia,PMR,,PMR_1,24,,,,PMR_KROKOW,"Krokowa, Puck County, Pomeranian Voivodeship, Poland",54.7790082,18.1636337,Great Poland,3,,,31531719,Wieś Krokow,0,
256,Dobrzyń,דובז'ין על נהר ויסלה,Inowrocław,DBR,Ziemia Dobrzyńska.,INW_2,757,,,,DBR_INTHEDOBRZYN,"Dobrzyń nad Wisłą, Kuyavian-Pomeranian Voivodeship, Poland",52.6375464,19.3182434,Great Poland,3,Q995806,pl:Dobrzyń nad Wisłą,2643779,W mieście Dobrzyniu Synagogi,0,
257,Lipno,ליפנו,Inowrocław,DBR,Ziemia Dobrzyńska.,INW_2,58,,,,DBR_LIPNO,"Lipno, Kuyavian-Pomeranian Voivodeship, Poland",52.844147,19.1784128,Great Poland,3,Q324922,pl:Lipno,2643776,W mieście Lipnie communittis,0,
258,Kikol,קיקול,Inowrocław,DBR,Ziemia Dobrzyńska.,INW_2,102,,,,DBR_KIKOL,"Kikół, Lipno County, Kuyavian-Pomeranian Voivodeship, Poland",52.9119516,19.1199145,Great Poland,3,Q984964,pl:Kikół,11022344,W mieście Kikolu communittis,0,
259,Radzikowo,,Inowrocław,DBR,Ziemia Dobrzyńska.,INW_2,165,,,,DBR_RADZIKI,"Radziki Duże, Golub-Dobrzyń County, Kuyavian-Pomeranian Voivodeship, Poland",53.1644049,19.2752376,Great Poland,3,,,3009675838,W mieście Radzikowskich Żydów,0,
261,Lwów,לבוב (למברג),Rus,RUS,Ziemia Lwowska.,RUS_1,6378,,,,RUS_LWOW,"Lviv, Lviv Oblast, Ukraine",49.839683,24.029717,Rus,14,Q4132542,uk:Галицький район (Львів),2123677,Miasto Lwów z parafią,0,
262,Janow,,Rus,RUS,Ziemia Lwowska.,RUS_1,244,,,,RUS_JANOWL,"Ivano-Frankove, Lviv Oblast, Ukraine",49.9202398,23.7240854,Rus,14,,,,Miasto Janow z p.,0,
263,Jaworow,יבוריב,Rus,RUS,Ziemia Lwowska.,RUS_1,1055,,,,RUS_JAWOROW,"Yavoriv, Lviv Oblast, Ukraine",49.9380885,23.3885219,Rus,14,Q997392,uk:Яворів,7992875,Miasto Jaworow z p.,0,
264,Złoczow,זלוצ'וב,Rus,RUS,Ziemia Lwowska.,RUS_1,1656,,,,RUS_ZLOCZOW,"Zolochiv, Lviv Oblast, Ukraine",49.80941,24.901371,Rus,14,Q2010577,uk:Золочів (смт),3546323,Miasto Złoczow z p.,0,
265,Zborow,זבורוב,Rus,RUS,Ziemia Lwowska.,RUS_1,800,,,,RUS_ZBOROW,"Zboriv, Ternopil Oblast, Ukraine",49.6651847,25.1385436,Rus,14,Q148928,uk:Зборів,3167000,Miasto Zborow z p.,0,
266,Gliniany,הליניאני,Rus,RUS,Ziemia Lwowska.,RUS_1,811,,,,RUS_GLINIANY,"Hlyniany, Lviv Oblast, Ukraine",49.8215682,24.5159494,Rus,14,Q997502,uk:Глиняни,16070448,Miasto Gliniany z p.,0,
267,Jaryczow,יריצ'וב נובי,Rus,RUS,Ziemia Lwowska.,RUS_1,764,,,,RUS_JARYCZOW,"Novyi Yarychiv, Lviv Oblast, Ukraine",49.9017811,24.3032205,Rus,14,,,,Miasto Jaryczow z p.,0,
268,Toporow,טופורוב,Rus,RUS,Ziemia Lwowska.,RUS_1,188,,,,RUS_TOPOROW,"Toporiv, Lviv Oblast, Ukraine",50.11666667,24.71666667,Chelm Belz,2,,,,Miasto Toporow z p.,0,
269,Sokołowka,סוקולובקה,Rus,RUS,Ziemia Lwowska.,RUS_1,159,,,,RUS_SOKOLOWKA,"Sokolivka, Busk Raion, Lviv Oblast, Ukraine",50.0463387,24.8480521,,14,Q4427312,uk:Соколівка (Золочівський район),337536589,Miasto Sokołowka z p.,0,
270,Brody,ברודי,Rus,RUS,Ziemia Lwowska.,RUS_1,6877,,,,RUS_BRODY,"Brody, Lviv Oblast, Ukraine",50.0788069,25.1478943,Rus,14,Q465104,uk:Броди,7283582,Miasto Brody z p.,0,
271,Olesko,אולסקו,Rus,RUS,Ziemia Lwowska.,RUS_1,771,,,,RUS_OLESKO,"Olesko, Lviv Oblast, Ukraine",49.9631967,24.8950221,Rus,14,Q2019437,uk:Олесько,4274889,Miasto Olesko z p.,0,
272,Sasow,סאסוב,Rus,RUS,Ziemia Lwowska.,RUS_1,230,,,,RUS_SASOW,"Sasiv, Lviv Oblast, Ukraine",49.8716574,24.9491175,Rus,14,,,,Miasto Sasow z p.,0,
273,Gołogury,גולוגורי,Rus,RUS,Ziemia Lwowska.,RUS_1,619,,,,RUS_GOLOGORY,"Holohory, Lviv Oblast, Ukraine",49.7547613,24.7213879,Rus,14,Q4142058,uk:Гологори (село),337546576,Miasto Gołogury z p.,0,
274,Białykamień,ביאלי קמיין,Rus,RUS,Ziemia Lwowska.,RUS_1,345,,,,RUS_BIALYKAMIEN,"Bilyi Kamin, Lviv Oblast, Ukraine",49.8962281,24.8506377,Rus,14,,,,Miasto Białykamień z p.,0,
275,Brzeżany,בז'ז'ני,Rus,RUS,Ziemia Lwowska.,RUS_1,1270,,,,RUS_BRZEZANY,"Berezhany, Ternopil Oblast, Ukraine",49.4438882,24.9361397,Rus,14,Q793424,uk:Бережани,3166665,Miasto Brzeżany z p.,0,
276,Przemyślany,פרמישלן,Rus,RUS,Ziemia Lwowska.,RUS_1,789,,,,RUS_PRZEMYSLANY,"Peremyshliany, Lviv Oblast, Ukraine",49.6692136,24.5593173,Rus,14,Q997462,uk:Перемишляни,7993004,Miasto Przemyślany z p.,0,
277,Narajow,נרייב,Rus,RUS,Ziemia Lwowska.,RUS_1,286,,,,RUS_NARAJOW,"Naraiv, Ternopil Oblast, Ukraine",49.5334995,24.775306,Rus,14,Q4313046,uk:Нараїв (Тернопільський район),18976470,Miasto Narajow z p.,0,
278,Kozowa,קוזובה,Rus,RUS,Ziemia Lwowska.,RUS_1,338,,,,RUS_KOZOWA,"Kozova, Ternopil Oblast, Ukraine",49.4311113,25.1456231,Rus,14,Q1475951,uk:Козова,3167054,Miasto Kozowa z p.,0,
279,Kniechynicze,קנייהניטש,Rus,RUS,Ziemia Lwowska.,RUS_1,250,,,,RUS_KNIHYNICZE,"Kniahynychi, Ivano-Frankivsk Oblast, Ukraine",49.3803079,24.4607076,Rus,14,Q4224811,uk:Княгиничі (Івано-Франківський район),940863622,Miasto Kniechynicze z p.,0,
280,Swierz,שוויז'ה,Rus,RUS,Ziemia Lwowska.,RUS_1,933,,,,RUS_SWIRZ,"Svirzh, Lviv Oblast, Ukraine",51.21694489,23.7329463,Chelm Belz,2,Q4410802,uk:Свірж (Львівський район),337551026,Miasto Swierz z p.,0,
281,Bubrka,בוברקה,Rus,RUS,Ziemia Lwowska.,RUS_1,840,,,,RUS_BOBRKA,"Bibrka, Lviv Oblast, Ukraine",49.6376889,24.2948622,Rus,14,Q156808,uk:Бібрка,3725875,Miasto Bubrka z p.,0,
282,Nawarya,נאווריה,Rus,RUS,Ziemia Lwowska.,RUS_1,140,,,,RUS_NAWARJA,"Navariia, Lviv Oblast, Ukraine",49.7479799,23.9240561,Rus,14,Q4311321,uk:Наварія (село),4238134,Miasto Nawarya z p.,0,
283,Grodek,הורודוק,Rus,RUS,Ziemia Lwowska.,RUS_1,995,,,,RUS_GRODEK,"Horodok, Lviv Oblast, Ukraine",49.7821352,23.6611306,Rus,14,Q930449,uk:Городок (Львівська область),8014864,Miasto Grodek z p.,0,
284,Szczyrzec,שצ'ז'ץ,Rus,RUS,Ziemia Lwowska.,RUS_1,545,,,,RUS_SZCZERZEC,"Shchyrets, Lviv Oblast, Ukraine",49.6473038,23.8566664,Rus,14,Q1020441,uk:Щирець,13616415,Miasto Szczyrzec z p.,0,
285,Komarno,קומארנו,Rus,RUS,Ziemia Lwowska.,RUS_1,1530,,,,RUS_KOMARNO,"Komarno, Lviv Oblast, Ukraine",49.6258399,23.69581,Rus,14,Q1004265,uk:Комарно,7992886,Miasto Komarno z p.,0,
286,Żółkiew,ז'ובקבה,Rus,RUS,Ziemia Lwowska.,RUS_1,2002,,,,RUS_ZOLKIEW,"Zhovkva, Lviv Oblast, Ukraine",50.0588756,23.9736471,Rus,14,Q864836,uk:Жовква,7992879,Miasto Żółkiew z p.,0,
287,Kulikow,קוליקיב,Rus,RUS,Ziemia Lwowska.,RUS_1,409,,,,RUS_KULIKOW,"Kulykiv, Lviv Oblast, Ukraine",49.980217,24.0778329,Rus,14,Q1020037,uk:Куликів (смт),3904898,Miasto Kulikow z p.,0,
288,Strumiłowa Kamionka,קאמיאנקה בוזקה,Rus,RUS,Ziemia Lwowska.,RUS_1,617,,,,RUS_STRUMILOWAKAMIONKA,"Kamianka-Buzka, Lviv Oblast, Ukraine",50.0994726,24.3454482,Rus,14,Q1020330,uk:Кам'янка-Бузька,4245558,Miasto Strumiłowa Kamionka z p.,0,
289,Podkamień,פידקאמין,Rus,RUS,Ziemia Lwowska.,RUS_1,985,,,,RUS_PODKAMIEN,"Pidkamin, Lviv Oblast, Ukraine",49.9424223,25.3225884,Rus,14,Q2509983,uk:Підкамінь,4172890,Miasto Podkamień z p.,0,
290,Wybranowka,ויבראנובקה,Rus,RUS,Ziemia Lwowska.,RUS_1,250,,,,RUS_WYBRANOWKA,"Vybranivka, Lviv Oblast, Ukraine",49.5564421,24.2131723,Rus,14,Q4128709,uk:Вибранівка,337554761,Miasto Wybranowka z p.,0,
291,Strzeliska,סצ'ליסקה נובה,Rus,RUS,Ziemia Lwowska.,RUS_1,553,,,,RUS_STRZELISKA,"Novi Strilyshcha, Lviv Oblast, Ukraine",49.5168567,24.4058088,Rus,14,,,,Miasto Strzeliska z p.,0,
292,Stanisławczyk,סטאניסלאבצ'יק / סטאניסלאוו קטן,Rus,RUS,Ziemia Lwowska.,RUS_1,126,,,,RUS_STANISLAWCZYK,"Stanislavchyk, Brody Urban Hromada, Zolochiv Raion, Lviv Oblast, 80622, Ukraine",49.68333333,23.15,Przemsyl,12,Q4439414,uk:Станіславчик (Бродівський район),7370863,Miasto Stanisławczyk z p.,0,
293,Pomorzany,פומוריאני,Rus,RUS,Ziemia Lwowska.,RUS_1,739,,,,RUS_POMORZANY,"Pomoriany, Lviv Oblast, Ukraine",49.6412567,24.9329181,Rus,14,Q4371769,uk:Поморяни,4274818,Miasto Pomorzany,0,
294,Kuliczkow,רובע האליצקי,Rus,RUS,Ziemia Lwowska.,RUS_1,55,,,,RUS_KULICZKOW,"Kulykiv, Kulykiv Settlement Hromada, Lviv Raion, Lviv Oblast, Ukraine",49.9802537,24.0770707,Rus,14,Q1020037,uk:Куликів (смт),3904898,Karaimów Kuliczkowskich,0,
295,Dunajow,דונאיוב,Rus,RUS,Ziemia Lwowska.,RUS_1,81,,,,RUS_DUNAJOW,"Dunayiv, Lviv Oblast, Ukraine",49.6174228,24.823481,Rus,14,Q4170692,uk:Дунаїв (Львівський район),337552219,Accedit miasteczko Dunajow,0,
297,Lezaysk,ליז'נסק,Rus,RUS,Ziemia Przemyska.,RUS_2,909,,,,RUS_LEZAJSK,"Leżajsk, Podkarpackie Voivodeship, Poland",50.2620534,22.4210807,Przemsyl,12,Q614145,pl:Leżajsk,904172,Kachał Lezayski z p.,0,
298,Sieniawa,שיניאווה,Rus,RUS,Ziemia Przemyska.,RUS_2,1145,,,,RUS_SIENIAWA,"Sieniawa, Podkarpackie Voivodeship, Poland",50.177791,22.6095389,Chelm Belz,2,Q377994,pl:Sieniawa,1757362,Kachał Sieniawski z p.,0,
299,Przeworsk,פשבורסק,Rus,RUS,Ziemia Przemyska.,RUS_2,969,,,,RUS_PRZEWORSK,"Przeworsk, Podkarpackie Voivodeship, Poland",50.0587,22.49377,Przemsyl,12,Q983875,pl:Przeworsk,2971215,Kachał Przeworski z p.,0,
300,Nowemiasto,נובמיאסטו,Rus,RUS,Ziemia Przemyska.,RUS_2,245,,,,RUS_NOWEMIASTO,"Nyzhankovychi, Lviv Oblast, Ukraine",49.6770742,22.8068436,Przemsyl,12,,,,Synagoga Nowomiescka z p.,0,
301,Łancut,לנצוט,Rus,RUS,Ziemia Przemyska.,RUS_2,829,,,,RUS_LANCUT,"Łańcut, Podkarpackie Voivodeship, Poland",50.06824,22.2298,Przemsyl,12,Q345331,pl:Łańcut,2975475,Kahał Łancucki z p.,0,
302,Lubomierz,לובומירז,Rus,RUS,Ziemia Przemyska.,RUS_2,446,,,,RUS_LUBOMIERZ,"Luboml, Volyn Oblast, Ukraine",50.19054248,23.03173797,Przemsyl,2,Q974468,uk:Любомль,3601597,Synagoga miasta Lubomierza z p.,0,
303,Krzeszow,קששוב,Rus,RUS,Ziemia Przemyska.,RUS_2,413,,,,RUS_KRZESZOWSKI,"Krzeszów, Nisko County, Poland",50.403539,22.3424857,Przemsyl,12,Q1809464,pl:Krzeszów (województwo podkarpackie),3856705,Kachał Krzeszowski z p.,0,
304,Tarnogrod,טארנוגרוד,Rus,RUS,Ziemia Przemyska.,RUS_2,1606,,,,RUS_TARNOBRZEG,"Tarnobrzeg, Podkarpackie Voivodeship, Poland",50.36312530191612,22.737415964652005,Ordyancja Zamoyska,9,,,,Kachał Tarnogrodzki z p.,0,
305,Drohobycz,דרוהוביץ',Rus,RUS,Ziemia Przemyska.,RUS_2,1923,,,,RUS_DROHOBYCZ,"Drohobych, Lviv Oblast, Ukraine",49.3580116,23.5123193,,12,Q158821,uk:Дрогобич,2122758,Kachał Drohobycki z p.,0,
306,Kanczuga,קנצ'וגה,Rus,RUS,Ziemia Przemyska.,RUS_2,247,,,,RUS_KANCZUGA,"Kańczuga, Podkarpackie Voivodeship, Poland",49.9833529,22.4116071,Przemsyl,12,Q653844,pl:Kańczuga,2971592,miasta Kanczugi z p.,0,
307,Grodzisko,גרודז'יסק דולנה,Rus,RUS,Ziemia Przemyska.,RUS_2,280,,,,RUS_GRODZISKO,"Grodzisko Dolne, Podkarpackie Voivodeship, Poland",50.1578027,22.4665644,Przemsyl,12,Q2706336,pl:Grodzisko Dolne,3009716770,Synagoga Grodziska z p.,0,
308,Chyrow,חירוב,Rus,RUS,Ziemia Przemyska.,RUS_2,455,,,,RUS_CHYROW,"Khyriv, Lviv Oblast, Ukraine",49.5346856,22.8526792,Przemsyl,12,Q1020128,uk:Хирів,6986647,Kachał Chyrowski z p.,0,
309,Hussakow,הוסאקוב,Rus,RUS,Ziemia Przemyska.,RUS_2,385,,,,RUS_HUSAKOW,"Husakiv, Lviv Oblast, Ukraine",49.7138712,22.9951543,Przemsyl,12,Q4152603,uk:Гусаків,337548259,Kachał Hussakowski z p.,0,
310,Tyczyn,טיצ'ין,Rus,RUS,Ziemia Przemyska.,RUS_2,586,,,,RUS_TYCZYN,"Tyczyn, Podkarpackie Voivodeship, Poland",49.9638636,22.0339385,Rzeszow,13,Q1946067,pl:Tyczyn,2389902,Kachał Tyczyński z p.,0,
311,Stary Sambor,סטארי סמביר,Rus,RUS,Ziemia Przemyska.,RUS_2,193,,,,RUS_STARYSAMBOR,"Staryi Sambir, Lviv Oblast, Ukraine",49.443994,23.0037506,Przemsyl,12,Q1025844,uk:Старий Самбір,6956616,Kachał Miasta Starego Sambora,0,
312,Pruchnik,פרוחניק,Rus,RUS,Ziemia Przemyska.,RUS_2,280,,,,RUS_PRUCHINICKI,"Pruchnik, Podkarpackie Voivodeship, Poland",49.9061322,22.5155104,Przemsyl,12,Q2114405,pl:Pruchnik,2504818,Kachał Pruchnicki z p.,0,
313,Krasiczyn,קרסיצ׳ין,Rus,RUS,Ziemia Przemyska.,RUS_2,159,,,,RUS_KRASICZINSKI,"Krasiczyn, Podkarpackie Voivodeship, Poland",49.7762204,22.6525426,Przemsyl,12,Q2753756,,3009691232,Kachał Krasiczyński z p.,0,
314,Ustrzygi,אוסצ'יקי דולנה,Rus,RUS,Ziemia Przemyska.,RUS_2,99,,,,RUS_USTRZYG,"Ustrzyki Dolne, Podkarpackie Voivodeship, Poland",49.4303242,22.5942366,Przemsyl,12,Q1906346,pl:Ustrzyki Dolne,1748165,Synagoga miasta Ustrzyg z p,0,
315,Łaszki,פלשטין,Rus,RUS,Ziemia Przemyska.,RUS_2,164,,,,RUS_LASZEK,"Skelivka, Lviv Oblast, Ukraine",49.5376067,22.9667529,Przemsyl,12,,,,Synagoga miasta Łaszek y Fulsztyna,0,
316,Biercza,בירצ'ה,Rus,RUS,Ziemia Przemyska.,RUS_2,214,,,,RUS_BIRCZA,"Bircza, Podkarpackie Voivodeship, Poland",49.6923166,22.4858847,Przemsyl,12,Q2481888,pl:Bircza,3009725512,Synagoga miasteczka Bierczy z p.,0,
317,Wiszenka,וישנקה,Rus,RUS,Ziemia Przemyska.,RUS_2,291,,,,RUS_WISZENKI,"Vyshnia, Sambir Raion, Ukraine",49.77786814,23.20023782,Przemsyl,12,,,,Synagoga Wiszenka z p.,0,
318,Rzeszow,ז'שוב (ראישה),Rus,RUS,Ziemia Przemyska.,RUS_2,1202,,,,RUS_RZESZOW,"Rzeszów, Podkarpackie Voivodeship, Poland",50.0411867,21.9991196,Rzeszow,13,,,,Synagoga Kachał Rzeszowski z p.,0,
319,Nowy Sambor,סמביר,Rus,RUS,Ziemia Przemyska.,RUS_2,513,,,,RUS_NOWYSAMBOR,"Sambir, Lviv Oblast, Ukraine",49.5207147,23.2065501,Przemsyl,12,Q156593,uk:Самбір,5680238,Synagoga Nowego Sambora,0,
320,Starosol,סטארה סול,Rus,RUS,Ziemia Przemyska.,RUS_2,229,,,,RUS_STARASOL,"Stara Sil, Lviv Oblast, Ukraine",49.4884443,22.9644053,Przemsyl,12,Q1019877,uk:Стара Сіль,4250170,Synagoga Starosolska z p.,0,
321,Krzywcza,קשיוצ'ה,Rus,RUS,Ziemia Przemyska.,RUS_2,98,,,,RUS_KRZYWCZA,"Krzywcza, Podkarpackie Voivodeship, Poland",49.7982591,22.5451123,Przemsyl,12,Q2106325,,3009771459,Synagoga miasteczka Krzywczy z p.,0,
322,Mosciska,מושצ'יסקה,Rus,RUS,Ziemia Przemyska.,RUS_2,912,,,,RUS_MOSCISKA,"Mostyska, Lviv Oblast, Ukraine",49.7921981,23.1515533,Przemsyl,12,Q1020108,uk:Мостиська,3629228,Kachał Moscicki z p.,0,
323,Dobromil,דוברומיל,Rus,RUS,Ziemia Przemyska.,RUS_2,1153,,,,RUS_DOBROMILSKI,"Dobromyl, Lviv Oblast, Ukraine",49.5739,22.7860759,Przemsyl,12,,,,Kachał Dobromilski z p.,0,
324,Krakowiec,קרקוביץ,Rus,RUS,Ziemia Przemyska.,RUS_2,462,,,,RUS_KRAKOWIECKI,"Krakovets, Lviv Oblast, Ukraine",49.958705,23.1569823,Przemsyl,12,Q1026933,uk:Краковець,4257608,Kachał Krakowiecki z p.,0,
325,Rybotycze,ריבטיטש,Rus,RUS,Ziemia Przemyska.,RUS_2,251,,,,RUS_RYBOTYCZE,"Rybotycze, Podkarpackie Voivodeship, Poland",49.6562107,22.6436591,Przemsyl,12,Q2625136,pl:Rybotycze,6854605,Synagoga Rybotycka z p.,0,
326,Sokołow,סוקולוב מאלופולסקי,Rus,RUS,Ziemia Przemyska.,RUS_2,754,,,,RUS_SOKOLOWM,"Sokołów Małopolski, Podkarpackie Voivodeship, Poland",50.22904,22.11964,Przemsyl,12,Q867039,pl:Sokołów Małopolski,2974106,Kachał Sokołowski z p.,0,
327,Turka,טורקה,Rus,RUS,Ziemia Przemyska.,RUS_2,1250,,,,RUS_TURKA,"Turka, Lviv Oblast, Ukraine",49.1547589,23.0312023,Przemsyl,12,Q7855014,pl:Turka (powiat chełmski),7144635,Kachał Turczeński z p.,0,
328,Stryi,סטרי,Rus,RUS,Ziemia Przemyska.,RUS_2,1727,,,,RUS_STRYJ,"Stryi, Lviv Oblast, Ukraine",49.2543344,23.8434611,,12,Q158923,uk:Стрий,7986302,Kachał Stryiski z p.,0,
329,Jarosław,ירוסלב,Rus,RUS,Ziemia Przemyska.,RUS_2,1884,,,,RUS_JAROSLAW,"Jarosław, Podkarpackie Voivodeship, Poland",50.0160977,22.6777391,Przemsyl,12,Q721928,pl:Jarosław (województwo podkarpackie),2647732,Kachał Jarosławski z p.,0,
330,Skole,סקולה,Rus,RUS,Ziemia Przemyska.,RUS_2,1063,,,,RUS_SKOLE,"Skole, Lviv Oblast, Ukraine",49.0401779,23.5129162,,12,Q913962,uk:Сколе,5902651,Kachał Skolski z p.,0,
331,Przemyśl,פשמישל,Rus,RUS,Ziemia Przemyska.,RUS_2,2418,,,,RUS_PRZEMYSL,"Przemyśl, Podkarpackie Voivodeship, Poland",49.7823132,22.7744294,Przemsyl City,12,Q208473,pl:Przemyśl,3009775224,Kachał Przemyski z p.,0,
333,Sanok,סאנוק,Rus,RUS,Ziemia Sanocka.,RUS_3,467,,,,RUS_SANOK,"Sanok, Podkarpackie Voivodeship, Poland",49.5550187,22.2060658,,14,Q201729,pl:Sanok,2906321,Kachał Sanocki z p.,0,
334,Lisko,לסקו,Rus,RUS,Ziemia Sanocka.,RUS_3,1656,,,,RUS_LISKO,"Lesko, Podkarpackie Voivodeship, Poland",49.4701205,22.3304324,,12,Q611086,pl:Lesko,1908752,Kachał Liski z p.,0,
335,Rymanow,רימאנוב,Rus,RUS,Ziemia Sanocka.,RUS_3,1015,,,,RUS_RYMANOW,"Rymanów, Podkarpackie Voivodeship, Poland",49.75,22.11666667,Little Poland,14,,,,Kachał Rymanowski z p.,0,
336,Baligrod,בליגרוד,Rus,RUS,Ziemia Sanocka.,RUS_3,144,,,,RUS_BALIGROD,"Baligród, gmina Baligród, powiat leski, województwo podkarpackie, 38-606, Polska",49.3367963,22.2866341,,14,Q3496277,pl:Baligród,6954582,Kachał Baligrodzki z p.,0,
337,Dubiecko,דובצק,Rus,RUS,Ziemia Sanocka.,RUS_3,136,,,,RUS_DUBIECKO,"Dubiecko, Podkarpackie Voivodeship, Poland",49.8277572,22.3927749,Przemsyl,12,Q2612477,pl:Dubiecko,6829839,Kachał Dubiecki z p.,0,
338,Dynow,דינוב,Rus,RUS,Ziemia Sanocka.,RUS_3,1228,,,,RUS_DYNOW,"Dynów, Podkarpackie Voivodeship, Poland",49.81506,22.23388,Przemsyl,12,Q910985,pl:Dynów,2975296,Kachał Dynowski z p.,0,
340,Żydaczew,ז'ידאצ'וב,Rus,RUS,Żydaczewski.,RUS_4,292,,,,RUS_ZYDACZOW,"Zhydachiv, Lviv Oblast, Ukraine",49.3853385,24.1421827,Rus,14,Q997359,uk:Жидачів,7100561,Miasto Żydaczew z parafią,0,
341,Żurawno,ז'וראבנו,Rus,RUS,Żydaczewski.,RUS_4,770,,,,RUS_ZURAWNO,"Zhuravno, Lviv Oblast, Ukraine",49.2634643,24.2787681,Rus,14,Q256801,uk:Журавно,30710507,Miasto Żurawno z p.,0,
342,Żurow,קהילת יהודי ז'ורוב,Rus,RUS,Żydaczewski.,RUS_4,74,,,,RUS_ZUROW,"Zhuriv, Ivano-Frankivsk Oblast, Ukraine",49.3081749,24.4457866,Rus,14,Q576990,uk:Журів,337563336,Miasto Żurow z p.,0,
343,Brozdowce,בריזדוביץ',Rus,RUS,Żydaczewski.,RUS_4,303,,,,RUS_BRZOZDOWCE,"Berezdivtsi, Lviv Oblast, Ukraine",49.4554487,24.1481217,Rus,14,,,,Miasto Brozdowce,0,
344,Chodorow,חודורוב,Rus,RUS,Żydaczewski.,RUS_4,852,,,,RUS_CHODOROW,"Khodoriv, Lviv Oblast, Ukraine",49.4077736,24.3079782,Rus,14,Q997404,uk:Ходорів,7986174,Miasto Chodorow z p.,0,
345,Ruzdoł,רוזדיל,Rus,RUS,Żydaczewski.,RUS_4,884,,,,RUS_ROZDOL,"Rozdil, Lviv Oblast, Ukraine",49.4622028,24.0687686,Rus,14,Q4396487,uk:Розділ,3969628,Miasto Ruzdoł z p.,0,
346,Dolina,דולינה,Rus,RUS,Żydaczewski.,RUS_4,714,,,,RUS_DOLINA,"Dolyna, Ivano-Frankivsk Oblast, Ukraine",48.9764573,23.9892458,Rus,14,,,,Miasto Dolina z p.,0,
347,Bolechowy,בולחוב,Rus,RUS,Żydaczewski.,RUS_4,883,,,,RUS_BOLECHOW,"Bolekhiv, Ivano-Frankivsk Oblast, Ukraine",49.0684752,23.85678,Rus,14,Q146595,uk:Болехів,8097681,Miasto Bolechowy z p.,0,
348,Sokołow,סוקולוב,Rus,RUS,Żydaczewski.,RUS_4,286,,,,RUS_SOKOLOWD,"Sokołów Dobromilski, powiat przemyski, województwo podkarpackie, Polska",49.6412235,22.7494148,Przemsyl,12,Q9257831,,3009751785,Miasto Sokołow z p.,0,
349,Rozniatow,רוז'ניאטיב,Rus,RUS,Żydaczewski.,RUS_4,478,,,,RUS_ROZNIATOW,"Rozhniativ, Ivano-Frankivsk Oblast, Ukraine",48.9411873,24.1570246,Rus,14,Q1899345,uk:Рожнятів,3579368,Miasto Rozniatow z p.,0,
351,Halicz,האליץ',Rus,RUS,Ziemia Halicka.,RUS_5,459,365,villages,,RUS_HALICZKARAITES,"Halych, Ivano-Frankivsk Oblast, Ukraine",49.1237705,24.7313165,Rus,14,Q146450,uk:Галич,3626207,Miasto Halicz Karaimow,0,
352,Monasterzyska,מונסטז'יסקה  / מאנאסטערישטש,Rus,RUS,Ziemia Halicka.,RUS_5,877,,,,RUS_MONASTERZYSKA,"Monastyryska, Ternopil Oblast, Ukraine",49.0890218,25.1628644,Rus,14,,,,Miasto Monasterzyska nowe i stare,0,
353,Jezupol,אוזיפולי,Rus,RUS,Ziemia Halicka.,RUS_5,133,,,,RUS_JEZUPOL,"Yezupil, Ivano-Frankivsk Oblast, Ukraine",49.0435841,24.776477,Rus,14,Q2371718,uk:Єзупіль,4596299,Miasto Jezupol z wsiami para fialnemi,0,
