id,name,name_he,viv,viv_code,powiat,sum_group,value,addition,addition_type,group,geocode,modern_name,lat,lon,galil,galil_id,wikidata,wikipedia,osm_id,text,is_child,parent_id
502,Kiszelin,קיסיילין,Wolyn,WLN,Włodzimirski.,WLN_2,293,,,,WLN_KISIELIN,"Kysylyn, Lokachi Raion, Volyn Oblast, Ukraine",50.8573227,24.810282,Wlodzimierz,17,Q2065713,uk:Кисилин,30722046,Miasto Kiszelin z p.,0,
503,Kowel,קובל,Wolyn,WLN,Włodzimirski.,WLN_2,1516,,,,WLN_KOWEL,"Kovel, Volyn Oblast, Ukraine",51.209018,24.6980251,Kowel,4,Q156704,uk:Ковель,2814537,Miasto Kowel z p.,0,
504,Ozdiutycze,אוזדזיוטיצה /אוזדיוטיץ,Wolyn,WLN,Włodzimirski.,WLN_2,145,,,,WLN_OZDZIUTYCZE,"Ozdychi, Lokachi Raion, Volyn Oblast, Ukraine",50.7653066,24.7213626,Wlodzimierz,17,,,,Miasto Ozdiutycze z p.,0,
505,Jeziorzany,יזייז'אני (אוז'יראן),Wolyn,WLN,Włodzimirski.,WLN_2,84,,,,WLN_JEZIORZANY,"Ozeryany, Turiisk Raion, Volyn Oblast, Ukraine",51.0191396,24.8124263,Wlodzimierz,17,,,,Miasto Jeziorzany z p.,0,
506,Niesuchocze,נסכיז',Wolyn,WLN,Włodzimirski.,WLN_2,470,,,,WLN_NIESUCHOIZE,"Volia, Kovel Raion, Volyn Oblast, Ukraine",51.3780967,24.8329046,Kowel,4,,,,Miasto Niesuchocze z p.,0,
507,Kamień Koszyrski,קאמין-קושירסקי,Wolyn,WLN,Włodzimirski.,WLN_2,440,,,,WLN_KAMIENKOSZYRSKI,"Kamin-Kashyrskyi, Volyn Oblast, Ukraine",51.6288118,24.9688475,Kowel,4,Q1000461,uk:Камінь-Каширський,2608002,Miasto Kamień Koszyrski z p.,0,
508,Łokacze,לוקאצ'י,Wolyn,WLN,Włodzimirski.,WLN_2,907,,,,WLN_LOKACZE,"Lokachi, Volyn Oblast, Ukraine",50.7402117,24.6486753,Wlodzimierz,17,Q1996325,uk:Локачі,3680809,Miasto Łokacze z p.,0,
509,Uściłuk,אוסטילוג,Wolyn,WLN,Włodzimirski.,WLN_2,358,,,,WLN_USTILUG,"Ustyluh, Volyn Oblast, Ukraine",50.8609275,24.1551215,Wlodzimierz,17,Q147292,uk:Устилуг,3308250,Miasto Uściłuk z p.,0,
510,Turzysk,טוריסק,Wolyn,WLN,Włodzimirski.,WLN_2,874,,,,WLN_TURZYSK,"Turiisk, Volyn Oblast, Ukraine",51.0888325,24.5270695,Wlodzimierz,17,Q1996528,uk:Турійськ,3665312,Miasto Turzysk z p.,0,
511,Swiniuchy,סוויניוחי,Wolyn,WLN,Włodzimirski.,WLN_2,234,,,,WLN_SWINIUCHY,"Pryvitne, Lokachi Raion, Volyn Oblast, Ukraine",50.6391354,24.7479057,Wlodzimierz,17,Q2065596,uk:Привітне (Володимир-Волинський район),30736993,Miasto Swiniuchy z p.,0,
512,Poryck,פבליבקה,Wolyn,WLN,Włodzimirski.,WLN_2,367,,,,WLN_PORYCK,"Pavlivka, Ivanychi Raion, Volyn Oblast, Ukraine",50.6211008,24.4598077,Wlodzimierz,17,Q2065690,uk:Павлівка (Володимирський район),3448077,Miasto Poryck z p.,0,
514,Konstantynow,סטרוקונסטנטינוב,Wolyn,WLN,Krzemieniecki.,WLN_3,1801,,,,WLN_KONSTANTYNOW,"Starokostiantyniv, Khmelnytskyi Oblast, Ukraine",49.7546828,27.2121595,Ostrog,10,Q997429,uk:Старокостянтинів,3353648,Miasto Konstantynow Stary i nowy z parafiami,0,
515,Wiśniowiec,וישנייווייץ,Wolyn,WLN,Krzemieniecki.,WLN_3,664,,,,WLN_WISNOWIEC,"Vyshnivets, Ternopil Oblast, Ukraine",49.906138,25.7444554,Krzemieniec,5,Q2993487,uk:Вишнівець,3166784,Miasto Wiśniowiec Stary i nowy z p.,0,
516,Werba,ורבה,Wolyn,WLN,Krzemieniecki.,WLN_3,181,,,,WLN_WERBA,"Verba, Dubno Raion, Rivne Oblast, Ukraine",50.2715882,25.6055107,Krzemieniec,5,Q2599119,uk:Верба (Дубенський район),337525256,Miasto Werba z p.,0,
517,Ptycza,פטיץ',Wolyn,WLN,Krzemieniecki.,WLN_3,112,,,,WLN_PLYCZA,"Ptycha, Dubno Raion, Rivne Oblast, Ukraine",50.3019263,25.6171548,Krzemieniec,5,Q4383141,uk:Птича,3936072,Miasto Ptycza z p.,0,
518,Połonne,פולין,Wolyn,WLN,Krzemieniecki.,WLN_3,653,72,villages,Połonne stare Breakdown,WLN_POLONNE,"Polonne, Khmelnytskyi Oblast, Ukraine",50.1224689,27.506767,Ostrog,10,,,,Miasto Połonne stare z Wolą y Przed. Wol.,0,
519,"Maryan, Tarnow",,Wolyn,WLN,Krzemieniecki.,WLN_3,94,,,Połonne stare Breakdown,WLN_MARJANTARNOW,"Marianivka, Baranivka Raion, Zhytomyr Oblast, Ukraine",50.58673377,27.61083872,Ostrog,10,,,,Miasto Maryanz Tarnowem,0,
520,Kamienczyc,קמיינצ׳יק,Wolyn,WLN,Krzemieniecki.,WLN_3,150,,,Połonne stare Breakdown,WLN_KAMIENCZYK,"Kamianky, Pidvolochysk Raion, Ternopil Oblast, Ukraine",49.77603889,25.97227193,Ostrog,5,,,,Miasto Kamienczyc,0,
521,Połonne,פולין,Wolyn,WLN,Krzemieniecki.,WLN_3,344,,,,WLN_POLONNE,"Polonne, Khmelnytskyi Oblast, Ukraine",50.1224689,27.506767,Ostrog,10,,,,Miasto Połonne nowe,0,
522,Baranowka,ברניבקה,Wolyn,WLN,Krzemieniecki.,WLN_3,142,,,,WLN_BARANOWKA,"Baranivka, Zhytomyr Oblast, Ukraine",50.11749489,27.51959694,Ostrog,10,Q148917,uk:Баранівка,289807278,Miasto Baranowka z wsiami,0,
523,Ostropol,אוסטרופולי,Wolyn,WLN,Krzemieniecki.,WLN_3,58,,,,WLN_OSTROPOL,"Staryi Ostropil, Starokostiantyniv Raion, Khmelnytskyi Oblast, Ukraine",49.8077202,27.5558184,Ostrog,10,Q1012604,uk:Старий Остропіль,337544267,Miasto Ostropol,0,
524,Sudyłkow,סודילקוב,Wolyn,WLN,Krzemieniecki.,WLN_3,397,,,,WLN_SUDYLKOW,"Sudylkiv, Shepetivka Raion, Khmelnytskyi Oblast, Ukraine",50.1724534,27.1352444,Ostrog,10,Q4445436,uk:Судилків,14697728,Miasto Sudyłkow z p.,0,
525,Lubar,לובאר,Wolyn,WLN,Krzemieniecki.,WLN_3,405,,,,WLN_LUBAR,"Liubar, Zhytomyr Oblast, Ukraine",49.9194173,27.7666835,Ostrog,10,Q4326696,uk:Новий Любар,4779672,Miasto Lubar,0,
526,Ostropol,אוסטרופול,Wolyn,WLN,Krzemieniecki.,WLN_3,62,,,,WLN_OSTROPOLNEW,"Ostropil, Khmelnytskyi Oblast, Ukraine",49.8077202,27.5558184,Ostrog,10,Q1012604,uk:Старий Остропіль,337544267,Miasto Ostropol nowy,0,
527,Szepetowka,שפטיבקה,Wolyn,WLN,Krzemieniecki.,WLN_3,390,,,,WLN_SZEPETOWKA,"Shepetivka, Khmelnytskyi Oblast, Ukraine",50.1757487,27.0559924,Ostrog,10,Q161965,uk:Шепетівка,3592426,Miasto Szepetowka z p.,0,
528,Sławuta,סלאוויטא,Wolyn,WLN,Krzemieniecki.,WLN_3,246,,,,WLN_SLAWUTA,"Slavuta, Khmelnytskyi Oblast, Ukraine",50.2969058,26.8600648,Ostrog,10,Q856018,uk:Славута,3592425,Miasto Sławuta z p.,0,
529,Łabuń,לאבון,Wolyn,WLN,Krzemieniecki.,WLN_3,316,,,,WLN_LABUNOLD,"Novolabun, Polonne Raion, Khmelnytskyi Oblast, Ukraine",50.0105648,27.3473101,Ostrog,10,Q4324370,uk:Новолабунь,8087231,Miasto Łabuń stary,0,
530,Łabuń,לאבון,Wolyn,WLN,Krzemieniecki.,WLN_3,362,246,villages,,WLN_LABUNNEW,"Novolabun, Polonne Raion, Khmelnytskyi Oblast, Ukraine",50.0105648,27.3473101,Ostrog,10,Q4324370,uk:Новолабунь,8087231,Miasto Łabuń nowy,0,
531,Olexyniec,אולקסינייץ,Wolyn,WLN,Krzemieniecki.,WLN_3,195,,,,WLN_OLEXINIECNEW,"Novyi Oleksynets, Kremenets Raion, Ternopil Oblast, Ukraine",49.8402512,25.4961469,Krzemieniec,5,Q4326561,uk:Новий Олексинець,3167284,Miasto Olexyniec nowy,0,
532,Olexyniec,אולקסינייץ,Wolyn,WLN,Krzemieniecki.,WLN_3,122,114,villages,,WLN_OLEXINIECOLD,"Staryi Oleksynets, Kremenets Raion, Ternopil Oblast, Ukraine",49.8379687,25.5581268,Krzemieniec,5,Q4441008,uk:Старий Олексинець,3167527,Miasto Olexyniec stary,0,
533,Wołoczysko,וולוצ'יסק,Wolyn,WLN,Krzemieniecki.,WLN_3,774,,,,WLN_WOLOCZYSK,"Volochysk, Khmelnytskyi Oblast, Ukraine",49.5345161,26.2093072,Krzemieniec,5,Q219762,uk:Волочиськ,3628014,Miasto Wołoczysko z p.,0,
534,Wyżgrodek,וישגרודק,Wolyn,WLN,Krzemieniecki.,WLN_3,668,,,,WLN_WYZGRODEK,"Vyshorodok, Lanivtsi Raion, Ternopil Oblast, Ukraine",49.7675934,25.9689161,Krzemieniec,5,Q4129953,uk:Вишгородок,3166782,Miasto Wyżgrodek z p.,0,
535,Kozin,קוזין,Wolyn,WLN,Krzemieniecki.,WLN_3,332,,,,WLN_KOZIN,"Kozyn, Radyvyliv Raion, Rivne Oblast, Ukraine",50.2665682,25.46853,Krzemieniec,5,Q4226579,uk:Козин (Радивилівський район),13676386,Miasto Kozin z p.,0,
536,Stary Zasław,זאסלאב,Wolyn,WLN,Krzemieniecki.,WLN_3,2047,,,Zaslaw,WLN_ZASLAWOLD,"Iziaslav, Khmelnytskyi Oblast, Ukraine",50.1191124,26.8281141,Ostrog,10,Q841029,uk:Ізяслав,192675927,Miasto Stary Zasław,0,
537,Nowe Zasław,זאסלאב,Wolyn,WLN,Krzemieniecki.,WLN_3,760,,,Zaslaw,WLN_ZASLAW,"Iziaslav, Khmelnytskyi Oblast, Ukraine",50.1191124,26.8281141,Ostrog,10,Q841029,uk:Ізяслав,192675927,Miasto Nowy Zasław z Jozefpolem,0,
538,Białogródka,ביאלוגרודקא,Wolyn,WLN,Krzemieniecki.,WLN_3,1084,984,villages,Zaslaw,WLN_BIALOGRODKA,"Bilohorodka, Iziaslav Raion, Khmelnytskyi Oblast, Ukraine",50.0087495,26.637826,Ostrog,5,Q1660287,uk:Білогородка (Шепетівський район),337537394,Miasto Białogródka,0,
539,Łachowce,,Wolyn,WLN,Krzemieniecki.,WLN_3,589,,,,WLN_LACHOWCE,"Bilohiria, Khmelnytskyi Oblast, Ukraine",50.0013518,26.4118102,Krzemieniec,5,,,,Miasto Łachowce,0,
540,Kornica,קורניצה,Wolyn,WLN,Krzemieniecki.,WLN_3,271,222,villages,,WLN_KORNICA,"Kornytsia, Bilohiria Raion, Khmelnytskyi Oblast, Ukraine",50.0525974,26.5214336,Krzemieniec,5,,,,Miasto Kornica,0,
541,Radziwiłow,ראדיביליב,Wolyn,WLN,Krzemieniecki.,WLN_3,298,,,,WLN_RADZIWILLOW,"Radyvyliv, Rivne Oblast, Ukraine",50.1285011,25.2530313,Krzemieniec,5,Q1020069,uk:Радивилів,3629331,Miasto Radziwiłow z p.,0,
542,Leśniow,,Wolyn,WLN,Krzemieniecki.,WLN_3,494,,,,WLN_LESNIOW,"Lyshniv, Brody Raion, Lviv Oblast, Ukraine",50.23333333,25.08333333,Wlodzimierz,2,,,,Miasto Leśniow z p.,0,
543,Horynki,הורינקי,Wolyn,WLN,Krzemieniecki.,WLN_3,203,,,,WLN_HORYNKI,"Horynka, Kremenets Raion, Ternopil Oblast, Ukraine",49.989022,25.7766184,Krzemieniec,5,Q4146093,uk:Горинка,3166865,Miasto Horynki z p.,0,
544,Jampol,יאמפיל,Wolyn,WLN,Krzemieniecki.,WLN_3,476,,,,WLN_JAMPOL,"Yampil, Bilohiria Raion, Khmelnytskyi Oblast, Ukraine",49.9572775,26.2290711,Krzemieniec,5,Q1681481,uk:Ямпіль (Шепетівський район),6403808,Miasto Jampol z p,0,
545,Zbaraz,זברז',Wolyn,WLN,Krzemieniecki.,WLN_3,910,,,,WLN_ZBARAZ,"Zbarazh, Ternopil Oblast, Ukraine",49.6669762,25.7723085,Krzemieniec,5,Q1019899,uk:Збараж,3166999,Miasto Zbaraz z p.,0,
546,Krupiec,קרופייץ,Wolyn,WLN,Krzemieniecki.,WLN_3,114,,,,WLN_KRUPIEC,"Krupets, Shepetivka Raion, Khmelnytskyi Oblast, Ukraine",50.15723675,25.31313454,Krzemieniec,5,Q4242197,uk:Крупа (Україна),337517822,Miasto Krupiec z p.,0,
547,Tofipol,טאופיפול,Wolyn,WLN,Krzemieniecki.,WLN_3,516,,,,WLN_TOIJPOL,"Teofipol, Khmelnytskyi Oblast, Ukraine",49.8363019,26.4178707,Krzemieniec,5,Q2637331,uk:Теофіполь,3070639,Miasto Tofipol z p.,0,
548,Szumsk,שומסק,Wolyn,WLN,Krzemieniecki.,WLN_3,170,,,,WLN_SZUMSK,"Shumsk, Ternopil Oblast, Ukraine",50.122577,26.1149716,Krzemieniec,5,Q219601,uk:Шумськ,3167670,Miasto Szumsk z p.,0,
549,Rochmanow,רחמנוב,Wolyn,WLN,Krzemieniecki.,WLN_3,170,,,,WLN_ROCHMANOW,"Rokhmaniv, Shumsk Urban Hromada, Kremenets Raion, Ternopil Oblast, 47105, Ukraine",50.12821,26.08669,Krzemieniec,5,Q4398758,uk:Рохманів,3167442,Miasto Rochmanow z p.,0,
550,Łanowce,לאניבצי,Wolyn,WLN,Krzemieniecki.,WLN_3,85,,,,WLN_LANOWCE,"Lanivtsi, Lanivtsi Urban Hromada, Kremenets Raion, Ternopil Oblast, 47400, Ukraine",49.8734191,26.0780148,Krzemieniec,5,Q591788,en:Lanivtsi,3167143,Miasto Łanowce z p.,0,
551,Kuzmin,קוזמין,Wolyn,WLN,Krzemieniecki.,WLN_3,232,,,,WLN_KUCZMIN,"Kuzmyn, Krasyliv Raion, Khmelnytskyi Oblast, Ukraine",49.7025384,27.0806895,Braclaw,10,Q4245379,uk:Кузьмин (Красилівський район),337548815,Miasto Kuzmin z p.,0,
552,Kulczyn,קולצ'יני,Wolyn,WLN,Krzemieniecki.,WLN_3,288,,,,WLN_KULCZYN,"Kulczyny, Krasyliv Raion, Khmelnytskyi Oblast, Ukraine",49.7539099,26.8980862,Ostrog,10,Q4246767,uk:Кульчини,337546010,Miasto Kulczyn z p.,0,
553,Bazalia,בזליה,Wolyn,WLN,Krzemieniecki.,WLN_3,240,,,,WLN_BAZALIA,"Bazaliia, Teofipol Raion, Khmelnytskyi Oblast, Ukraine",49.7121717,26.4679263,Krzemieniec,5,Q2629685,uk:Базалія,4601532,Miasto Bazalia z p.,0,
554,Krasyłow,קרסילוב,Wolyn,WLN,Krzemieniecki.,WLN_3,273,,,,WLN_KRASYLOW,"Krasyliv, Khmelnytskyi Oblast, Ukraine",49.6492023,26.9757217,Ostrog,10,Q1020096,uk:Красилів,167953166,Miasto Krasyłow z p.,0,
555,Krzemieniec,קרמניץ,Wolyn,WLN,Krzemieniecki.,WLN_3,1029,,,,WLN_KRZEMIENIEC,"Kremenets, Ternopil Oblast, Ukraine",50.1078135,25.7276661,Krzemieniec,5,Q849116,uk:Кременець,7083185,Miasto Krzemieniec z p.,0,
556,Kuniow,קוניב,Wolyn,WLN,Krzemieniecki.,WLN_3,325,,,,WLN_KUNIOW,"Kuniv, Iziaslav Raion, Khmelnytskyi Oblast, Ukraine",50.2429535,26.3645547,Ostrog,10,Q4247198,uk:Кунів,337526136,Miasto Kuniow z p.,0,
557,Hrycow,הריציב,Wolyn,WLN,Krzemieniecki.,WLN_3,86,,,,WLN_HRYCOW,"Hrytsiv, Shepetivka Raion, Khmelnytskyi Oblast, Ukraine",49.9761893,27.226429,Ostrog,10,Q1973720,uk:Гриців,4601522,Miasto Hrycow z p.,0,
558,Ozochowce,אוזוחובצי,Wolyn,WLN,Krzemieniecki.,WLN_3,317,,,,WLN_OZLOCHOWCE,"Ozhyhivtsi, Volochysk Raion, Khmelnytskyi Oblast, Ukraine",49.6274273,26.2374584,Krzemieniec,5,,,,Miasto Ozochowce z p.,0,
559,Załoszcze,"זאלוז'צה (זאלושץ, זאלאשעץ)",Wolyn,WLN,Krzemieniecki.,WLN_3,644,,,,WLN_ZALOSZCZE,"Zalozhtsi, Zboriv Raion, Ternopil Oblast, Ukraine",49.83333333,25.55,Krzemieniec,5,,,,Miasto Załoszcze z p.,0,
561,Balin,באלין,Podolia,POD,Kamieniecki i Czerwono-grodzki.,POD_1,211,,,,POD_BALIN,"Balyn, Khmelnytskyi Oblast, Ukraine",48.8769106,26.6725363,Braclaw,11,Q4076614,uk:Балин (Кам'янець-Подільський район),337581898,Kachał Baliński z parafiami,0,
562,Bilzecki,בילצ׳ה זלוטה,Podolia,POD,Kamieniecki i Czerwono-grodzki.,POD_1,69,,,,POD_BILZECKI,"Bilche-Zolote, Ternopil Oblast, Ukraine",48.7785388,25.8839189,Braclaw,11,,,,Kachał Bilzecki z p.,0,
563,Borszczow,בורשצ'יב,Podolia,POD,Kamieniecki i Czerwono-grodzki.,POD_1,317,16,Accessit do niegoż wieś Zwierzchaykowce,,POD_BORSZCZOW,"Borshchiv, Ternopil Oblast, Ukraine",48.8006096,26.0488939,Braclaw,11,Q148923,uk:Борщів,2697557,Kachał Borszczowski z p.,0,
564,Czercze,צ׳רצ׳ה,Podolia,POD,Kamieniecki i Czerwono-grodzki.,POD_1,270,,,,POD_CZERCZE,"Cherche, Khmelnytskyi Oblast, Ukraine",48.8678624,26.5291404,Braclaw,11,Q4514732,uk:Черче (Кам'янець-Подільський район),337582413,Kachał Czerczecki z p.,0,
565,"Czarnokozince, Uście",צ׳רנוקוזינצי,Podolia,POD,Kamieniecki i Czerwono-grodzki.,POD_1,308,,,,POD_CZARNOKOZINCE,"Chornokozyntsi, Khmelnytskyi Oblast, Ukraine",48.6614951,26.2830553,Braclaw,11,Q4514007,uk:Чорнокозинці,337590231,Kachał Czarnokozince z kachałem Uścieskim y p.,0,
566,Czerwonogrod,צ׳רוונוגראד,Podolia,POD,Kamieniecki i Czerwono-grodzki.,POD_1,214,,,,POD_CZERWONOGROD,"Nyrkiv, Ternopil Oblast, Ukraine",48.8144251,25.5987643,Braclaw,11,,,,Kachał Czerwonogrodzki z p.,0,
567,Dunajowce,דונייבצי,Podolia,POD,Kamieniecki i Czerwono-grodzki.,POD_1,1598,,,,POD_DUNAJOWCE,"Dunaivtsi, Khmelnytskyi Oblast, Ukraine",48.8957041,26.861818,Braclaw,11,Q219767,uk:Дунаївці,2318293,Kachał Dunajowiecki z p.,0,
568,Dźwinogród,דזובנוגרוד,Podolia,POD,Kamieniecki i Czerwono-grodzki.,POD_1,62,,,,POD_DZWINOGRODSTAROSTY,"Dzvynyach, Ternopil Oblast, Ukraine",48.7022247,25.7316419,Braclaw,11,,,,Kachał Dźwinogród Stwo z p.,0,
569,Franpol,,Podolia,POD,Kamieniecki i Czerwono-grodzki.,POD_1,157,,,,POD_FRANPOL,"Kosohirka (Franpol), Yarmolyntsi Settlement Hromada, Khmelnytskyi Raion, Khmelnytskyi Oblast, Ukraine",49.095501,26.747589,Braclaw,11,,,,Kachał Franpolski z p.,0,
570,Fulsztyn,פלשטין,Podolia,POD,Kamieniecki i Czerwono-grodzki.,POD_1,243,32,Z likwidacyi nielikwidowanych accessit,,POD_FULSZTYN,"Hvardiyske, Khmelnytskyi Raion, Khmelnytsky Oblast, Ukraine",48.84487,25.72586,Braclaw,11,,,,Kachał Fulsztyński Sortis Chorążego Czerwonogrodzk. z p.,0,
571,Fulsztyn,,Podolia,POD,Kamieniecki i Czerwono-grodzki.,POD_1,258,,,,POD_FULSZTYNB,"Hvardiyske, Khmelnytskyi Raion, Khmelnytsky Oblast, Ukraine",48.84487,25.72586,,,,,,Kachał Tenże Sortis WW. Grabiankow z p.,0,
572,Grodek,גרודק,Podolia,POD,Kamieniecki i Czerwono-grodzki.,POD_1,654,8,Accessit wieś Ludwipol czyli Kachał Giersze,,POD_GRODEK,"Horodok, Khmelnytskyi Oblast, Ukraine",49.1664842,26.5767453,Braclaw,11,,,,Kachał Grodecki z p.,0,
573,Husiatyn,הוסיאטין,Podolia,POD,Kamieniecki i Czerwono-grodzki.,POD_1,1435,,,,POD_HUSIATYN,"Husiatyn, Ternopil Oblast, Ukraine",49.0717493,26.1939766,Braclaw,11,Q1638961,uk:Гусятин,3166889,Kachał Husiatyński z p.,0,
574,Jagielnica,יאגיילניצה,Podolia,POD,Kamieniecki i Czerwono-grodzki.,POD_1,347,,,,POD_JAGIELNICA,"Yahilnytsia, Ternopil Oblast, Ukraine",48.9420658,25.7464149,Braclaw,11,Q4536122,uk:Ягільниця,3167682,Kachał Jagielnicki z p.,0,
575,Jarmolińce,יארמולינץ,Podolia,POD,Kamieniecki i Czerwono-grodzki.,POD_1,293,,,,POD_JARMOLINCE,"Yarmolyntsi, Khmelnytskyi Oblast, Ukraine",49.1922375,26.8365484,Braclaw,11,Q2391335,uk:Ярмолинці (смт),15545993,Kachał Jarmoliniecki z p.,0,
576,Jezierzany,יז'ייז'אני,Podolia,POD,Kamieniecki i Czerwono-grodzki.,POD_1,704,,,,POD_JEZIERZANY,"Ozeriany, Chortkiv Raion, Ternopil Oblast, Ukraine",48.8811342,25.9497849,Braclaw,11,Q4332186,uk:Озеряни (Борщівський район),3167304,Kachał Jezierzański z p.,0,
577,Jazłowiec,יאזלובייץ,Podolia,POD,Kamieniecki i Czerwono-grodzki.,POD_1,544,,,,POD_JAZLOWIEC,"Yazlovets, Ternopil Oblast, Ukraine",48.9614593,25.4489836,Braclaw,11,Q1010084,uk:Язловець,3167683,Kachał Jazłowiecki z p.,0,
578,Kitaygrod,קיטייגראד,Podolia,POD,Kamieniecki i Czerwono-grodzki.,POD_1,489,,,,POD_KITAJGROD,"Kytaihorod, Kamianets-Podilskyi Raion, Khmelnytskyi Oblast, Ukraine",48.6471356,26.7976345,Braclaw,11,Q4222386,uk:Китайгород (Кам'янець-Подільський район),337590846,Kachał Kitaygrodzki z p.,0,
579,Kałus,קאלוש,Podolia,POD,Kamieniecki i Czerwono-grodzki.,POD_1,149,,,,POD_KALUSZ,"Калюс, Nova Ushytsia Settlement Hromada, Kamianets-Podilskyi Raion, Khmelnytskyi Oblast, Ukraine",48.6251142,27.3365211,Braclaw,11,Q146453,uk:Калуш,691445420,Kachał Kałuski z p.,0,
580,Kudryńce,קודרינצי,Podolia,POD,Kamieniecki i Czerwono-grodzki.,POD_1,223,,,,POD_KUDRYNCE,"Kudryntsi, Ternopil Oblast, Ukraine",48.6161893,26.2814445,Braclaw,11,Q4244546,uk:Кудринці (Борщівський район),3167123,Kachał Kudryniecki z p.,0,
581,Kupin,קופין,Podolia,POD,Kamieniecki i Czerwono-grodzki.,POD_1,405,,,,POD_KUPIN,"Kupyn, Khmelnytskyi Oblast, Ukraine",49.0966025,26.579174,Braclaw,11,Q2089989,uk:Купин,337571955,Kachał Kupiński z p.,0,
582,Krzywcze,קשיבצ׳ה,Podolia,POD,Kamieniecki i Czerwono-grodzki.,POD_1,476,,,,POD_KRZYWCZA,"Kryvche, Ternopil Oblast, Ukraine",48.6975006,26.1079092,Braclaw,11,Q4240954,uk:Кривче,3167111,Kachał Krzywczecki z p.,0,
583,Kuzmin,קוזמין,Podolia,POD,Kamieniecki i Czerwono-grodzki.,POD_1,208,,,,POD_KUZMIN,"Kuzmyn, Khmelnytskyi Oblast, Ukraine",49.7025384,27.0806895,Braclaw,10,Q4245379,uk:Кузьмин (Красилівський район),337548815,Kachał Kuzmiński z p.,0,
584,Krolowiec,קורוליבקה,Podolia,POD,Kamieniecki i Czerwono-grodzki.,POD_1,226,,,,POD_KROLOWKA,"Korolivka, Ternopil Oblast, Ukraine",48.742601,25.9939326,Braclaw,11,Q988379,uk:Королівка (Борщівська міська громада),3167078,Kachał Krolowiecki z p.,0,
585,"Kałukow, Grodek",קאלוקוב,Podolia,POD,Kamieniecki i Czerwono-grodzki.,POD_1,82,,,,POD_KULAKOWGRODEK,"Kulakivtsi, Chortkiv Raion, Ternopil Oblast, Ukraine",48.63544,25.87418,Braclaw,11,,,,Kachał Kałukow Grodecki z p.,0,
586,Kasperowce,קאפרובצה,Podolia,POD,Kamieniecki i Czerwono-grodzki.,POD_1,76,,,,POD_KASPEROWCE,"Kasperivtsi, Ternopil Oblast, Ukraine",48.666526,25.8414546,Braclaw,11,Q4216717,uk:Касперівці,3167035,Kachał Kasperowce z wsiami alias parafiami,0,
587,Lanckoroń,,Podolia,POD,Kamieniecki i Czerwono-grodzki.,POD_1,631,,,,POD_LANCKORON,"Zarichanka, Khmelnytskyi Oblast, Ukraine",48.8902158,26.3781597,Braclaw,11,,,,Kachał Lanckoroński z p.,0,
588,Makow,מאקוב,Podolia,POD,Kamieniecki i Czerwono-grodzki.,POD_1,313,,,,POD_MAKOW,"Makiv, Khmelnytskyi Oblast, Ukraine",48.7911354,26.6912362,Braclaw,11,Q4275873,uk:Маків,337585358,Kachal Makowski z p.,0,
589,Minkowce,מינקיבצי,Podolia,POD,Kamieniecki i Czerwono-grodzki.,POD_1,378,,,,POD_MINKOWCE,"Mynkivtsi, Dunaivtsi Raion, Khmelnytskyi Oblast, Ukraine",48.8496044,27.1046518,Braclaw,11,Q2089710,uk:Миньківці (Кам'янець-Подільський район),337583231,Kachal Minkowiecki z p.,0,
590,Orynin,אורינין,Podolia,POD,Kamieniecki i Czerwono-grodzki.,POD_1,436,,,,POD_ORYNIN,"Orynyn, Khmelnytskyi Oblast, Ukraine",48.7629336,26.3908792,Braclaw,11,Q4336460,uk:Оринин,337586695,Kachal Oryniński 3 sortium. z p.,0,
591,Okopy,אוקופי,Podolia,POD,Kamieniecki i Czerwono-grodzki.,POD_1,230,,,,POD_OKOPY,"Okopy, Ternopil Oblast, Ukraine",48.540065,26.4272246,Braclaw,11,Q2605020,uk:Окопи (Борщівський район),3167306,Kachal Okopski z p.,0,
592,Pobużniany,פרוביז'נה,Podolia,POD,Kamieniecki i Czerwono-grodzki.,POD_1,222,,,,POD_POBUZANY,"Probizhna, Kolyndiany Rural Hromada, Chortkiv Raion, Ternopil Oblast, Ukraine",49.02408,25.99091,Braclaw,11,Q4379516,uk:Пробіжна,3167390,Kachal Pobużniański z p.,0,
593,Sawince,סאווינצי,Podolia,POD,Kamieniecki i Czerwono-grodzki.,POD_1,82,,,,POD_SAWINCE,"Savyntsi, Yarmolyntsi Raion, Khmelnytskyi Oblast, Ukraine",49.0866414,26.7885028,Braclaw,11,Q4404044,uk:Савинці (Хмельницький район),337572631,Kachal Sawiniecki z p.,0,
594,Satanow,סאטנוב,Podolia,POD,Kamieniecki i Czerwono-grodzki.,POD_1,1625,,,,POD_SATANOW,"Sataniv, Khmelnytskyi Oblast, Ukraine",49.2519775,26.2731613,Braclaw,11,,,,Kachal Satanowski z p.,0,
595,Sidorow,סידורוב,Podolia,POD,Kamieniecki i Czerwono-grodzki.,POD_1,73,,,,POD_SIDOROW,"Sydoriv, Ternopil Oblast, Ukraine",49.0107157,26.1672474,Braclaw,11,Q4418865,uk:Сидорів,3167477,Kachal Sidorowski z p.,0,
